locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,link
SACI_RS09805,0.3209332672952968,hoxN,Saci_2028,HoxN/HupN/NixA family nickel/cobalt transporter,Inorganic ion transport and metabolism,Op1207,"BarR,acid-stress",https://www.uniprot.org/uniprot/A0A0U3H555
SACI_RS05815,0.279214896858484,btuF_1,Saci_1220,ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,Op676,,https://www.uniprot.org/uniprot/A0A0U3H1G2
SACI_RS05820,0.2258508444295912,Saci_1221,Saci_1221,iron ABC transporter permease,Inorganic ion transport and metabolism,Op677,,https://www.uniprot.org/uniprot/A0A0U3GLY8
SACI_RS05825,0.19891463678146515,btuD_7,Saci_1222,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,Op677,,https://www.uniprot.org/uniprot/A0A0U3HCP3
SACI_RS09950,0.18111769808670733,proP_2,Saci_2058,MFS transporter,Carbohydrate transport and metabolism,Op1223,,https://www.uniprot.org/uniprot/A0A0U3GPF6
SACI_RS01955,0.16073850139328472,cbiC,Saci_0399,precorrin-8X methylmutase,Coenzyme transport and metabolism,Op227,,https://www.uniprot.org/uniprot/A0A0U3H2U5
SACI_RS01220,0.15298642677505284,bluB,Saci_0250,"5,6-dimethylbenzimidazole synthase",Energy production and conversion,Op138,,https://www.uniprot.org/uniprot/A0A0U2X101
SACI_RS08550,0.1255670340547882,Saci_1788,Saci_1788,hypothetical protein,Function Unknown,Op1015,,https://www.uniprot.org/uniprot/A0A0U3H773
SACI_RS01950,0.12163221680164665,cbiH,Saci_0398,precorrin-3B C(17)-methyltransferase,Coenzyme transport and metabolism,Op227,,https://www.uniprot.org/uniprot/A0A0U3HBF9
SACI_RS09945,0.10826888386630333,adh_2,Saci_2057,NAD(P)-dependent alcohol dehydrogenase,General Function Prediction Only,Op1222,YtrA,https://www.uniprot.org/uniprot/A0A0U2NH16
SACI_RS01945,0.10395364865659316,cbiD,Saci_0397,cobalt-precorrin-5B (C(1))-methyltransferase,Coenzyme transport and metabolism,Op227,,https://www.uniprot.org/uniprot/A0A0U3GUJ7
SACI_RS01940,0.09424958519006396,cbiT,Saci_0396,"precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT",Coenzyme transport and metabolism,Op227,,https://www.uniprot.org/uniprot/A0A0U3GTE2
SACI_RS09960,0.08698835711130609,absAb,Saci_2060,aromatic ring dioxygenase subunit B,"Secondary metabolites biosynthesis, transport and catabolism",Op1224,,https://www.uniprot.org/uniprot/A0A0U3FQB8
SACI_RS09985,0.07860315352932579,Saci_2065,Saci_2065,hypothetical protein,Function Unknown,Op1228,,https://www.uniprot.org/uniprot/A0A0U3H523
SACI_RS09955,0.07799142091384714,nagAc,Saci_2059,aromatic ring-hydroxylating dioxygenase subunit alpha,Inorganic ion transport and metabolism,Op1224,,https://www.uniprot.org/uniprot/A0A0U3HNQ5
SACI_RS01935,0.07697068048570545,cbiL,Saci_0395,cobalt-factor II C(20)-methyltransferase,Coenzyme transport and metabolism,Op227,,https://www.uniprot.org/uniprot/A0A0U2Y0Z8
SACI_RS01930,0.07437110295797775,cbiF,Saci_0394,precorrin-4 C(11)-methyltransferase,Coenzyme transport and metabolism,Op227,,https://www.uniprot.org/uniprot/A0A0U2WT12
SACI_RS11940,-0.07532368751388356,SACI_RS11940,,hypothetical protein,No arCOG annotation,Op1110,,https://www.uniprot.org/uniprot/UPI0002B260AD
SACI_RS11800,-0.08274118853299177,SACI_RS11800,,hypothetical protein,No arCOG annotation,Op310,,
SACI_RS11540,-0.08798038896929165,SACI_RS11540,,hypothetical protein,Function Unknown,Op307,,
SACI_RS01470,-0.08899613594979514,Saci_0301,Saci_0301,DUF981 domain-containing protein,Function Unknown,Op169,,https://www.uniprot.org/uniprot/A0A0U3GQJ3
SACI_RS09215,-0.10510412545840003,Saci_1913,Saci_1913,hypothetical protein,No arCOG annotation,Op1118,,https://www.uniprot.org/uniprot/A0A0U3H5Q5
SACI_RS09340,-0.10742218863119847,Saci_1936,Saci_1936,hypothetical protein,Function Unknown,Op1140,,https://www.uniprot.org/uniprot/A0A0U3GVD0
SACI_RS11850,-0.1642146856758837,SACI_RS11850,,hypothetical protein,Function Unknown,Op715,,
