locus,gene_weight,gene_name,gene_product,cog,regulator,link
b1085,0.3110629809669733,yceQ,DUF2655 domain-containing protein YceQ,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6563
b2940,0.2443627146676765,yqgC,protein YqgC,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7522
b0988,0.2354878920126481,insB-4,IS1 protein InsB,"Replication, recombination and repair",,https://ecocyc.org/gene?orgid=ECOLI&id=G6509
b2941,0.1921249058387347,yqgD,DUF2684 domain-containing protein YqgD,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7523
b4402,0.1860577282466923,yjjY,protein YjjY,No COG annotation,ZraR,https://ecocyc.org/gene?orgid=ECOLI&id=G7954
b0248,0.1644060427967416,yafX,CP4-6 prophage%3B protein YafX,Function unknown,FliA,https://ecocyc.org/gene?orgid=ECOLI&id=G6123
b0249,0.1614171581923136,ykfF,CP4-6 prophage%3B protein YkfF,Function unknown,FliA,https://ecocyc.org/gene?orgid=ECOLI&id=G6124
b2969,0.1401832576091789,yghE,putative type II secretion system L-type protein,"Intracellular trafficking, secretion, and vesicular transport",,https://ecocyc.org/gene?orgid=ECOLI&id=G7536
b3722,0.1343009538906397,bglF,beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase,Carbohydrate transport and metabolism,"StpA,Crp,LeuO,RcsB-BglJ,Fis,H-NS,BglG",https://ecocyc.org/gene?orgid=ECOLI&id=EG10115
b3445,0.1251835299409653,insB-6,IS1 protein InsB,"Replication, recombination and repair",,https://ecocyc.org/gene?orgid=ECOLI&id=G7762
b3242,0.1244659482901763,aaeX,DUF1656 domain-containing protein AaeX,Function unknown,Crp,https://ecocyc.org/gene?orgid=ECOLI&id=G7687
b1228,0.1112722585913869,ychS,putative uncharacterized protein YchS,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G6631
b4366,0.1109686720487191,bglJ,DNA-binding transcriptional regulator BglJ,Transcription,"RpoD,LeuO,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=G7948
