locus,gene_weight,gene_name,gene_product,cog,regulator,PhoB,link
b4106,0.2498707291342592,phnC,phosphonate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10713
b4105,0.2456240295311204,phnD,phosphonate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10714
b4583,0.2174220455990721,phnE,phosphonate ABC transporter membrane subunit,Inorganic ion transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11283
b4099,0.1766512566178754,phnI,carbon-phosphorus lyase core complex subunit PhnI,Inorganic ion transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10718
b4098,0.1761434741972793,phnJ,carbon-phosphorus lyase core complex subunit PhnJ,Coenzyme transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10719
b4101,0.1730777702494011,phnG,carbon-phosphorus lyase core complex subunit PhnG,Inorganic ion transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10716
b4102,0.1725261802866858,phnF,putative transcriptional regulator PhnF,Transcription,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10715
b4097,0.1659794956440158,phnK,carbon-phosphorus lyase subunit PhnK,Inorganic ion transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10720
b0241,0.1601267940389815,phoE,outer membrane porin PhoE,Cell wall/membrane/envelope biogenesis,"RpoD,PhoB,micF",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10729
b4100,0.159432508427411,phnH,carbon-phosphorus lyase core complex subunit PhnH,Inorganic ion transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10717
b3615,0.1566655838520702,waaH,UDP-glucuronate:LPS(HepIII) glycosyltransferase,Function unknown,"RpoD,PhoB,NsrR,ppGpp,BasR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11266
b0383,0.1488270459213242,phoA,alkaline phosphatase,Inorganic ion transport and metabolism,"RpoD,YidZ,PhoB,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10727
b0400,0.1403026981715102,phoR,sensory histidine kinase PhoR,Signal transduction mechanisms,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10733
b4095,0.1260936939917144,phnM,RPnTP hydrolase,Inorganic ion transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10722
b4096,0.1171515702834262,phnL,methylphosphonate degradation complex subunit PhnL,Inorganic ion transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10721
b0384,0.099467656043575,psiF,PsiF family protein,Function unknown,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11401
b3452,0.0938518722995212,ugpA,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA,Carbohydrate transport and metabolism,"RpoD,Crp,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11046
b4094,0.0826157688063091,phnN,ribose 1%2C5-bisphosphate phosphokinase,Nucleotide transport and metabolism,"RpoD,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10723
b3453,0.081994437387417,ugpB,sn-glycerol 3-phosphate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,Crp,ppGpp,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11047
b3919,-0.1180872765430722,tpiA,triose-phosphate isomerase,Nucleotide transport and metabolism,"RpoD,RpoS,Cra",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11015
