locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1146,0.3989820117,ymfT,e14 prophage%3B putative DNA-binding transcriptional regulator YmfT,Transcription,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6590
b1144,0.31968048,ymfJ,e14 prophage%3B protein YmfJ,No COG annotation,ymfJ,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6588
b1148,0.30842320160000003,ymfM,e14 prophage%3B protein YmfM,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6592
b1147,0.2709371286,ymfL,e14 prophage%3B uncharacterized protein YmfL,No COG annotation,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,,https://ecocyc.org/gene?orgid=ECOLI&id=G6591
b1141,0.2253534553,xisE,e14 prophage%3B putative excisionase,Function unknown,ymfH-xisE-intE,,https://ecocyc.org/gene?orgid=ECOLI&id=G6585
b1142,0.212492423,ymfH,e14 prophage%3B protein YmfH,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6586
b1140,0.1747338118,intE,e14 prophage%3B putative integrase,"Replication, recombination and repair",ymfH-xisE-intE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12370
b1151,0.1625171689,beeE,e14 prophage%3B putative protein BeeE,Function unknown,,YidZ,https://ecocyc.org/gene?orgid=ECOLI&id=G6595
b1152,0.1260530936,jayE,e14 prophage%3B putative protein JayE,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6596
b1149,0.1209328269,ymfN,e14 prophage%3B chimeric replication protein/phage terminase YmfN,Transcription,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6593
b1153,0.1078053828,ymfQ,e14 prophage%3B conserved protein YmfQ,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6597
b4519,0.0942383208,icdC,protein IcdC,Energy production and conversion,icdC,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10556
b0958,0.0914914228,sulA,cell division inhibitor SulA,"Cell cycle control, cell division, chromosome partitioning",sulA,"RpoD,LexA,RcdA,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10984
b1157,0.0761795975,stfE,e14 prophage%3B putative side tail fiber protein fragment,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6599
b2616,0.0680611101,recN,DNA repair protein RecN,"Replication, recombination and repair",recN,"RpoD,DnaA,LexA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10831
b0683,-0.0938459282,fur,DNA-binding transcriptional dual regulator Fur,Transcription,fldA-uof-fur,"RpoD,Crp,OxyR,SoxS,Fur,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10359
