locus,gene_weight,gene_name,gene_product,cog,regulator,PyrR,link
SP5448_06050,0.28342055720000003,pyrF,orotidine 5'-phosphate decarboxylase,Nucleotide transport and metabolism,"PyrR,Mga,Rgg,MtsR_M49",True,
SP5448_06350,0.2796760672,pyrP,uracil permease,Nucleotide transport and metabolism,"PyrR,Rgg,Rgg,MtsR_M49,CovR,CovR,Irr_EE_M6",True,
SP5448_06355,0.27727205380000003,pyrR,phosphoribosyl transferase,Nucleotide transport and metabolism,"PyrR,TrxR_M1,Rgg,Rgg,MtsR_M49,CovR,CovR",True,
SP5448_06045,0.27476622,pyrE,orotate phosphoribosyltransferase,Nucleotide transport and metabolism,"PyrR,Rgg,MtsR_M49,CovR,CovR,CovR,CovR,Irr_EE_M6",True,
SP5448_04135,0.2732392644,naiP,MFS transporter,Function unknown,"PyrR,CovR,Rgg,Rgg,FasX_0min_M1,Irr_LE_M6",True,
SP5448_06345,0.27118517470000003,pyrB,aspartate carbamoyltransferase catalytic subunit,Nucleotide transport and metabolism,"PyrR,Mga,Rgg,Rgg,MtsR_M49,CovR,CovR",True,
SP5448_06340,0.2579172253,carA,carbamoyl phosphate synthase small subunit,Nucleotide transport and metabolism,"PyrR,Rgg,Rgg,MtsR_M49,CovR,CovR,CovR",True,
SP5448_06335,0.2378433532,carB,carbamoyl phosphate synthase large subunit,Nucleotide transport and metabolism,"Rgg,Rgg,MtsR_M49,CovR,CovR,CovR,CovR,Nra_transition_M49,Irr_LE_M6",False,
SP5448_06040,0.1927514197,nylA,amidase,"Translation, ribosomal structure and biogenesis","TrxR_M1,Rgg,CovR,CovR,CovR,Irr_EE_M6",False,
SP5448_06030,0.1234778884,yecS,amino acid ABC transporter permease,Inorganic ion transport and metabolism,"Rgg,Irr_LE_M6",False,
SP5448_06035,0.1018666587,XK27_08715,ABC transporter substrate-binding protein,Function unknown,"TrxR_M1,Rgg,Rgg,Irr_LE_M6",False,
