locus,gene_weight,gene_name,gene_product,cog,regulator,link
PA0713,0.31533535500000004,PA0713,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0713&e1=1&assembly=complete
PA0714,0.20471444760000002,PA0714,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0714&e1=1&assembly=complete
PA0709,0.1934670591,PA0709,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0709&e1=1&assembly=complete
PA0705,0.1556898116,migA,alpha-1%2C6-rhamnosyltransferase MigA,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0705&e1=1&assembly=complete
PA0706,0.14462844630000002,cat,chloramphenicol acetyltransferase,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0706&e1=1&assembly=complete
PA4132,0.13205195,PA4132,hypothetical protein,Transcription,RsmA,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4132&e1=1&assembly=complete
PA0689,0.1267770642,PA0689,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0689&e1=1&assembly=complete
PA0704,0.1256075023,PA0704,amidase,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0704&e1=1&assembly=complete
PA0708,0.1247901954,PA0708,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0708&e1=1&assembly=complete
PA0710,0.1176268624,gloA2,lactoylglutathione lyase,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0710&e1=1&assembly=complete
PA0712,0.1162837451,PA0712,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0712&e1=1&assembly=complete
PA0681,0.10251840320000001,PA0681,HxcT pseudopilin,"Intracellular trafficking, secretion, and vesicular transport",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0681&e1=1&assembly=complete
PA0673,0.0973314913,PA0673,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0673&e1=1&assembly=complete
PA0679,0.0879387584,PA0679,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0679&e1=1&assembly=complete
PA0690,0.0838803813,PA0690,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0690&e1=1&assembly=complete
PA4133,0.0740015247,PA4133,cbb3-type cytochrome C oxidase subunit I,Energy production and conversion,"YdcR,RsmA",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4133&e1=1&assembly=complete
PA0676,0.07368618240000001,vreR,sigma factor regulator VreR,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0676&e1=1&assembly=complete
PA0701a,0.069740907,PA0701a,AraC family transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0701a&e1=1&assembly=complete
PA4129,0.0662189152,PA4129,hypothetical protein,Function unknown,"YdcR,RsmA",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4129&e1=1&assembly=complete
PA2513,-0.0681052508,antB,anthranilate dioxygenase small subunit,"Secondary metabolites biosynthesis, transport, and catabolism",AntR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2513&e1=1&assembly=complete
PA2514,-0.0683370916,antC,anthranilate dioxygenase reductase,Energy production and conversion,AntR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2514&e1=1&assembly=complete
PA5383,-0.0894505375,PA5383,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5383&e1=1&assembly=complete
