locus,gene_weight,gene_name,gene_product,COG,operon,regulator,AbrB,SinR,RemA,SigA,link
BSU_24620,0.20878797200000002,tasA,major component of biofilm matrix,Function unknown,tapA->tasA,"SigA,SinR,RemA,AbrB,LutR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24620
BSU_24630,0.182420822,sipW,signal peptidase I,Intracellular trafficking and secretion,tapA->tasA,"SigA,SinR,RemA,AbrB,LutR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24630
BSU_24640,0.17054354,tapA,[[protein|BF97457E986656E4A9FE7A858F5BDF1759850D5C]] anchoring/assembly protein,Function unknown,tapA->tasA,"SigA,SinR,RemA,AbrB,LutR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24640
BSU_34370,0.151265635,epsA,unknown,Cell wall/membrane/envelope biogenesis,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34370
BSU_34220,0.148386402,epsO,unknown,No COG category,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34220
BSU_34240,0.147255513,epsM,"UDP-2,4,6-trideoxy-2-acetamido-4-amino glucose acetyltransferase",Carbohydrate transport and metabolism,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34240
BSU_34230,0.14600437700000002,epsN,"UDP-2,6-dideoxy 2-acetamido 4-keto glucose aminotransferase",No COG category,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34230
BSU_34250,0.139486413,epsL,unknown,Cell wall/membrane/envelope biogenesis,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34250
BSU_34290,0.138624391,epsI,glycosyltransferase,Carbohydrate transport and metabolism,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34290
BSU_34360,0.138299283,epsB,protein tyrosine kinase,Cell cycle control and cell division,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34360
BSU_34280,0.136120518,epsJ,UDP-N-acetyl-glucosamine transferase,Function unknown,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34280
BSU_34330,0.133610898,epsE,"glycosyltransferase, inhibitor of motility",Cell wall/membrane/envelope biogenesis,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34330
BSU_34310,0.13330463,epsG,unknown,Function unknown,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34310
BSU_34265,0.13324449600000002,epsK,poly-N-acetylglucosamine exporter,Function unknown,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34265
BSU_34300,0.132162749,epsH,undecaprenyl (UnDP) priming UDP-N-acetyl-glucosamine transferase,Function unknown,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34300
BSU_34320,0.129038809,epsF,unknown,Cell wall/membrane/envelope biogenesis,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34320
BSU_34340,0.12567314400000001,epsD,unknown,Cell wall/membrane/envelope biogenesis,epsA->epsO,"SigA,SinR,RemA,AbrB,EAR riboswitch",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34340
