locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,link
SACI_RS08285,0.19614518479813486,crtZ,Saci_1734,"squalene/phytoene synthase, beta-carotene biosynthesis CrtZ",Lipid transport and metabolism,Op974,,https://www.uniprot.org/uniprot/A0A0U3FIN4
SACI_RS08275,0.1930535781842024,carA2,Saci_1732,NAD(P)/FAD-dependent oxidoreductase,"Secondary metabolites biosynthesis, transport and catabolism",Op973,,https://www.uniprot.org/uniprot/UPI0009B5B9E4
SACI_RS08280,0.18613281521286335,crtB,Saci_1733,beta-carotene biosynthesis CrtB,Coenzyme transport and metabolism,Op973,,https://www.uniprot.org/uniprot/A0A0U2WXF5
SACI_RS09075,0.14415729451249176,SACI_RS09075,,hypothetical protein,No arCOG annotation,Op1098,,https://www.uniprot.org/uniprot/A0A0U3H6Y4
SACI_RS08290,0.14206992465489124,Saci_1735,Saci_1735,lycopene cyclase domain-containing protein,Function Unknown,Op974,,https://www.uniprot.org/uniprot/A0A0U3FAF1
SACI_RS05850,0.11164486474441064,phrA,Saci_1227,deoxyribodipyrimidine photo-lyase,"Replication, recombination and repair",Op682,,https://www.uniprot.org/uniprot/A0A0U3H8Q2
SACI_RS11030,0.1111139326529998,Saci_2280,Saci_2280,hypothetical protein,Function Unknown,Op1387,,https://www.uniprot.org/uniprot/A0A0U3FGR2
SACI_RS05225,0.10596410985761127,uvsE,Saci_1096,UV DNA damage repair endonuclease UvsE,"Replication, recombination and repair",Op590,,https://www.uniprot.org/uniprot/A0A0U3FU66
SACI_RS06010,0.10090654459643954,SACI_RS06010,,hypothetical protein,No arCOG annotation,Op707,,https://www.uniprot.org/uniprot/A0A0U2N8L9
SACI_RS07140,0.100222855139752,upsA,Saci_1496,hypothetical protein,Function Unknown,Op823,"LrpC,tfb3",https://www.uniprot.org/uniprot/A0A0U3FUR0
SACI_RS08295,0.0988155542494944,Saci_1736,Saci_1736,hypothetical protein,Function Unknown,Op974,,https://www.uniprot.org/uniprot/A0A0U3H7C1
SACI_RS09325,0.09504103438090204,Saci_1933,Saci_1933,hypothetical protein,Function Unknown,Op1137,,https://www.uniprot.org/uniprot/A0A0U3FQM3
SACI_RS01760,0.09432014481772792,Saci_0360,Saci_0360,hypothetical protein,General Function Prediction Only,Op202,,https://www.uniprot.org/uniprot/M1ISI4
SACI_RS11845,0.09250905514064034,SACI_RS11845,,molybdopterin-dependent oxidoreductase,No arCOG annotation,Op627,,https://www.uniprot.org/uniprot/UPI0002B27A63
SACI_RS10605,0.09063121269231633,Saci_2194,Saci_2194,hypothetical protein,Function Unknown,Op1326,,https://www.uniprot.org/uniprot/A0A0U3GQ93
SACI_RS10145,0.08367540922613365,Saci_2099,Saci_2099,hypothetical protein,General Function Prediction Only,Op1252,,https://www.uniprot.org/uniprot/M1IFY0
SACI_RS11760,0.08040136928090581,SACI_RS11760,,quinol oxidase subunit 2,Energy production and conversion,Op1249,,https://www.uniprot.org/uniprot/UPI000B5A7FB5
SACI_RS10010,0.07854157351521719,Saci_2070,Saci_2070,hypothetical protein,Function Unknown,Op1229,,https://www.uniprot.org/uniprot/A0A0U3H4J3
SACI_RS07065,0.07811788046102795,folE,Saci_1481,GTP cyclohydrolase I FolE,Coenzyme transport and metabolism,Op815,,https://www.uniprot.org/uniprot/A0A0U2VZN7
SACI_RS08455,0.0772729699053355,COQ5_4,Saci_1768,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport and catabolism",Op1000,,https://www.uniprot.org/uniprot/A0A0U3HH24
SACI_RS09985,0.07322218638188499,Saci_2065,Saci_2065,hypothetical protein,Function Unknown,Op1228,,https://www.uniprot.org/uniprot/A0A0U3H523
SACI_RS08850,0.07243553253443792,Saci_1845,Saci_1845,hypothetical protein,Function Unknown,Op1064,,https://www.uniprot.org/uniprot/A0A0U3H023
SACI_RS09835,-0.07695547987998287,glpF,Saci_2034,aquaporin,Carbohydrate transport and metabolism,Op1211,,https://www.uniprot.org/uniprot/A0A0U3FQ15
SACI_RS03460,-0.07712725052188278,SACI_RS03460,,hypothetical protein,No arCOG annotation,Op387,,https://www.uniprot.org/uniprot/A0A0U3FV95
SACI_RS11580,-0.07962142491848481,SACI_RS11580,,integrase,Function Unknown,Op397,,
SACI_RS08155,-0.08494792595775359,Saci_1707,Saci_1707,extracellular solute-binding protein,Inorganic ion transport and metabolism,Op949,,https://www.uniprot.org/uniprot/A0A0U2WVL9
SACI_RS11590,-0.10944595609612487,SACI_RS11590,,hypothetical protein,No arCOG annotation,Op429,,
SACI_RS11630,-0.16315656003569629,SACI_RS11630,,integrase,Function Unknown,Op523,,
