locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_4331,0.08933885870000001,hopE1,type III effector,No COG annotation,,
PSPTO_4362,0.083631467,PSPTO_4362,amino acid transporter,Function unknown,,
PSPTO_RS29950,0.07632365420000001,PSPTO_RS29950,hypothetical protein,No COG annotation,,
PSPTO_4353,0.0716939334,PSPTO_4353,GNAT family N-acetyltransferase,Function unknown,,
PSPTO_4272,0.07102108210000001,PSPTO_4272,SIR2 family protein,Transcription,,
PSPTO_4372,0.0700557084,PSPTO_4372,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_RS22435,0.07002797150000001,PSPTO_RS22435,ATP-binding protein,Function unknown,,
PSPTO_3289,0.06890855,PSPTO_3289,hypothetical protein,No COG annotation,,
PSPTO_4312,0.06813059960000001,PSPTO_4312,inorganic phosphate transporter,Inorganic ion transport and metabolism,,
PSPTO_4267,0.06784166200000001,PSPTO_4267,TetR/AcrR family transcriptional regulator,Transcription,,
PSPTO_4294,0.06782469990000001,hscC,molecular chaperone HscC,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4383,0.06734684240000001,PSPTO_4383,AmpG family muropeptide MFS transporter,Carbohydrate transport and metabolism,,
PSPTO_4366,0.0667779455,PSPTO_4366,peptidase,Inorganic ion transport and metabolism,,
PSPTO_RS22160,0.0660129981,PSPTO_RS22160,integrase arm-type DNA-binding domain-containing protein,"Replication, recombination and repair",,
PSPTO_4371,0.0658098563,inaA,InaA protein,Signal transduction mechanisms,,
PSPTO_4374,0.0656671857,colR,response regulator transcription factor,Transcription,,
PSPTO_4318,0.0655527615,PSPTO_4318,stage II sporulation protein M,Function unknown,,
PSPTO_4367,0.0652626337,PSPTO_4367,c-type cytochrome,Energy production and conversion,,
PSPTO_4363,0.0644802028,sodB,superoxide dismutase [Fe],Energy production and conversion,,
PSPTO_4337,0.0632490376,pyk,pyruvate kinase,Carbohydrate transport and metabolism,,
PSPTO_4306,0.0630298354,pcaT,MFS transporter,Amino acid transport and metabolism,,
PSPTO_4289,0.062547719,PSPTO_4289,TPM domain-containing protein,Function unknown,,
PSPTO_4291,0.062427406000000005,PSPTO_4291,sensor histidine kinase,Signal transduction mechanisms,,
PSPTO_4348,0.0622101486,PSPTO_4348,hypothetical protein,No COG annotation,,
PSPTO_4339,0.0619356103,PSPTO_4339,fumarate hydratase,Energy production and conversion,,
PSPTO_4381,0.061689061600000004,PSPTO_4381,DUF481 domain-containing protein,Cell wall/membrane/envelope biogenesis,AlgU,
PSPTO_RS22150,0.0615554757,PSPTO_RS22150,hypothetical protein,No COG annotation,,
PSPTO_4295,0.061162753300000004,PSPTO_4295,molecular chaperone DnaJ,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4360,0.0610307026,PSPTO_4360,NAD(P)-dependent oxidoreductase,Cell wall/membrane/envelope biogenesis,,
PSPTO_4319,0.0609723126,PSPTO_4319,DUF4129 domain-containing protein,Function unknown,,
PSPTO_4373,0.060680903700000004,colS,HAMP domain-containing histidine kinase,Signal transduction mechanisms,,
PSPTO_4368,0.059695067500000004,PSPTO_4368,lipoprotein,Cell wall/membrane/envelope biogenesis,,
PSPTO_4350,0.0594358574,PSPTO_4350,YceI family protein,Function unknown,,
PSPTO_4293,0.059109656100000005,PSPTO_4293,PAS domain-containing protein,Signal transduction mechanisms,AlgU,
PSPTO_3288,0.058763240700000004,PSPTO_3288,DUF2790 domain-containing protein,Function unknown,,
PSPTO_4351,0.0584084276,PSPTO_4351,hypothetical protein,No COG annotation,,
PSPTO_RS22740,0.0583290521,PSPTO_RS22740,DUF1911 domain-containing protein,Function unknown,,
PSPTO_4382,0.058053403,PSPTO_4382,MGMT family protein,"Replication, recombination and repair",,
PSPTO_RS22405,0.0579959061,PSPTO_RS22405,hypothetical protein,"Replication, recombination and repair",,
PSPTO_4387,0.0577633018,PSPTO_4387,hypothetical protein,No COG annotation,,
PSPTO_4300,0.0575855886,PSPTO_4300,MFS transporter,Inorganic ion transport and metabolism,,
PSPTO_RS22165,0.0574639995,PSPTO_RS22165,hypothetical protein,"Replication, recombination and repair",,
PSPTO_4287,0.057264267,PSPTO_4287,alpha-xenorhabdolysin family binary toxin subunit B,No COG annotation,,
PSPTO_4317,0.0569141125,PSPTO_4317,RDD family protein,Function unknown,,
PSPTO_4349,0.056739795,PSPTO_4349,phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein,Lipid transport and metabolism,,
PSPTO_4335,0.0565164649,PSPTO_4335,PilZ domain-containing protein,No COG annotation,,
PSPTO_4282,0.0563776702,PSPTO_4282,hypothetical protein,Transcription,,
PSPTO_4285,0.0563162695,yiaY,L-threonine dehydrogenase,Energy production and conversion,,
