locus,gene_weight,gene_name,gene_product,cog,operon,regulator,TnrA,link
BSU_32510,0.19813152961995226,pucA,xanthine dehydrogenase molybdopterin recruitment factor,"Post-translational modification, protein turnover, and chaperones",Op2552,"SigA,PucR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32510
BSU_32490,0.19797869930147155,pucC,xanthine dehydrogenase%2C FAD-binding subunit,Energy production and conversion,Op2552,"SigA,PucR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32490
BSU_32500,0.19301698837782688,pucB,putative molybdopterin cofactor synthesis cytidylyl transferase,Function unknown,Op2552,"SigA,PucR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32500
BSU_36510,0.1904620774631546,amtB,ammonium transporter,Inorganic ion transport and metabolism,Op2841,"SigA,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36510
BSU_32470,0.18705713765064355,pucE,xanthine dehydrogenase%2C iron-sulfur subunit,Energy production and conversion,Op2552,"SigA,PucR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32470
BSU_03320,0.18663624877385127,nasB,assimilatory nitrate reductase (electron transfer subunit NasB),Energy production and conversion,Op249,"ResD,SigA,TnrA,NsrR,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03320
BSU_32480,0.18621677509060666,pucD,xanthine dehydrogenase%2C substrate and molybdenum cofactor subunit,Energy production and conversion,Op2552,"SigA,PucR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32480
BSU_03330,0.17948062796664796,nasA,putative nitrate transporter,Inorganic ion transport and metabolism,Op250,TnrA,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03330
BSU_03310,0.17935743215848812,nasC,assimilatory nitrate reductase (catalytic subunit),Energy production and conversion,Op249,"ResD,SigA,TnrA,NsrR,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03310
BSU_02690,0.1703849043941396,ansZ,L-asparaginase 2 (putative lipoprotein),Amino acid transport and metabolism,Op203,"SigA,TnrA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02690
BSU_32450,0.16744210634418855,pucL,urate oxidase with peroxide reductase N-terminal domain,"Secondary metabolites biosynthesis, transport, and catabolism",Op2550,"SigA,PucR,PucR,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32450
BSU_32440,0.16396648727544222,pucK,uric acid permease subunit,Nucleotide transport and metabolism,Op2550,"SigA,PucR,PucR,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32440
BSU_32430,0.15907528104713042,pucJ,uric acid permease,Nucleotide transport and metabolism,Op2550,"SigA,PucR,PucR,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32430
BSU_13330,0.15738149124412318,ykoL,conserved protein of unknown function,No COG annotation,Op1041,"SigA,PhoP,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13330
BSU_32460,0.15066853433053515,pucM,5-hydroxyisourate hydrolase%3B also uricase subunit,Function unknown,Op2550,"SigA,PucR,PucR,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32460
BSU_27810,0.14504630606328153,alaP,sodium/proton-dependent alanine transporter,Amino acid transport and metabolism,Op2226,TnrA,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27810
BSU_36669,0.14048278534367978,ywzF,conserved protein of unknown function,No COG annotation,Op2856,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36669
BSU_36520,0.1280636355483947,glnK,nitrogen-regulated PII-like regulator protein,Transcription,Op2841,"SigA,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36520
BSU_13320,0.11758026347467106,ykzB,conserved protein of unknown function,No COG annotation,Op1041,"SigA,PhoP,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13320
BSU_32420,0.11094185951380034,pucR,transcriptional regulator of the purine degradation operon,"Secondary metabolites biosynthesis, transport, and catabolism",Op2550,"PucR,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32420
BSU_32469,0.10757644153362772,yuzJ,putative type I toxin,No COG annotation,Op2551,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32469
BSU_17460,0.09994648289805616,glnA,glutamine synthetase,Amino acid transport and metabolism,Op1318,"SigA,GlnR,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17460
BSU_36668,0.09801174098988197,ywzE,conserved protein of unknown function (putative phage interference protein),No COG annotation,Op2855,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36668
