locus,gene_weight,gene_name,gene_product,cog,operon,regulator,YonO,link
BSU_21220,0.19611921927236992,yomU,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1693,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21220
BSU_21090,0.19437897936128304,yonH,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1680,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21090
BSU_21130,0.19223206749294253,yonD,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1684,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21130
BSU_21230,0.18877102101282128,yomT,hypothetical protein%3B phage SPbeta,No COG annotation,Op1695,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21230
BSU_21150,0.18689410743524984,yonB,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1686,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21150
BSU_21140,0.18668828465261408,yonC,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1685,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21140
BSU_21229,0.18624553628627832,youA,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1694,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21229
BSU_21210,0.1853647732546385,yomV,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1692,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21210
BSU_21160,0.18502358672068808,yonA,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1687,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21160
BSU_21200,0.18365428322913965,yomW,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1691,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21200
BSU_21120,0.17807577531638474,yonE,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1683,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21120
BSU_21070,0.17733874520042686,yonJ,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1678,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21070
BSU_21170,0.17383712285015482,yomZ,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1688,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21170
BSU_21190,0.17293427625955915,yomX,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1690,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21190
BSU_21240,0.17206610172744846,yomS,putative phage-related lytic exoenzyme%3B phage SPbeta,No COG annotation,Op1696,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21240
BSU_21250,0.17168708221389248,yomR,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1697,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21250
BSU_21180,0.1696324463775965,yomY,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1689,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21180
BSU_21260,0.1661783817391585,yomQ,putative tail phage assembly protein%3B phage SPbeta,No COG annotation,Op1698,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21260
BSU_21270,0.16611395141495186,yomP,conserved phage protein of unknown function%3B phage SPbeta,No COG annotation,Op1699,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21270
BSU_21300,0.16343453375600206,yomM,putative integrase%3B phage SPbeta,RNA processing and modification,Op1702,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21300
BSU_21290,0.16274636813264348,yomN,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1701,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21290
BSU_21280,0.16197626092133155,yomO,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1700,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21280
BSU_21110,0.15927688897713554,yonF,putative P-loop ATPase%3B phage SPbeta,Function unknown,Op1682,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21110
BSU_21390,0.1534309888677444,yomE,putative glycosyl hydrolase%3B phage SPbeta,Carbohydrate transport and metabolism,Op1712,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21390
BSU_21100,0.14801644976566278,yonG,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1681,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21100
BSU_21400,0.14564694741488615,yomD,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1713,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21400
BSU_21380,0.1399876491624875,yomF,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1711,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21380
BSU_21410,0.13563027685525786,blyA,bacteriophage SPbeta N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,Op1715,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21410
BSU_21060,0.13192814951025453,yonK,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1677,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21060
BSU_21350,0.12633815242114224,cwlP,lytic transglycosylase%3B SPbeta phage protein,Cell wall/membrane/envelope biogenesis,Op1708,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21350
BSU_21040,0.12219423668554155,yonO,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1674,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21040
BSU_21409,0.12072737721125044,BSU_21409,hypothetical protein%3B phage SPbeta,No COG annotation,Op1714,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21409
BSU_21360,0.10945449032754853,yomH,conserved protein of unknown function%3B phage SPbeta,Function unknown,Op1709,YonO,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21360
