locus,gene_weight,gene_name,gene_product,cog,regulator,arcA,link
STM4036,0.1426794377,fdoH,formate dehydrogenase-O%2C Fe-S subunit,Energy production and conversion,"arcA,crp",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4036
STM2320,0.1415092051,nuoJ,NADH dehydrogenase I chain J,Energy production and conversion,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2320
STM2322,0.1372488299,nuoH,NADH dehydrogenase I chain H,Energy production and conversion,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2322
STM2318,0.13712435250000002,nuoL,NADH dehydrogenase I chain L,Energy production and conversion,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2318
STM2321,0.1366571396,nuoI,NADH dehydrogenase I chain I,Energy production and conversion,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2321
STM2317,0.1331826623,nuoM,NADH dehydrogenase I chain M,Energy production and conversion,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2317
STM2316,0.1323832982,nuoN,NADH dehydrogenase I chain N,Energy production and conversion,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2316
STM4035,0.1262559729,fdoI,formate dehydrogenase%2C cytochrome B556 (FDO) subunit,Energy production and conversion,"arcA,crp",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4035
STM2323,0.12361431900000001,nuoG,NADH dehydrogenase I chain G,Energy production and conversion,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2323
STM2324,0.12123625930000001,nuoF,NADH dehydrogenase I chain F,Energy production and conversion,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2324
STM2325,0.1170845513,nuoE,NADH dehydrogenase I chain E,Energy production and conversion,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2325
STM0439,0.10731721550000001,cyoE,protohaeme IX farnesyltransferase (haeme O biosynthesis),"Post-translational modification, protein turnover,and chaperones","arcA,cra,crp,cusR,fis,fnr,fur,gadE,hprR,pdhR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0439
STM0440,0.10004203910000001,cyoD,cytochrome o ubiquinol oxidase subunit IV,Energy production and conversion,"arcA,cra,crp,cusR,fis,fnr,fur,gadE,hprR,pdhR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0440
STM0441,0.0989008344,cyoC,cytochrome o ubiquinol oxidase subunit III,Energy production and conversion,"arcA,cra,crp,cusR,fis,fnr,fur,gadE,hprR,pdhR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0441
STM0738,0.0979782379,sucC,succinyl-CoA synthetase%2C beta subunit,Nucleotide transport and metabolism,"arcA,crp,fnr,fur,ihf,nac,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0738
STM2326,0.0937383416,nuoC,NADH dehydrogenase I chain C%2CD,Energy production and conversion,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2326
STM0739,0.0915303132,sucD,succinyl-CoA synthetase%2C alpha subunit,Energy production and conversion,"arcA,crp,fnr,fur,ihf,nac,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0739
STM0737,0.08669778110000001,sucB,2-oxoglutarate dehydrogenase (dihydrolipoyltranssuccinase E2 component),Energy production and conversion,"arcA,crp,fnr,fur,ihf,nac,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0737
STM0153,0.0864441982,aceF,pyruvate dehydrogenase,Energy production and conversion,"arcA,cra,crp,fnr,nsrR,pdhR,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0153
