locus,gene_weight,gene_name,gene_product,cog,operon,regulator,PhoP,link
BSU_35609,0.21939002779552574,tuaAc,putative undecaprenyl-phosphate N-acetylgalactosaminyl-1-phosphate transferase%3B C-terminal part of TuaA,Cell wall/membrane/envelope biogenesis,Op2771,"SigA,PhoP,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35609
BSU_35610,0.18914445319314932,tuaAn,putative undecaprenyl-phosphate N-acetylgalactosaminyl-1-phosphate transferase%3B N-terminal part of TuaA,Cell wall/membrane/envelope biogenesis,Op2771,"SigA,PhoP,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35610
BSU_35580,0.17641360546889054,tuaD,UDP-glucose 6-dehydrogenase (teichuronic acid),Cell wall/membrane/envelope biogenesis,Op2771,"SigA,PhoP,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35580
BSU_35600,0.1762137428797014,tuaB,putative exporter involved in biosynthesis of teichuronic acid,Function unknown,Op2771,"SigA,PhoP,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35600
BSU_35590,0.1758499380511359,tuaC,putative glycosyltransferase (teichuronic acid),Carbohydrate transport and metabolism,Op2771,"SigA,PhoP,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35590
BSU_35570,0.15327372719599802,tuaE,putative polymerase of teichuronic acid repeating units,Cell wall/membrane/envelope biogenesis,Op2771,"SigA,PhoP,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35570
BSU_24970,0.14515239830176932,pstA,phosphate ABC transporter (permease),Inorganic ion transport and metabolism,Op1978,"SigA,PhoP",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24970
BSU_24950,0.14295433145432718,pstBB,phosphate ABC transporter (ATP-binding protein),Inorganic ion transport and metabolism,Op1978,"SigA,PhoP",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24950
BSU_35560,0.14248454931269855,tuaF,putative hydrolase involved in teichuronic acid synthesis,Cell wall/membrane/envelope biogenesis,Op2771,"SigA,PhoP,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35560
BSU_24960,0.14053818386307282,pstBA,phosphate ABC transporter (ATP-binding protein),Inorganic ion transport and metabolism,Op1978,"SigA,PhoP",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24960
BSU_35540,0.13716984018372338,tuaH,putative glycosyltransferase (teichuronic acid),Cell wall/membrane/envelope biogenesis,Op2771,"SigA,PhoP,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35540
BSU_35550,0.13321437412751555,tuaG,putative glycosyltransferase (teichuronic acid),Cell wall/membrane/envelope biogenesis,Op2771,"SigA,PhoP,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35550
BSU_24980,0.13318925537713386,pstC,phosphate ABC transporter (permease),Inorganic ion transport and metabolism,Op1978,"SigA,PhoP",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24980
BSU_24990,0.12559389800019516,pstS,phosphate ABC transporter (phosphate binding lipoprotein),Inorganic ion transport and metabolism,Op1978,"SigA,PhoP",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24990
BSU_05740,0.12108481939185364,phoB,alkaline phosphatase III (promiscuous%2C heptaprenylglyceryl phosphate is a substrate),Inorganic ion transport and metabolism,Op452,"SigA,SigE,PhoP",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05740
BSU_05730,0.1082580993795825,ydhF,putative phosphate-starvation lipoprotein,No COG annotation,Op452,"SigA,SigE,PhoP",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05730
BSU_02620,0.09509308289411487,phoD,secreted phosphodiesterase (endo-hydrolysis at non-specific sites throughout the cell wall teichoic acid polymer),Inorganic ion transport and metabolism,Op197,"SigA,PhoP",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02620
BSU_27786,0.09465661414564837,BSU_27786,hypothetical protein,No COG annotation,Op2223,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27786
