locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b1347,0.2784826133,rcbA,Rac prophage%3B double-strand break reduction protein,"Translation, ribosomal structure and biogenesis",,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11901
b1363,0.203032979,trkG,Rac prophage%3B K(+) transporter TrkG,Inorganic ion transport and metabolism,trkG,YdcI,https://ecocyc.org/gene?orgid=ECOLI&id=EG11020
b1353,0.1973572278,sieB,Rac prophage%3B phage superinfection exclusion protein,No COG annotation,sieB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12154
b1346,0.1922085715,xisR,Rac prophage%3B excisionase,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6677
b1356,0.18507083770000002,racR,Rac prophage%3B DNA-binding transcriptional repressor RacR,Transcription,racR,,https://ecocyc.org/gene?orgid=ECOLI&id=G6680
b1345,0.1825154544,intR,Rac prophage%3B putative integrase,"Replication, recombination and repair",recET-ralR-ydaC-xisR-intR,,https://ecocyc.org/gene?orgid=ECOLI&id=G6676
b1352,0.1693171877,kilR,Rac prophage%3B inhibitor of FtsZ%2C killing protein,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12155
b1366,0.16794942910000002,ydaY,Rac prophage%3B putative uncharacterized protein YdaY,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6689
b1357,0.1455011797,ydaS,Rac prophage%3B toxin YdaS,Function unknown,ydaSTUVW-rzpR,RacR,https://ecocyc.org/gene?orgid=ECOLI&id=G6681
b1349,0.1425084318,recT,Rac prophage%3B recombinase%2C DNA renaturation,"Replication, recombination and repair",recET-ralR-ydaC-xisR-intR,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11899
b1358,0.13300361330000002,ydaT,Rac prophage%3B protein YdaT,Function unknown,,"Nac,RacR",https://ecocyc.org/gene?orgid=ECOLI&id=G6682
b1361,0.12108851550000001,ydaW,Rac prophage%3B putative uncharacterized protein YdaW,Transcription,ydaSTUVW-rzpR,RacR,https://ecocyc.org/gene?orgid=ECOLI&id=G6685
b1350,0.1168433646,recE,Rac prophage%3B exonuclease VIII%2C ds DNA exonuclease%2C 5' --> 3' specific,"Replication, recombination and repair",recET-ralR-ydaC-xisR-intR,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10827
b1368,0.1136615614,ynaA,Rac prophage%3B putative prophage tail length tape measure domain-containing protein YnaA,"Cell cycle control, cell division, chromosome partitioning",ynaA-lomR_1,,https://ecocyc.org/gene?orgid=ECOLI&id=G6691
b1359,0.1059955114,ydaU,Rac prophage%3B DUF1376 domain-containing protein YdaU,Function unknown,ydaSTUVW-rzpR,"Nac,RacR",https://ecocyc.org/gene?orgid=ECOLI&id=G6683
b4570,0.0846046652,lomR,Rac prophage%3B protein LomR_1,Cell wall/membrane/envelope biogenesis,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6692
