locus,gene_weight,gene_name,gene_product,cog,operon,regulator,AbaM,link
ABUW_4060,0.17138271260000001,aadB,2'-aminoglycoside nucleotidyltransferase AadB,Function unknown,,,False,
ABUW_4122,0.1706432534,ABUW_4122,hypothetical protein,No COG annotation,,,False,
ABUW_4077,0.1699536005,ABUW_4077,hypothetical protein,No COG annotation,,,False,
ABUW_4087,0.1552678899,ABUW_4087,hypothetical protein,"Translation, ribosomal structure and biogenesis",,,False,
ABUW_4020,0.15468201510000001,ABUW_4020,hypothetical protein,No COG annotation,,,False,
ABUW_4038,0.14870642180000002,ABUW_4038,hypothetical protein,Function unknown,,,False,
ABUW_4037,0.1467150579,ABUW_4037,DNA-binding protein,Transcription,,,False,
ABUW_4006,0.14629498330000001,ABUW_4006,hypothetical protein,No COG annotation,,,False,
ABUW_4052,0.1428849237,ABUW_4052,bla(GES-14),Defense mechanisms,,,False,
ABUW_4050,0.1411710135,ABUW_4050,dihydrofolate reductase,Coenzyme transport and metabolism,,,False,
ABUW_4024,0.1390055085,ABUW_4024,Transcriptional repressor protein,Transcription,,AbaM,True,
ABUW_4121,0.1369596705,ABUW_4121,hypothetical protein,No COG annotation,,,False,
ABUW_4023,0.1367762201,ABUW_4023,Protein incC,"Cell cycle control, cell division, chromosome partitioning",,AbaM,True,
ABUW_4013,0.1360051672,ABUW_4013,Putative DNA binding protein,Function unknown,,,False,
ABUW_4092,0.1276785331,res,resolvase,"Replication, recombination and repair",,,False,
ABUW_4005,0.12383746990000001,ABUW_4005,hypothetical protein,No COG annotation,,,False,
ABUW_4086,0.1193459543,ABUW_4086,Transposase,"Replication, recombination and repair",,,False,
ABUW_4042,0.1188559737,ABUW_4042,hypothetical protein,No COG annotation,,AbaM,True,
ABUW_4089,0.118357291,ABUW_4089,Transposase,"Replication, recombination and repair",,,False,
ABUW_4014,0.11784903940000001,ABUW_4014,hypothetical protein,No COG annotation,,,False,
ABUW_4117,0.11323988330000001,ABUW_4117,hypothetical protein,No COG annotation,,,False,
ABUW_4012,0.1068641313,ABUW_4012,Thermonuclease protein,"Replication, recombination and repair",,AbaM,True,
ABUW_4010,0.1060621593,ABUW_4010,hypothetical protein,No COG annotation,,,False,
ABUW_4067,0.1051639082,ABUW_4067,hypothetical protein,No COG annotation,,,False,
ABUW_4120,0.1028924439,ABUW_4120,hypothetical protein,No COG annotation,,,False,
ABUW_4070,0.1011060887,ABUW_4070,hypothetical protein,No COG annotation,,,False,
ABUW_4016,0.10070292060000001,ABUW_4016,hypothetical protein,No COG annotation,,,False,
ABUW_4049,0.10066183470000001,qacEdelta1,cation/cationic drug membrane transport protein,Inorganic ion transport and metabolism,,,False,
ABUW_4019,0.10066000700000001,ABUW_4019,hypothetical protein,No COG annotation,,AbaM,True,
ABUW_4004,0.0977998226,ABUW_4004,hypothetical protein,Function unknown,,,False,
ABUW_4064,0.0963775124,ABUW_4064,hypothetical protein,No COG annotation,,,False,
ABUW_4015,0.0962030985,ABUW_4015,hypothetical protein,No COG annotation,,,False,
ABUW_4045,0.095899577,ABUW_4045,hypothetical protein,No COG annotation,,,False,
ABUW_4118,0.095650632,ABUW_4118,RumB,"Replication, recombination and repair",,,False,
ABUW_4017,0.09467940500000001,ABUW_4017,hypothetical protein,No COG annotation,,AbaM,True,
ABUW_4076,0.09357291940000001,trwC,TrwC protein,"Replication, recombination and repair",,,False,
ABUW_4047,0.09344112560000001,ABUW_4047,hypothetical protein,Transcription,,,False,
ABUW_4073,0.08737132660000001,ABUW_4073,hypothetical protein,No COG annotation,,,False,
ABUW_4112,0.0865985921,traF,conjugal transfer protein TraF,Energy production and conversion,,,False,
ABUW_4039,0.0865966336,ABUW_4039,hypothetical protein,No COG annotation,,,False,
ABUW_4084,0.0845110001,ABUW_4084,hypothetical protein,No COG annotation,,,False,
ABUW_4066,0.08447278400000001,ABUW_4066,hypothetical protein,No COG annotation,,,False,
ABUW_4041,0.0839008848,ABUW_4041,hypothetical protein,No COG annotation,,,False,
ABUW_4007,0.0833899084,ABUW_4007,hypothetical protein,No COG annotation,,AbaM,True,
ABUW_4025,0.0828047627,ABUW_4025,hypothetical protein,No COG annotation,,AbaM,True,
ABUW_4011,0.0794482397,ABUW_4011,hypothetical protein,No COG annotation,,,False,
ABUW_4009,0.0775010771,ABUW_4009,hypothetical protein,No COG annotation,,,False,
ABUW_4059,0.0742635613,cmlA,Chloramphenicol resistance protein,Amino acid transport and metabolism,,,False,
ABUW_4078,0.0731163817,ABUW_4078,hypothetical protein,No COG annotation,,,False,
ABUW_4026,0.0721507606,ABUW_4026,hypothetical protein,No COG annotation,,AbaM,True,
ABUW_4068,0.0707429329,ABUW_4068,hypothetical protein,No COG annotation,,,False,
ABUW_4048,0.0690430412,sul1,dihydropteroate synthase,Coenzyme transport and metabolism,,,False,
ABUW_4008,0.0672797438,ABUW_4008,hypothetical protein,No COG annotation,,AbaM,True,
ABUW_4116,0.0667840024,ABUW_4116,Lytic transglycosylase catalytic,Function unknown,,,False,
ABUW_4111,0.0666099208,traN,Mating pair stabilization TraN precursor,Function unknown,,,False,
ABUW_4040,0.0645481146,ABUW_4040,hypothetical protein,No COG annotation,,,False,
ABUW_4097,0.06263527420000001,ABUW_4097,hypothetical protein,No COG annotation,,,False,
ABUW_4098,0.0609738105,traL,TraL,Function unknown,,,False,
ABUW_4071,0.0576821858,ABUW_4071,hypothetical protein,No COG annotation,,,False,
