locus,gene_weight,gene_name,gene_product,COG,operon,regulator,Crp,link
b3708,0.15010335730000002,tnaA,tryptophanase,Amino acid transport and metabolism,tnaCAB,"RpoD,Crp,TorR,RplD,Nac,L-tryptophan",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11005
b4068,0.1218351019,yjcH,conserved inner membrane protein YjcH,Function unknown,acs-yjcH-actP,"RpoD,omrA,omrB,RpoS,IHF,Fis,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11943
b0553_1,0.10880940380000001,nmpC_1,,No COG Annotation,nmpC,,False,
b4067,0.1022562543,actP,acetate/glycolate:cation symporter,Inorganic ion transport and metabolism,acs-yjcH-actP,"RpoD,omrB,omrA,RpoN,RpoS,Crp,Fis,IHF",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11942
b3709,0.09789157,tnaB,tryptophan:H(+) symporter TnaB,Amino acid transport and metabolism,tnaCAB,"RpoD,Crp,TorR,Nac,L-tryptophan",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11006
b4069,0.0945308209,acs,acetyl-CoA synthetase (AMP-forming),Nucleotide transport and metabolism,acs-yjcH-actP,"RpoD,RpoS,Crp,Fis,IHF",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11448
b0651,0.0933006837,rihA,pyrimidine-specific ribonucleoside hydrolase RihA,Nucleotide transport and metabolism,rihA,Crp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6358
b0268,0.0904430187,yagE,CP4-6 prophage%3B putative 2-keto-3-deoxygluconate aldolase,Amino acid transport and metabolism,yagEF,XynR,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6140
b3599,0.0868898868,mtlA,mannitol-specific PTS enzyme IICBA component,Carbohydrate transport and metabolism,mtlADR,"RpoD,Fis,Crp,Cra",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10615
b1423,0.08014383850000001,ydcJ,DUF1338 domain-containing protein YdcJ,Function unknown,ydcJ,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6738
b1440,0.07939027300000001,ydcS,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase,Inorganic ion transport and metabolism,ydcSTUV-patD,"RpoS,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6751
b4090,0.0765646494,rpiB,allose-6-phosphate isomerase/ribose-5-phosphate isomerase B,Carbohydrate transport and metabolism,rpiB,"RpoD,AlsR,Lrp,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11827
b3600,0.0762023498,mtlD,mannitol-1-phosphate 5-dehydrogenase,Carbohydrate transport and metabolism,mtlADR,"RpoD,YfeC,Fis,Crp,Cra",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10616
b4216,0.075616761,ytfJ,protein YtfJ,Function unknown,ytfJ,"RpoE,Lrp,Nac,spf",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7871
b0791,0.0754040413,ybhQ,putative inner membrane protein,Function unknown,ybhQ,Lrp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6408
b3601,0.07448321720000001,mtlR,transcriptional repressor MtlR,Transcription,mtlADR,"RpoD,Fis,Crp,Cra",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11965
b1415,0.0738482919,aldA,aldehyde dehydrogenase A,Energy production and conversion,aldA,"RpoD,Rob,YidZ,SoxS,MarA,Fnr,Crp,ArcA,DnaA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10035
b2175,0.07329892090000001,mepS,peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase,Cell wall/membrane/envelope biogenesis,mepS,"YebK,YedW,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7147
b4055,0.072885246,aphA,acid phosphatase/phosphotransferase,Function unknown,aphA,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11934
b4240,0.0714428704,treB,trehalose-specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,treBC,"RpoD,YbiH,Crp,ArcA,TreR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12127
b3225,0.07124307960000001,nanA,N-acetylneuraminate lyase,Coenzyme transport and metabolism,nanATEK-yhcH,"RpoD,Fis,Crp,NanR,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10637
b2844,0.0706518327,yqeF,putative acyltransferase,Lipid transport and metabolism,yqeF,"YidZ,ppGpp,Crp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7464
b3588,0.0704463392,aldB,aldehyde dehydrogenase B,Energy production and conversion,aldB,"RpoS,Crp,Fis",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12292
b2535,0.06861467610000001,csiE,stationary phase inducible protein CsiE,Transcription,csiE,"RpoD,RpoS,Crp,H-NS,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7329
b0598,0.0681788323,cstA,carbon starvation protein A,Signal transduction mechanisms,cstA,"RpoD,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10167
b1441,0.0679749765,ydcT,putative ABC transporter ATP-binding protein YdcT,Inorganic ion transport and metabolism,ydcSTUV-patD,"YeiE,RpoS,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6752
b1976,0.06573560810000001,mtfA,Mlc titration factor,Function unknown,mtfA,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7063
b2151,0.06484943850000001,galS,DNA-binding transcriptional dual regulator GalS,Transcription,galS,"RpoD,Crp,GalR,GalS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10365
b4487,0.0643817244,yjdP,protein YjdP,No COG annotation,yjdP,GlaR,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9541
b1776,0.0626088216,ydjL,putative zinc-binding dehydrogenase YdjL,Energy production and conversion,ydjLKJIHG,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6963
b3020,0.061701032700000005,ygiS,putative deoxycholate binding periplasmic protein,Amino acid transport and metabolism,ygiS,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7570
b2166,0.0613194499,psuK,putative pseudouridine kinase,Carbohydrate transport and metabolism,psuKG,Crp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11646
b3224,0.06102945,nanT,N-acetylneuraminate:H(+) symporter,Amino acid transport and metabolism,nanATEK-yhcH,"RpoD,Fis,Crp,NanR,spf",True,https://ecocyc.org/gene?orgid=ECOLI&id=G436
b0721,0.059568634200000005,sdhC,succinate:quinone oxidoreductase%2C membrane protein SdhC,Energy production and conversion,sdhCDAB-sucABCD,"RpoD,YdcI,YdiP,Fur,Crp,Fnr,ArcA,Nac,rybB,ryhB,spf",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10933
b2272,0.059001209400000004,yfbM,DUF1877 domain-containing protein YfbM,Function unknown,yfbM,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7179
b3132,0.058740039800000005,kbaZ,tagatose-1%2C6-bisphosphate aldolase 1 subunit KbaZ,Carbohydrate transport and metabolism,kbaZ-agaVWA,"RpoD,Crp,AgaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7631
b0729,0.058112689200000005,sucD,succinyl-CoA synthetase subunit alpha,Energy production and conversion,sdhCDAB-sucABCD,"RpoD,RpoS,Fur,IHF,Fnr,Crp,ArcA,ryhB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10982
b4139,0.057146448200000005,aspA,aspartate ammonia-lyase,Amino acid transport and metabolism,aspA-dcuA,"RpoD,Fnr,Crp,NarL,DcuR,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10095
b1442,0.056424545300000004,ydcU,putative ABC transporter membrane subunit YdcU,Inorganic ion transport and metabolism,ydcSTUV-patD,"RpoS,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6753
b2869,0.056358666,ygeV,putative sigma(54)-dependent transcriptional regulator YgeV,Transcription,ygeV,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7488
b0899,0.0558758881,ycaM,putative transporter YcaM,Inorganic ion transport and metabolism,ycaM,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6466
b1895,0.0551115099,uspC,universal stress protein C,Signal transduction mechanisms,uspC,"ppGpp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7031
b3934,0.0548756866,cytR,DNA-binding transcriptional repressor CytR,Transcription,cytR,"RpoD,Crp,CytR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10200
b3748,0.054703286000000004,rbsD,D-ribose pyranase,Carbohydrate transport and metabolism,rbsDACBKR,"RpoD,YidZ,dsrA,Crp,RbsR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10817
b3081,0.054648257000000006,fadH,2%2C4-dienoyl-CoA reductase,Energy production and conversion,fadH,"Crp,ArcA,FadR,HipB",True,https://ecocyc.org/gene?orgid=ECOLI&id=G36
b3133,0.054641007000000005,agaV,N-acetyl-D-galactosamine specific PTS enzyme IIB component,Carbohydrate transport and metabolism,kbaZ-agaVWA,"RpoD,Crp,AgaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7632
b2957,0.0545710556,ansB,L-asparaginase 2,Amino acid transport and metabolism,ansB,"RpoD,Fis,Crp,Fnr,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10046
b0080,0.054432053300000005,cra,DNA-binding transcriptional dual regulator Cra,Transcription,cra,"PhoB,RpoH",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10338
b3134,0.053921439700000004,agaW,N-acetyl-D-galactosamine specific PTS truncated enzyme IIC component,Carbohydrate transport and metabolism,kbaZ-agaVWA,"RpoD,Crp,AgaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7633
b1853,0.0536686857,yebK,DNA-binding transcriptional repressor YebK,Transcription,yebK,YebK,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12860
b0269,0.0535730969,yagF,CP4-6 prophage%3B D-xylonate dehydratase,Amino acid transport and metabolism,yagEF,XynR,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6141
