locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS15195,0.236580523797277,PN96_RS15195,outer membrane beta-barrel protein,Function unknown,Op1,,
PN96_RS15200,0.2334629518077477,PN96_RS15200,polysaccharide export protein,Cell wall/membrane/envelope biogenesis,Op1,,
PN96_RS15210,0.2252989677349346,PN96_RS15210,putative capsular polysaccharide synthesis family protein,Function unknown,Op2,,
PN96_RS15190,0.2239435499419469,PN96_RS15190,undecaprenyl-phosphate glucose phosphotransferase,No COG annotation,Op1,,
PN96_RS15205,0.2230214960816063,PN96_RS15205,polysaccharide biosynthesis tyrosine autokinase,"Cell cycle control, cell division, chromosome partitioning",Op1,,
PN96_RS03995,0.2106785062809844,PN96_RS03995,calcium-binding protein,"Secondary metabolites biosynthesis, transport, and catabolism",Op1002,,
PN96_RS15225,0.2080748927172448,PN96_RS15225,putative capsular polysaccharide synthesis family protein,Function unknown,Op2,,
PN96_RS15220,0.2057808276823296,PN96_RS15220,O-antigen ligase family protein,Function unknown,Op2,,
PN96_RS15215,0.2038095075187266,PN96_RS15215,glycosyltransferase,Cell wall/membrane/envelope biogenesis,Op2,,
PN96_RS15230,0.1969251866845223,PN96_RS15230,glycosyltransferase,Cell wall/membrane/envelope biogenesis,Op2,,
PN96_RS15240,0.1894136157495362,PN96_RS15240,VanZ family protein,Function unknown,Op2,,
PN96_RS15235,0.1809708280900355,PN96_RS15235,oligosaccharide flippase family protein,Function unknown,Op2,,
PN96_RS15355,0.1683029721816428,PN96_RS15355,calcium-binding protein,"Secondary metabolites biosynthesis, transport, and catabolism",Op36,,
PN96_RS20665,0.1454557545467495,PN96_RS20665,DUF1800 domain-containing protein,Function unknown,Op1456,,
PN96_RS20660,0.1265932192761892,PN96_RS20660,DUF1501 domain-containing protein,Function unknown,Op1456,,
PN96_RS15350,0.1238897263890458,PN96_RS15350,type I secretion system permease/ATPase,Defense mechanisms,Op35,,
PN96_RS15345,0.1208233486476731,PN96_RS15345,HlyD family type I secretion periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,Op33,,
PN96_RS13655,0.1170871177535835,comM,YifB family Mg chelatase-like AAA ATPase,"Post-translational modification, protein turnover, and chaperones",Op2866,"QstR,TfoX",
PN96_RS15365,0.0933042018525338,PN96_RS15365,LuxR C-terminal-related transcriptional regulator,Transcription,Op38,,
PN96_RS20910,0.0851908099413283,PN96_RS20910,diguanylate cyclase,Signal transduction mechanisms,Op1525,,
PN96_RS05385,0.0806477891040933,PN96_RS05385,aldehyde dehydrogenase,Energy production and conversion,Op1330,,
PN96_RS11990,0.0794887075480382,cysD,sulfate adenylyltransferase subunit CysD,Coenzyme transport and metabolism,Op2686,,
PN96_RS15360,0.0786513319436826,PN96_RS15360,LuxR C-terminal-related transcriptional regulator,Transcription,Op37,,
PN96_RS11985,0.0677885417417635,cysN,sulfate adenylyltransferase subunit CysN,Coenzyme transport and metabolism,Op2686,,
PN96_RS15245,0.0661829167081241,yqfB,N(4)-acetylcytidine aminohydrolase,Function unknown,Op8,,
PN96_RS00295,0.0642746087418587,galU,UTP--glucose-1-phosphate uridylyltransferase GalU,Cell wall/membrane/envelope biogenesis,Op57,"Crp,TfoX",
PN96_RS15340,0.0607771237258574,PN96_RS15340,mechanosensitive ion channel family protein,Cell wall/membrane/envelope biogenesis,Op31,,
PN96_RS05970,0.0579279864947326,PN96_RS05970,DUF3305 domain-containing protein,Function unknown,Op1499,,
PN96_RS11980,0.0564588306362412,PN96_RS11980,SLC13 family permease,Inorganic ion transport and metabolism,Op2685,,
PN96_RS11975,0.0555189249694918,cysC,adenylyl-sulfate kinase,Nucleotide transport and metabolism,Op2685,,
PN96_RS19945,0.0549169279199154,PN96_RS19945,EAL domain-containing protein,Signal transduction mechanisms,Op1273,,
PN96_RS05965,0.054842360506384,PN96_RS05965,DUF3306 domain-containing protein,Function unknown,Op1499,,
PN96_RS23045,0.0522876117302177,PN96_RS23045,hypothetical protein,No COG annotation,Op2122,,
PN96_RS00300,-0.059024424662302,QstR,LuxR C-terminal-related transcriptional regulator,Transcription,Op59,"QstR,TfoX",
PN96_RS16595,-0.0603542576756647,nagB,glucosamine-6-phosphate deaminase,Carbohydrate transport and metabolism,Op371,NagC,
