locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
BSU_09700,0.18863662614740714,bmrB,regulator leader peptide,No COG annotation,Op752,"AbrB,BmrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09700
BSU_21546,0.1835703221040348,bsrG,phage toxin%3B type I toxin-antitoxin system,No COG annotation,Op1724,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21546
BSU_26055,0.1546204977521528,bsrH,skin region%3B type I toxin,No COG annotation,Op2063,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26055
BSU_26050,0.13784677068545848,txpA,toxic peptide of toxin-antitoxin system%3B skin element,No COG annotation,Op2062,"Spo0A,SigA,RatA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26050
BSU_20780,0.12623671229475272,yopS,putative transcriptional regulator%2C lambda repressor-like%3B phage SPbeta,Transcription,Op1645,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20780
BSU_24900,0.1234806911413002,rpmGA,ribosomal protein L33,"Translation, ribosomal structure and biogenesis",Op1974,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24900
BSU_09630,0.11602047485790146,yhdX,conserved hypothetical protein,No COG annotation,Op745,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09630
BSU_03780,0.1111536036227118,phrC,secreted regulator of the activity of phosphatase RapC and competence and sporulation stimulating factor (CSF),No COG annotation,Op284,"SigA,ComA,CodY,SigH,CcpA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03780
BSU_18978,0.10283996008343944,bsrE,type I toxin (BsrE/AsrE),No COG annotation,Op1467,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18978
BSU_14629,0.09944384699347687,rgpA,regulator of GapA synthesis,Function unknown,Op1150,"CcpN,SigA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14629
BSU_25569,0.09308636885888326,yqzM,conserved protein of unknown function,Function unknown,Op2019,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25569
BSU_00440,0.09187588034873816,veg,conserved hypothetical protein,Function unknown,Op35,SigA,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00440
BSU_41060,0.0905286808824944,rpmH,ribosomal protein L34,"Translation, ribosomal structure and biogenesis",Op3148,SigA,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_41060
BSU_25840,0.07973586897277142,phrE,regulator peptide of the activity of phosphatase RapE%3B skin element,No COG annotation,Op2041,"SigA,ComA,CodY,SigH,CcpA,AbrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25840
BSU_32719,0.07937665762404413,yuzK,putative toxin of a toxin antitoxin system,No COG annotation,Op2567,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32719
BSU_06269,0.07848969559597449,ydzJ,hypothetical protein,No COG annotation,Op503,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06269
BSU_27786,0.07245844907292456,BSU_27786,hypothetical protein,No COG annotation,Op2223,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27786
BSU_34729,0.06988594766826124,yvzJ,putative lipoprotein,No COG annotation,Op2711,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34729
