locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1356,0.23232363450000001,racR,Rac prophage%3B DNA-binding transcriptional repressor RacR,Transcription,racR,,https://ecocyc.org/gene?orgid=ECOLI&id=G6680
b1357,0.1390186622,ydaS,Rac prophage%3B toxin YdaS,Function unknown,ydaSTUVW-rzpR,RacR,https://ecocyc.org/gene?orgid=ECOLI&id=G6681
b1363,0.13702954650000002,trkG,Rac prophage%3B K(+) transporter TrkG,Inorganic ion transport and metabolism,trkG,YdcI,https://ecocyc.org/gene?orgid=ECOLI&id=EG11020
b1345,0.1255166549,intR,Rac prophage%3B putative integrase,"Replication, recombination and repair",recET-ralR-ydaC-xisR-intR,,https://ecocyc.org/gene?orgid=ECOLI&id=G6676
b1361,0.1156299129,ydaW,Rac prophage%3B putative uncharacterized protein YdaW,Transcription,ydaSTUVW-rzpR,RacR,https://ecocyc.org/gene?orgid=ECOLI&id=G6685
b1347,0.1126374733,rcbA,Rac prophage%3B double-strand break reduction protein,"Translation, ribosomal structure and biogenesis",,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11901
b1358,0.1039784134,ydaT,Rac prophage%3B protein YdaT,Function unknown,,"Nac,RacR",https://ecocyc.org/gene?orgid=ECOLI&id=G6682
b4570,0.1034669678,lomR,Rac prophage%3B protein LomR_1,Cell wall/membrane/envelope biogenesis,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6692
b1349,0.1034636141,recT,Rac prophage%3B recombinase%2C DNA renaturation,"Replication, recombination and repair",recET-ralR-ydaC-xisR-intR,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11899
b1359,0.0993738081,ydaU,Rac prophage%3B DUF1376 domain-containing protein YdaU,Function unknown,ydaSTUVW-rzpR,"Nac,RacR",https://ecocyc.org/gene?orgid=ECOLI&id=G6683
b1350,0.0901383099,recE,Rac prophage%3B exonuclease VIII%2C ds DNA exonuclease%2C 5' --> 3' specific,"Replication, recombination and repair",recET-ralR-ydaC-xisR-intR,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10827
b0678,-0.0900013346,nagB,glucosamine-6-phosphate deaminase,Nucleotide transport and metabolism,nagBAC-umpH,"RpoD,Crp,NagC",https://ecocyc.org/gene?orgid=ECOLI&id=EG10633
b2028,-0.09080651490000001,ugd,UDP-glucose 6-dehydrogenase,Cell wall/membrane/envelope biogenesis,ugd,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7091
b3962,-0.1196489559,sthA,soluble pyridine nucleotide transhydrogenase,Energy production and conversion,sthA,"Lrp,ArcA,spf",https://ecocyc.org/gene?orgid=ECOLI&id=EG11428
