locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2297,0.2269419494,yfbE,putative DegT/DnrJ/EryC1/StrS family,Lipid transport and metabolism,fnr,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2297
STM2298,0.2111866963,pmrF,putative glycosyl transferase,Lipid transport and metabolism,"fnr,ybiH",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2298
STM2080,0.2066935235,udg,UDP-glucose/GDP-mannose dehydrogenase,Cell wall/membrane/envelope biogenesis,nac,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2080
STM2299,0.20331472180000001,yfbG,putative transformylase,Lipid transport and metabolism,fnr,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2299
STM1269,0.1925106492,STM1269,putative chorismate mutase,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1269
STM2300,0.18972760260000002,STM2300,putative cytoplasmic protein,Carbohydrate transport and metabolism,fnr,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2300
STM3707,0.18576936030000002,yibD,putative glycosyltransferase,Function unknown,"nsrR,phoB,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3707
STM1253,0.1802938373,STM1253,putative inner membrane protein,Energy production and conversion,yeiE,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1253
STM2296,0.176770372,ais,aluminum inducible protein,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2296
STM4293,0.1619982331,yjdB,putative integral membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4293
STM2301,0.1372241686,pqaB,putative melittin resistance protein,Lipid transport and metabolism,fnr,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2301
STM4291,0.12833524030000001,basS,sensory kinase in two-component regulatory system with BasR,Signal transduction mechanisms,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4291
STM0865,0.10710569560000001,ybjG,putative permease,Lipid transport and metabolism,phoP,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0865
STM4292,0.1050186572,basR,response regulator in two-component regulatory system with BasS,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4292
