locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PP_0023,0.1157901522044096,PP_0023,conserved hypothetical protein,No COG annotation,Op10,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0023&e1=1&assembly=complete
PP_2322,0.105257100664831,oprI,Major outer membrane lipoprotein,Function unknown,Op1505,"GbdR,FleQ",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2322&e1=1&assembly=complete
PP_3704,0.1044913765157127,PP_3704,conserved protein of unknown function,No COG annotation,Op2427,TurA,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3704&e1=1&assembly=complete
PP_0380,0.1030027582183872,pqqA,Coenzyme PQQ synthesis protein A,No COG annotation,Op258,PedR1,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0380&e1=1&assembly=complete
PP_1249,0.1027272568364684,PP_1249,conserved protein of unknown function%2C DUF4223 family,Function unknown,Op792,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1249&e1=1&assembly=complete
PP_1305,0.1025231809088973,imm,Colicin-E7 immunity protein,Function unknown,Op819,FleQ,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1305&e1=1&assembly=complete
PP_0600,0.100586231573662,rpsT,30S ribosomal protein S20,"Translation, ribosomal structure and biogenesis",Op384,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0600&e1=1&assembly=complete
PP_1915,0.0938571205909772,acpP,acyl carrier protein,Lipid transport and metabolism,Op1211,"SoxR,FleQ",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1915&e1=1&assembly=complete
PP_2303,0.0903091287573209,hupB,DNA binding regulator%2C beta subunit B,"Replication, recombination and repair",Op1491,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2303&e1=1&assembly=complete
PP_1576,0.0895213043002181,PP_1576,putative Immunity protein,Function unknown,Op987,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1576&e1=1&assembly=complete
PP_2275,0.0889580863909564,PP_2275,conserved protein of unknown function,No COG annotation,Op1470,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2275&e1=1&assembly=complete
PP_4007,0.0875997033758887,infA,Translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",Op2616,"AlgR,TurA",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4007&e1=1&assembly=complete
PP_2463,0.0872827026269947,cspA-II,nucleic acid cold-shock chaperone,Transcription,Op1603,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2463&e1=1&assembly=complete
PP_2118,0.0869740222486702,PP_2118,conserved protein of unknown function,No COG annotation,Op1357,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2118&e1=1&assembly=complete
PP_2294,0.0833814669997477,PP_2294,conserved exported protein of unknown function,No COG annotation,Op1480,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2294&e1=1&assembly=complete
PP_5087,0.0801365281021916,rpmE,ribosomal protein L31,"Translation, ribosomal structure and biogenesis",Op3314,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5087&e1=1&assembly=complete
PP_5540,0.0783860711535605,PP_5540,conserved protein of unknown function,No COG annotation,Op1855,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5540&e1=1&assembly=complete
PP_5422,0.0775665217329168,PP_5422,hypothetical protein,No COG annotation,Op16,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5422&e1=1&assembly=complete
PP_2899,0.0775230320051177,PP_2899,conserved exported protein of unknown function,No COG annotation,Op1873,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2899&e1=1&assembly=complete
PP_5620,0.0774763823818253,PP_5620,conserved protein of unknown function,No COG annotation,Op2415,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5620&e1=1&assembly=complete
PP_5706,0.0771695382197859,secG,Sec translocation complex - SecG subunit,"Intracellular trafficking, secretion, and vesicular transport",Op3077,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5706&e1=1&assembly=complete
PP_1099,0.0750115592767273,capB,Cold shock protein CapB,Transcription,Op688,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1099&e1=1&assembly=complete
PP_2276,0.0731822023406854,PP_2276,putative phage exonuclease,"Replication, recombination and repair",Op1470,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2276&e1=1&assembly=complete
PP_5550,0.0701037024714994,PP_5550,conserved protein of unknown function,Function unknown,Op1966,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5550&e1=1&assembly=complete
PP_4593,0.0700771279303439,PP_4593,conserved protein of unknown function,Function unknown,Op2986,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4593&e1=1&assembly=complete
PP_4720,0.0696564902511257,PP_4720,putative RNA binding protein,"Translation, ribosomal structure and biogenesis",Op3080,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4720&e1=1&assembly=complete
PP_0241,0.0690170647652656,PP_0241,Transporter,Coenzyme transport and metabolism,Op162,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0241&e1=1&assembly=complete
PP_3904,0.0678717524960057,PP_3904,conserved protein of unknown function,No COG annotation,Op2549,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3904&e1=1&assembly=complete
