locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b2843,0.2005425844,kduI,5-dehydro-4-deoxy-D-glucuronate isomerase,Carbohydrate transport and metabolism,kduI,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7463
b3909,0.1859223417,kdgT,2-dehydro-3-deoxy-D-gluconate:H(+) symporter,"Intracellular trafficking, secretion, and vesicular transport",kdgT,GlaR,https://ecocyc.org/gene?orgid=ECOLI&id=EG11869
b2842,0.1731528829,kduD,putative 2-keto-3-deoxy-D-gluconate dehydrogenase,Lipid transport and metabolism,kduD,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12361
b3526,0.0926566321,kdgK,2-dehydro-3-deoxygluconokinase,Carbohydrate transport and metabolism,kdgK,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12253
b3910,0.0697056825,yiiM,2-amino-6-N-hydroxylaminopurine resistance protein,Function unknown,yiiM,"YeiE,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11870
b3001,0.058126356500000004,gpr,L-glyceraldehyde 3-phosphate reductase,Energy production and conversion,gpr,,https://ecocyc.org/gene?orgid=ECOLI&id=G7558
b0507,0.056630529400000004,gcl,glyoxylate carboligase,Function unknown,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,"RpoD,AllR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11583
b1838,-0.0649749536,pphA,phosphoprotein phosphatase 1,Signal transduction mechanisms,pphA,"RpoH,RpoS",https://ecocyc.org/gene?orgid=ECOLI&id=G7011
b1851,-0.0814452017,edd,phosphogluconate dehydratase,Amino acid transport and metabolism,edd-eda,"RpoD,KdgR,Cra,GntR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10257
b1835,-0.09231654800000001,rsmF,16S rRNA m(5)C1407 methyltransferase,"Translation, ribosomal structure and biogenesis",rsmF,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7008
b1833,-0.0943167404,yebS,intermembrane transport protein YebS,Function unknown,yebST,YcjW,https://ecocyc.org/gene?orgid=ECOLI&id=G7006
b1845,-0.0976859114,ptrB,oligopeptidase B,Amino acid transport and metabolism,ptrB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11004
b1843,-0.0990497074,yobB,putative carbon-nitrogen hydrolase family protein YobB,Function unknown,yobB-exoX,"OmpR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7015
b1837,-0.1018636938,yebW,protein YebW,Function unknown,yebW,,https://ecocyc.org/gene?orgid=ECOLI&id=G7010
b1834,-0.10755255,yebT,intermembrane transport protein YebT,"Secondary metabolites biosynthesis, transport, and catabolism",yebST,,https://ecocyc.org/gene?orgid=ECOLI&id=G7007
b1836,-0.10988174490000001,yebV,protein YebV,Function unknown,yebV,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7009
b1846,-0.1120530604,yebE,conserved inner membrane protein YebE,Function unknown,yebE,"RpoD,CpxR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11806
b1849,-0.11993684460000001,purT,phosphoribosylglycinamide formyltransferase 2,Nucleotide transport and metabolism,purT,"RpoD,ppGpp,PurR,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11809
b1844,-0.1200956264,exoX,exonuclease X,"Replication, recombination and repair",yobB-exoX,"YdhB,OmpR",https://ecocyc.org/gene?orgid=ECOLI&id=G7016
b1853,-0.1221572649,yebK,DNA-binding transcriptional repressor YebK,Transcription,yebK,YebK,https://ecocyc.org/gene?orgid=ECOLI&id=EG12860
b1822,-0.1231911245,rlmA,23S rRNA m(1)G745 methyltransferase,"Translation, ribosomal structure and biogenesis",rlmA,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12207
b1842,-0.1240498441,holE,DNA polymerase III subunit theta,"Replication, recombination and repair",holE,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG11505
b1840,-0.1263633352,yebZ,putative inner membrane protein,Inorganic ion transport and metabolism,yobA-yebZY,fnrS,https://ecocyc.org/gene?orgid=ECOLI&id=G7013
b1841,-0.131089925,yobA,CopC domain-containing protein,Function unknown,yobA-yebZY,"YdcI,fnrS,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7014
b1827,-0.1312358626,kdgR,DNA-binding transcriptional repressor KdgR,Transcription,kdgR,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7003
b1852,-0.1315630116,zwf,NADP(+)-dependent glucose-6-phosphate dehydrogenase,Nucleotide transport and metabolism,zwf,"RpoD,YciT,Fur,Fnr,Cra,MarA,Rob,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11221
b1855,-0.13414527310000002,lpxM,myristoyl-acyl carrier protein-dependent acyltransferase,Cell wall/membrane/envelope biogenesis,lpxM,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10614
b1854,-0.1344539871,pykA,pyruvate kinase II,Nucleotide transport and metabolism,pykA,"RpoD,YqhC,RpoS,Fnr,dicF",https://ecocyc.org/gene?orgid=ECOLI&id=EG10803
b1824,-0.1376862268,yobF,DUF2527 domain-containing protein YobF,Function unknown,yobF-cspC,"RpoD,oxyS,YdcI,YdcR,YcaN,Nac,BtsR,cyaR",https://ecocyc.org/gene?orgid=ECOLI&id=G7000
b4536,-0.1382884476,yobH,protein YobH,Function unknown,yobH,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10454
b1850,-0.1387113378,eda,KHG/KDPG aldolase,Carbohydrate transport and metabolism,edd-eda,"RpoD,Cra,KdgR,PhoB,GntR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10256
b1848,-0.140203455,yebG,DNA damage-inducible protein YebG,Function unknown,yebG,"RpoD,LexA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11808
b1830,-0.1493466272,prc,tail-specific protease,Cell wall/membrane/envelope biogenesis,proQ-prc,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10760
b1825,-0.1494259167,yebO,uncharacterized protein YebO,Function unknown,yebO,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7001
b1839,-0.1522532355,yebY,DUF2511 domain-containing protein YebY,Function unknown,yobA-yebZY,fnrS,https://ecocyc.org/gene?orgid=ECOLI&id=G7012
b1847,-0.1530778337,yebF,secreted protein YebF,Function unknown,yebF,"Lrp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11807
b1831,-0.1551083684,proQ,RNA chaperone ProQ,Signal transduction mechanisms,proQ-prc,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12866
b1829,-0.15858331050000002,htpX,zinc dependent endoprotease,"Post-translational modification, protein turnover,and chaperones",htpX,"RpoH,OmpR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10462
b1826,-0.159317212,mgrB,PhoQ kinase inhibitor,Function unknown,mgrB,PhoP,https://ecocyc.org/gene?orgid=ECOLI&id=G7002
b1823,-0.16581831700000002,cspC,stress protein%2C member of the CspA family,Transcription,yobF-cspC,"RpoD,BtsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12204
b1832,-0.1706048423,msrC,free methionine-(R)-sulfoxide reductase,Signal transduction mechanisms,msrC,,https://ecocyc.org/gene?orgid=ECOLI&id=G7005
b1856,-0.19026978590000002,mepM,peptidoglycan DD-endopeptidase MepM,Cell wall/membrane/envelope biogenesis,mepM,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10013
