locus,gene_weight,gene_name,gene_product,cog,regulator,Phage_2,link
SP5448_03520,0.2787712956,SP5448_03520,hypothetical protein,Function unknown,"Nra_transition_M49,Nra_stationary_M49,Phage_2",True,
SP5448_03470,0.2783021276,SP5448_03470,hypothetical protein,Function unknown,Phage_2,True,
SP5448_03480,0.2625186724,ps115,transcriptional regulator,Transcription,TrxR_M1,False,
SP5448_03475,0.24953913590000001,SP5448_03475,hypothetical protein,Amino acid transport and metabolism,"TrxR_M1,Phage_2",True,
SP5448_04355,0.2434488012,SP5448_04355,hypothetical protein,Function unknown,Phage_3,False,
SP5448_04375,0.2375807945,SP5448_04375,hypothetical protein,Function unknown,Phage_3,False,
SP5448_04395,0.2055787709,SP5448_04395,hypothetical protein,Function unknown,Phage_3,False,
SP5448_04385,0.202994369,SP5448_04385,hypothetical protein,Function unknown,Phage_3,False,
SP5448_04350,0.19280493880000002,SP5448_04350,integrase,Function unknown,"Rgg,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49,Phage_3",False,
SP5448_04645,0.1386769581,SP5448_04645,exotoxin,Function unknown,"CovR,CodY_M49,CovR,CovR,CovR,Phage_3",False,
SP5448_02220,0.11818075850000001,ps115,XRE family transcriptional regulator,Transcription,Phage_1,False,
SP5448_03495,0.1122329027,SP5448_03495,hypothetical protein,Function unknown,Phage_2,True,
SP5448_04400,0.1023802464,SP5448_04400,hypothetical protein,Function unknown,,False,
SP5448_02215,0.0973569123,SP5448_02215,hypothetical protein,Function unknown,Phage_1,False,
SP5448_02230,0.0860041218,SP5448_02230,hypothetical protein,Function unknown,Phage_1,False,
SP5448_03570,0.0730408263,recT,recombinase RecT,"Replication, recombination and repair","CovR,Irr_LE_M6,Phage_2",True,
SP5448_04425,0.0693458076,SP5448_04425,hypothetical protein,Function unknown,Phage_3,False,
SP5448_04405,0.0676810349,SP5448_04405,prephenate dehydrogenase,"Replication, recombination and repair","CovR,Phage_3",False,
SP5448_02210,0.060901772400000005,SP5448_02210,hypothetical protein,Function unknown,Phage_1,False,
SP5448_04380,0.060188025000000006,SP5448_04380,hypothetical protein,Function unknown,"CovR,Phage_3",False,
SP5448_03690,0.0587510407,eae,tail protein,Cell motility,"CovR,Phage_2",True,
SP5448_03925,-0.0611942663,oxlT,MFS transporter,Inorganic ion transport and metabolism,"Mga,Rgg,LacD.1_M14",False,
SP5448_02320,-0.0666126595,rlmL,DNA methyltransferase,"Replication, recombination and repair",Phage_1,False,
SP5448_03530,-0.0681101153,SP5448_03530,excisionase,Function unknown,Phage_2,True,
SP5448_03560,-0.0683055162,SP5448_03560,hypothetical protein,Function unknown,Phage_2,True,
SP5448_00885,-0.07140155840000001,SP5448_00885,hypothetical protein,Function unknown,"CovR,Rgg,CovR,CovR,CovR",False,
SP5448_03565,-0.0724588041,SP5448_03565,hypothetical protein,Function unknown,"Nra_exponetional_M49,Nra_stationary_M49,Irr_EE_M6,Phage_2",True,
SP5448_03540,-0.0770974875,SP5448_03540,replication protein,Function unknown,,False,
SP5448_02315,-0.08044226010000001,SP5448_02315,hypothetical protein,Function unknown,,False,
SP5448_03590,-0.0828709983,SP5448_03590,hypothetical protein,Function unknown,Phage_2,True,
SP5448_04520,-0.09219400970000001,SP5448_04520,hypothetical protein,Function unknown,"CovR,Rgg,LacD.1_M14,Phage_3",False,
SP5448_03535,-0.093138729,SP5448_03535,hypothetical protein,Function unknown,"Mga,Nra_exponetional_M49,Phage_2",True,
SP5448_03505,-0.09511925510000001,SP5448_03505,hypothetical protein,Function unknown,,False,
SP5448_02460,-0.1349149298,SP5448_02460,membrane protein,Function unknown,,False,
