locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS24150,0.2205110997580454,PN96_RS24150,hypothetical protein,No COG annotation,Op1127,,
PN96_RS04525,0.1960129293787748,PN96_RS04525,hypothetical protein,Function unknown,Op1127,,
PN96_RS04520,0.1777784279446957,PN96_RS04520,hypothetical protein,No COG annotation,Op1127,,
PN96_RS04490,0.1760620949215847,PN96_RS04490,hypothetical protein,No COG annotation,Op1119,,
PN96_RS04485,0.1738502716841312,PN96_RS04485,hypothetical protein,No COG annotation,Op1119,,
PN96_RS04480,0.1664877943390291,PN96_RS04480,hypothetical protein,Cell wall/membrane/envelope biogenesis,Op1119,,
PN96_RS04540,0.1654445190702695,PN96_RS04540,hypothetical protein,No COG annotation,Op1130,,
PN96_RS04515,0.1640825746349531,PN96_RS04515,phage major capsid protein,Function unknown,Op1125,,
PN96_RS04535,0.1610416889630913,PN96_RS04535,hypothetical protein,Function unknown,Op1129,,
PN96_RS04530,0.160212568822745,PN96_RS04530,tail fiber protein,Cell motility,Op1127,,
PN96_RS04510,0.1559693219819069,PN96_RS04510,phage portal protein,No COG annotation,Op1124,,
PN96_RS04495,0.1526153482611093,PN96_RS04495,terminase small subunit,"Replication, recombination and repair",Op1120,,
PN96_RS04550,0.1451662890736721,PN96_RS04550,phage tail length tape measure family protein,"Cell cycle control, cell division, chromosome partitioning",Op1133,,
PN96_RS04475,0.1374099754394007,PN96_RS04475,hypothetical protein,No COG annotation,Op1119,,
PN96_RS04500,0.1272525442868423,PN96_RS04500,phage terminase large subunit family protein,Function unknown,Op1122,,
PN96_RS04565,0.1197835116253927,PN96_RS04565,hypothetical protein,No COG annotation,Op1135,,
PN96_RS04570,0.1155796853692,PN96_RS04570,hypothetical protein,No COG annotation,Op1135,,
PN96_RS04555,0.1148167004817241,PN96_RS04555,hypothetical protein,No COG annotation,Op1135,,
PN96_RS04410,0.11266558304661,PN96_RS04410,hypothetical protein,No COG annotation,Op1109,,
PN96_RS04405,0.111620092194365,PN96_RS04405,phage regulatory CII family protein,No COG annotation,Op1109,,
PN96_RS04560,0.1115323918393108,PN96_RS04560,DUF2163 domain-containing protein,No COG annotation,Op1135,,
PN96_RS04370,0.1090324064970684,PN96_RS04370,DUF2303 family protein,Function unknown,Op1104,,
PN96_RS04375,0.1069081011724378,PN96_RS04375,hypothetical protein,No COG annotation,Op1104,,
PN96_RS04575,0.0958928359981927,PN96_RS04575,hypothetical protein,No COG annotation,Op1135,,
PN96_RS04420,0.0950363548709614,PN96_RS04420,hypothetical protein,No COG annotation,Op1110,,
PN96_RS04355,0.0940555978622233,PN96_RS04355,hypothetical protein,No COG annotation,Op1102,,
PN96_RS04400,0.092915608199695,PN96_RS04400,hypothetical protein,No COG annotation,Op1109,,
PN96_RS04365,0.090744023136397,PN96_RS04365,hypothetical protein,No COG annotation,Op1102,,
PN96_RS04425,0.0869877522785592,PN96_RS04425,hypothetical protein,Transcription,Op1110,,
PN96_RS04360,0.0776539808436901,PN96_RS04360,hypothetical protein,No COG annotation,Op1102,,
PN96_RS04350,0.0747610777042612,PN96_RS04350,hypothetical protein,No COG annotation,Op1102,,
PN96_RS04470,0.0725112534549432,PN96_RS04470,hypothetical protein,No COG annotation,Op1117,,
