locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigB,link
BSU_12170,0.17137729267664334,yjgD,conserved hypothetical protein,Function unknown,Op952,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12170
BSU_28340,0.1689086385354623,ysnF,putative stress response protein,Function unknown,Op2256,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28340
BSU_04400,0.16471765923006104,gsiB,general stress protein glucose starvation induced,No COG annotation,Op328,"SigI,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04400
BSU_09390,0.1600868001309788,ygxB,putative integral membrane protein,Cell wall/membrane/envelope biogenesis,Op725,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09390
BSU_10430,0.15886833072584697,yhxD,putative oxidoreductase,Lipid transport and metabolism,Op820,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10430
BSU_04200,0.1480554661640647,lyxE,D-lyxose ketol isomerase,Function unknown,Op314,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04200
BSU_04190,0.13862963027766592,ydaD,putative dehydrogenase,Lipid transport and metabolism,Op314,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04190
BSU_04430,0.13045602784028906,ydbD,putative manganese-containing catalase,Inorganic ion transport and metabolism,Op331,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04430
BSU_04370,0.12897951524683696,ydaS,conserved protein of unknown function,No COG annotation,Op326,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04370
BSU_31380,0.12684390428700096,yuzA,conserved protein of unknown function,Function unknown,Op2473,"SigB,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31380
BSU_40450,0.1209807874952402,yycD,conserved hypothetical protein,Function unknown,Op3101,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40450
BSU_12160,0.12047734902479702,yjgC,putative molybdoenzyme%3B putative formate dehydrogenase,Energy production and conversion,Op951,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12160
BSU_07550,0.11053480287075076,yflT,heat stress induced protein,Function unknown,Op601,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07550
BSU_12150,0.10399715712507357,yjgB,putative exported protein,Function unknown,Op950,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12150
BSU_21329,0.10128388504163242,youB,conserved phage protein of unknown function%3B phage SPbeta,No COG annotation,Op1705,YonO,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21329
BSU_21320,0.10084266572580276,yomL,conserved exported protein of unknown function%3B phage SPbeta,No COG annotation,Op1704,YonO,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21320
