locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b0545,0.3566636191,ybcL,DLP12 prophage%3B periplasmic protein YbcL,Function unknown,ybcLM,YbcM,https://ecocyc.org/gene?orgid=ECOLI&id=G6301
b0546,0.3470318108,ybcM,DLP12 prophage%3B putative DNA-binding transcriptional regulator,Transcription,ybcLM,,https://ecocyc.org/gene?orgid=ECOLI&id=G6302
b0543,0.2759764852,emrE,multidrug/betaine/choline efflux transporter EmrE,Inorganic ion transport and metabolism,renD-emrE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10629
b0544,0.2755590072,ybcK,DLP12 prophage%3B putative recombinase,"Replication, recombination and repair",ybcK,"YciT,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6300
b4733,0.20915291900000002,ylcJ,protein YlcJ,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16728
b0541,0.2022280179,insF-3,DLP12 prophage%3B IS3 element protein InsF,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6297
b1027,0.1464066047,insE-4,IS3 element protein InsE,"Replication, recombination and repair",insEF-4E-4F-4,,https://ecocyc.org/gene?orgid=ECOLI&id=G6534
b1026,0.1301227043,insF-4,IS3 element protein InsF,"Replication, recombination and repair",insEF-4E-4F-4,,https://ecocyc.org/gene?orgid=ECOLI&id=G6533
b0372,0.1275282849,insF-2,IS3 element protein InsF,"Replication, recombination and repair",insEF-2E-2F-2,YidZ,https://ecocyc.org/gene?orgid=ECOLI&id=G6223
b0373,0.1249914161,insE-2,IS3 element protein InsE,"Replication, recombination and repair",insEF-2E-2F-2,,https://ecocyc.org/gene?orgid=ECOLI&id=G6224
