locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b1018,0.3651888531,efeO,ferrous iron transport system protein EfeO,Inorganic ion transport and metabolism,efeOB,,https://ecocyc.org/gene?orgid=ECOLI&id=G6527
b4490,0.3359491348,efeU,inactive ferrous iron permease EfeU%2C N-terminal fragment,No COG annotation,,"RpoD,CpxR",https://ecocyc.org/gene?orgid=ECOLI&id=G6525
b1019,0.3174807699,efeB,heme-containing peroxidase/deferrochelatase,Inorganic ion transport and metabolism,efeOB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11735
b0594,0.2304418476,entE,2%2C3-dihydroxybenzoate-AMP ligase,"Secondary metabolites biosynthesis, transport, and catabolism",entCEBAH,"RpoD,ryhB,Crp,Fur",https://ecocyc.org/gene?orgid=ECOLI&id=EG10263
b0595,0.217116469,entB,enterobactin synthase component B,"Secondary metabolites biosynthesis, transport, and catabolism",entCEBAH,"RpoD,ryhB,Crp,Fur",https://ecocyc.org/gene?orgid=ECOLI&id=EG10260
b1020,0.1891539337,phoH,ATP-binding protein PhoH,Signal transduction mechanisms,phoH,"RpoD,ppGpp,PhoB,Lrp,Nac,GlaR,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11734
b0596,0.1879436334,entA,2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase,Lipid transport and metabolism,entCEBAH,"RpoD,ryhB,Crp,Fur",https://ecocyc.org/gene?orgid=ECOLI&id=EG10259
b0597,0.1780017949,entH,proofreading thioesterase in enterobactin biosynthesis,"Secondary metabolites biosynthesis, transport, and catabolism",entCEBAH,"RpoD,ryhB,Crp,Fur",https://ecocyc.org/gene?orgid=ECOLI&id=EG11105
b1596,0.1041002177,ynfM,putative transporter YnfM,Amino acid transport and metabolism,ynfM,YidZ,https://ecocyc.org/gene?orgid=ECOLI&id=G6854
b4582,-0.1012162447,yoeA,CP4-44 prophage%3B TonB-dependent receptor plug domain-containing protein YoeA,Inorganic ion transport and metabolism,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7075
