locus,gene_weight,gene_name,gene_product,cog,regulator,link
b0610,0.1404096678380229,rnk,nucleoside diphosphate kinase regulator,Transcription,,https://ecocyc.org/gene?orgid=ECOLI&id=G6337
b3184,0.1248217700114512,yhbE,inner membrane protein YhbE,Amino acid transport and metabolism,"RpoD,ppGpp,MlrA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11499
b4011,0.1072363831886717,yjaA,stress response protein,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11206
b2698,0.1069836371626196,recX,RecA inhibitor RecX,Function unknown,"RpoD,ppGpp,LexA",https://ecocyc.org/gene?orgid=ECOLI&id=EG12080
b4176,0.1025984944214771,yjeT,DUF2065 domain-containing protein YjeT,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7844
b3183,0.1024301154541198,obgE,GTPase ObgE,Function unknown,"RpoD,ppGpp,MlrA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=G7656
b2792,0.0901674438273303,yqcC,DUF446 domain-containing protein YqcC,Function unknown,"YgaV,YeaM,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7450
b1596,0.0873526265677246,ynfM,putative transporter YnfM,Amino acid transport and metabolism,YidZ,https://ecocyc.org/gene?orgid=ECOLI&id=G6854
b3181,0.0850438929269958,greA,transcription elongation factor GreA,Transcription,"RpoD,RpoE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10415
b4026,0.0821450321998941,yjbE,uncharacterized protein YjbE,No COG annotation,"RpoD,RcsAB,IHF",https://ecocyc.org/gene?orgid=ECOLI&id=EG11923
b3066,0.0821449950221803,dnaG,DNA primase,"Replication, recombination and repair","RpoD,YdcN,YeiE,ppGpp,LexA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10239
b2510,0.0795202073768604,yfgJ,zinc ribbon domain-containing protein YfgJ,Function unknown,"YeiE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7318
b2214,0.0780698068370249,ftp,FAD:protein FMN transferase,Coenzyme transport and metabolism,"YeiE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12073
b3819,0.0779714657285326,rarD,putative transporter RarD,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11466
b2774,0.0779243409651578,ygcW,putative deoxygluconate dehydrogenase,Lipid transport and metabolism,Crp,https://ecocyc.org/gene?orgid=ECOLI&id=G7440
