locus,gene_weight,gene_name,gene_product,cog,operon,regulator,ImmR,link
BSU_04900,0.19869565353310004,yddA,ICEBs1 mobile element: conserved protein of unknown function,No COG annotation,Op368,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04900
BSU_04890,0.19109404054354728,ydcT,ICEBs1 mobile element: conserved protein of unknown function,No COG annotation,Op367,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04890
BSU_04839,0.18915180736041726,ydzL,ICEBs1 mobile element: conserved protein of unknown function,No COG annotation,Op360,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04839
BSU_04880,0.18790049652477653,ydcS,ICEBs1 mobile element: conserved protein of unknown function,No COG annotation,Op366,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04880
BSU_04910,0.1848858434306372,conB,ICEBs1 mobile element: subunit of the conjugation machinery VirB8,Function unknown,Op369,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04910
BSU_04830,0.18416538141359606,xis,ICEBs1 mobile element: excisionase,No COG annotation,Op359,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04830
BSU_04920,0.17917324713945956,conC,ICEBs1 mobile element: subunit of the conjugation machinery,No COG annotation,Op370,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04920
BSU_04849,0.1771595782231722,BSU_04849,ICEBs1 mobile element: hypothetical protein,No COG annotation,Op362,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04849
BSU_04870,0.17199809980681344,nicK,ICEBs1 mobile element: DNA relaxase,"Replication, recombination and repair",Op365,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04870
BSU_04840,0.16832267064327386,ydcO,ICEBs1 mobile element: conserved protein of unknown function,No COG annotation,Op361,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04840
BSU_04930,0.1629688321417277,conD,ICEBs1 mobile element: subunit of the conjugation machinery,Function unknown,Op371,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04930
BSU_04850,0.16220434433545894,helP,ICEBs1 mobile element: helicase processivity factor,Function unknown,Op363,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04850
BSU_04950,0.15358148693431994,yddF,ICEBs1 mobile element: conserved protein of unknown function,Function unknown,Op373,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04950
BSU_04860,0.15283321919269016,conQ,ICEBs1 mobile element: coupling conjugation protein VirD4,"Cell cycle control, cell division, chromosome partitioning",Op364,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04860
BSU_04940,0.15013926991203813,conE,ICEBs1 mobile element: VirB4-like ATPase,Function unknown,Op372,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04940
BSU_04960,0.12932289461486474,conG,ICEBs1 mobile element: VirB6 subunit of the conjugation machinery,Function unknown,Op374,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04960
BSU_04980,0.11711137877010942,yddI,ICEBs1 mobile element: conserved protein of unknown function,No COG annotation,Op376,ImmR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04980
