locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,link
SACI_RS10200,0.30079328961189306,Saci_2110,Saci_2110,MFS transporter,Carbohydrate transport and metabolism,Op1257,,https://www.uniprot.org/uniprot/A0A0U3FXT5
SACI_RS00650,0.24255394723472595,thiC,Saci_0137,phosphomethylpyrimidine synthase ThiC (thiamin),Coenzyme transport and metabolism,Op74,,https://www.uniprot.org/uniprot/A0A0U2Y1Q4
SACI_RS04090,0.2014102213084696,thi4_2,Saci_0854,thiazole biosynthesis protein,Carbohydrate transport and metabolism,Op446,,https://www.uniprot.org/uniprot/A0A0U2XZZ7
SACI_RS11600,0.14537257155683514,Saci_0855,Saci_0855,TRASH domain-containing protein,Function Unknown,Op447,,https://www.uniprot.org/uniprot/UPI00005523E6
SACI_RS11940,0.13186584428892725,SACI_RS11940,,hypothetical protein,No arCOG annotation,Op1110,,https://www.uniprot.org/uniprot/UPI0002B260AD
SACI_RS04095,0.12393474949233395,ubiX,Saci_0856,UbiX family flavin prenyltransferase,Coenzyme transport and metabolism,Op447,,https://www.uniprot.org/uniprot/A0A0U2WZN2
SACI_RS04960,0.10777705137143437,Saci_1038,Saci_1038,ABC transporter substrate-binding protein,Amino acid transport and metabolism,Op546,,https://www.uniprot.org/uniprot/A0A0U2NE45
SACI_RS08980,0.10683783915853304,SACI_RS08980,,hypothetical protein,No arCOG annotation,Op1085,,https://www.uniprot.org/uniprot/A0A0U3H528
SACI_RS10005,0.10465088694922876,Saci_2069,Saci_2069,metal-sulfur cluster assembly factor,General Function Prediction Only,Op1229,,https://www.uniprot.org/uniprot/A0A0U3FYQ8
SACI_RS11700,0.10066635509494212,Saci_1709,Saci_1709,TRASH domain-containing protein,Function Unknown,Op951,,https://www.uniprot.org/uniprot/UPI00005526DC
SACI_RS11725,-0.09373614055421063,SACI_RS11725,,hypothetical protein,No arCOG annotation,Op1138,,https://www.uniprot.org/uniprot/M1J0J7
SACI_RS08600,-0.1335529965466372,SACI_RS08600,,hypothetical protein,Transcription,Op1022,,https://www.uniprot.org/uniprot/A0A0U3H065
SACI_RS05360,-0.14269480462411946,Saci_1124,Saci_1124,CopG/RHH family transcriptional regulator,Transcription,Op610,FadR,https://www.uniprot.org/uniprot/A0A0U3HDK5
SACI_RS09400,-0.14970403418267805,Saci_1947,Saci_1947,hypothetical protein,Transcription,Op1150,,https://www.uniprot.org/uniprot/A0A0U3GMH0
