locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
BSU_20850,0.15281752727035655,aimP,arbitrium lysis /lysogeny regulatory peptide%3B phage SPbeta,No COG annotation,Op1652,CcpA,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20850
BSU_20150,0.15112759197083914,yosE,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1583,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20150
BSU_20090,0.14860748078890654,yosK,hypothetical protein%3B phage SPbeta,No COG annotation,Op1577,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20090
BSU_20100,0.14739116439753708,yosJ,hypothetical protein%3B phage SPbeta,No COG annotation,Op1578,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20100
BSU_20410,0.14725141124215846,yorE,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1609,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20410
BSU_21050,0.14530032988628455,hupN,HU-related DNA-binding protein%3B phage SPbeta,"Replication, recombination and repair",Op1675,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21050
BSU_20130,0.13831985343809194,yosG,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1581,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20130
BSU_20110,0.13823480699646504,yosI,hypothetical protein%3B phage SPbeta,No COG annotation,Op1579,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20110
BSU_19820,0.13760827432666178,sprB,recombination directionality factor%3B phage SPbeta,No COG annotation,Op1549,"SigK,SigA,SigE,CsoR",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19820
BSU_20120,0.1336118044399723,yosH,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1580,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20120
BSU_19970,0.13294329110203734,yosX,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1564,"SigK,SigA,SigE,CsoR",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19970
BSU_20970,0.1320426875652152,yonX,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1666,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20970
BSU_20260,0.1306465375146609,yorT,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1594,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20260
BSU_20140,0.13048033686333949,yosF,hypothetical protein%3B phage SPbeta,No COG annotation,Op1582,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20140
BSU_19940,0.13029458951647124,yotB,putative metallo-dependent hydrolase%3B phage SPbeta,Function unknown,Op1562,"SigK,SigA,SigE,CsoR",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19940
BSU_19999,0.12730306212583967,yojW,hypothetical protein,No COG annotation,Op1567,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19999
BSU_20170,0.12698117945497592,yosC,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1585,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20170
BSU_20200,0.12583059266260016,yorZ,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1588,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20200
BSU_20180,0.12467134246737213,yosB,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1586,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20180
BSU_20630,0.12463006667426492,yoqH,conserved hypothetical protein%3B phage SPbeta,Cell wall/membrane/envelope biogenesis,Op1630,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20630
BSU_20660,0.12429665705999995,yoqE,hypothetical protein%3B phage SPbeta,Function unknown,Op1633,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20660
BSU_20620,0.12394203374671815,yoqI,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1629,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20620
BSU_20540,0.12317754941686722,yoqR,hypothetical protein%3B phage SPbeta,No COG annotation,Op1621,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20540
BSU_20650,0.12256412707333318,yoqF,hypothetical protein%3B phage SPbeta,No COG annotation,Op1632,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20650
BSU_20160,0.12196459712354366,yosD,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1584,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20160
BSU_20460,0.11995295226753078,pghZ,gamma-polyglutamate hydrolase%3B phage SPbeta,Function unknown,Op1613,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20460
