locus,gene_weight,gene_name,gene_product,cog,operon,regulator,DksA,link
b3315,0.1484303293,rplV,50S ribosomal subunit protein L22,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10882
b3316,0.14783931,rpsS,30S ribosomal subunit protein S19,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10918
b3314,0.1418930025,rpsC,30S ribosomal subunit protein S3,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10902
b3318,0.1396030406,rplW,50S ribosomal subunit protein L23,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10883
b3317,0.138497842,rplB,50S ribosomal subunit protein L2,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10865
b3313,0.13298771880000002,rplP,50S ribosomal subunit protein L16,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10877
b3319,0.13010933160000002,rplD,50S ribosomal subunit protein L4,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10867
b3312,0.1209021732,rpmC,50S ribosomal subunit protein L29,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10887
b3311,0.12082811160000001,rpsQ,30S ribosomal subunit protein S17,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10916
b3320,0.1184147779,rplC,50S ribosomal subunit protein L3,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,YqhC,YihW,YebK,YhjC,YedW,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10866
b3302,0.1080230397,rpmD,50S ribosomal subunit protein L30,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10888
b3321,0.1059424632,rpsJ,30S ribosomal subunit protein S10,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,YdhB,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10909
b3304,0.1052579047,rplR,50S ribosomal subunit protein L18,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10879
b3303,0.1050661854,rpsE,30S ribosomal subunit protein S5,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10904
b3301,0.1015208388,rplO,50S ribosomal subunit protein L15,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10876
b4202,0.0986977195,rpsR,30S ribosomal subunit protein S18,"Translation, ribosomal structure and biogenesis",rpsF-priB-rpsR-rplI,"RpoD,Crp,ppGpp,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10917
b3305,0.0977727025,rplF,50S ribosomal subunit protein L6,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10869
b4203,0.09463494700000001,rplI,50S ribosomal subunit protein L9,"Translation, ribosomal structure and biogenesis",rpsF-priB-rpsR-rplI,"RpoD,Crp,ppGpp,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10870
b3984,0.0918755601,rplA,50S ribosomal subunit protein L1,"Translation, ribosomal structure and biogenesis",rplKAJL-rpoBC,"ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10864
b4201,0.0908800045,priB,primosomal replication protein N,"Replication, recombination and repair",rpsF-priB-rpsR-rplI,"RpoD,Crp,ppGpp,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10764
b4200,0.0889885509,rpsF,30S ribosomal subunit protein S6,"Translation, ribosomal structure and biogenesis",rpsF-priB-rpsR-rplI,"RpoD,Crp,ppGpp,GlaR,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10905
b3300,0.0888692626,secY,Sec translocon subunit SecY,"Intracellular trafficking, secretion, and vesicular transport",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10766
b3306,0.0880446015,rpsH,30S ribosomal subunit protein S8,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10907
b3983,0.0862121211,rplK,50S ribosomal subunit protein L11,"Translation, ribosomal structure and biogenesis",rplKAJL-rpoBC,"ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10872
b3307,0.0850815691,rpsN,30S ribosomal subunit protein S14,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"YcjW,ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10913
b3340,0.0819337594,fusA,elongation factor G,"Translation, ribosomal structure and biogenesis",rpsLG-fusA-tufA,"RpoE,RpsG,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10360
b3231,0.0816267989,rplM,50S ribosomal subunit protein L13,"Translation, ribosomal structure and biogenesis",rplM-rpsI,"RpoD,Fis,Fnr,Crp,ppGpp,RplM,SrmB,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10874
b3308,0.08013497750000001,rplE,50S ribosomal subunit protein L5,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10868
b3341,0.0792157928,rpsG,30S ribosomal subunit protein S7,"Translation, ribosomal structure and biogenesis",rpsLG-fusA-tufA,"ppGpp,RpsG,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10906
b3230,0.07840276040000001,rpsI,30S ribosomal subunit protein S9,"Translation, ribosomal structure and biogenesis",rplM-rpsI,"RpoD,YdcN,Fis,Fnr,Crp,ppGpp,RplM,SrmB,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10908
b3296,0.0778883569,rpsD,30S ribosomal subunit protein S4,"Translation, ribosomal structure and biogenesis",rpsMKD-rpoA-rplQ,"RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10903
b3294,0.07775422700000001,rplQ,50S ribosomal subunit protein L17,"Translation, ribosomal structure and biogenesis",rpsMKD-rpoA-rplQ,"RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10878
b3295,0.0777274019,rpoA,RNA polymerase subunit alpha,Transcription,rpsMKD-rpoA-rplQ,"RpoD,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10893
b0170,0.0776679468,tsf,protein chain elongation factor EF-Ts,"Translation, ribosomal structure and biogenesis",tff-rpsB-tsf,"RpoD,RpsB,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11033
b2607,0.07645821650000001,trmD,tRNA m(1)G37 methyltransferase,"Translation, ribosomal structure and biogenesis",rpsP-rimM-trmD-rplS,"RpoD,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11023
b2608,0.0752762299,rimM,ribosome maturation factor RimM,"Translation, ribosomal structure and biogenesis",rpsP-rimM-trmD-rplS,"RpoD,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11153
b3167,0.0748372588,rbfA,30S ribosome binding factor,"Translation, ribosomal structure and biogenesis",metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,"RpoD,Fis,Crp,ArgR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11178
b3309,0.0739510828,rplX,50S ribosomal subunit protein L24,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10884
