locus,gene_weight,gene_name,gene_product,cog,regulator,fnr,link
STM3435,0.17856900550000002,rplV,50S ribosomal subunit protein L22,"Translation, ribosomal structure and biogenesis","arcA,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3435
STM3437,0.1764671757,rplB,50S ribosomal subunit protein L2,"Translation, ribosomal structure and biogenesis","arcA,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3437
STM3438,0.1743163673,rplW,50S ribosomal subunit protein L23,"Translation, ribosomal structure and biogenesis","arcA,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3438
STM3439,0.1660510836,rplD,50S ribosomal subunit protein L4,"Translation, ribosomal structure and biogenesis","arcA,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3439
STM3434,0.1649455592,rpsC,30S ribosomal subunit protein S3,"Translation, ribosomal structure and biogenesis","arcA,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3434
STM3433,0.1559990119,rplP,50S ribosomal subunit protein L16,"Translation, ribosomal structure and biogenesis","arcA,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3433
STM3440,0.1555629601,rplC,50S ribosomal subunit protein L3,"Translation, ribosomal structure and biogenesis","arcA,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3440
STM3441,0.14972881500000002,rpsJ,30S ribosomal subunit protein S10,"Translation, ribosomal structure and biogenesis","arcA,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3441
STM3436,0.14304018300000002,rpsS,30S ribosomal subunit protein S19,"Translation, ribosomal structure and biogenesis","arcA,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3436
STM4392,0.12409984680000001,priB,primosomal replication protein N,"Replication, recombination and repair","crp,rpoD",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4392
STM3431,0.1221972315,rpsQ,30S ribosomal subunit protein S17,"Translation, ribosomal structure and biogenesis","arcA,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3431
STM3421,0.1207166415,rplO,50S ribosomal subunit protein L15,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3421
STM3424,0.1199167164,rplR,50S ribosomal subunit protein L18,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3424
STM3422,0.1195268049,rpmD,50S ribosomal subunit protein L30,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3422
