locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b3623,0.23637925580000002,waaU,putative ADP-heptose:LPS heptosyltransferase 4,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11423
b3629,0.23401098380000002,waaS,lipopolysaccharide core biosynthesis protein,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11350
b2032,0.2224086029,wbbK,putative lipopolysaccharide biosynthesis protein,Cell wall/membrane/envelope biogenesis,wbbIJK,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11985
b2035,0.20063360930000002,wbbH,putative O-antigen polymerase,RNA processing and modification,glf-wbbH,"gcvB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11982
b3624,0.1797189509,waaZ,lipopolysaccharide core biosynthesis protein WaaZ,"Translation, ribosomal structure and biogenesis",rirA-waaQGPSBOJYZU,"RpoD,MarA,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11426
b2037,0.17764165010000002,rfbX,polyisoprenol-linked O-antigen repeat unit flippase,Function unknown,rfbBDACX,"gcvB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11980
b1550,0.1736770144,gnsB,Qin prophage%3B protein GnsB,Function unknown,gnsB,,https://ecocyc.org/gene?orgid=ECOLI&id=G6823
b3625,0.1615811433,waaY,lipopolysaccharide core heptose (II) kinase,Signal transduction mechanisms,rirA-waaQGPSBOJYZU,"RpoD,MarA,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11425
b3626,0.1540633365,waaJ,UDP-glucose:(glucosyl)LPS alpha-1%2C2-glucosyltransferase,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11353
b4571,0.14644469370000002,wbbL,interrupted rhamnosyltransferase WbbL,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11986
b0564,0.1292160625,appY,DNA-binding transcriptional activator AppY,Transcription,appY,"RpoD,RpoS,ArcA,DpiA,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10050
b2034,0.12695914960000002,wbbI,beta-1%2C6-galactofuranosyltransferase,Cell wall/membrane/envelope biogenesis,wbbIJK,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11983
b1457,0.12364378720000001,ydcD,uncharacterized protein YdcD,No COG annotation,rhsE-ydcD,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11760
b2036,0.1236370819,glf,UDP-galactopyranose mutase,"Translation, ribosomal structure and biogenesis",glf-wbbH,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=EG11981
b3627,0.10863875640000001,waaO,UDP-D-glucose:(glucosyl)LPS alpha-1%2C3-glucosyltransferase,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11352
b2038,0.09727280940000001,rfbC,dTDP-4-dehydrorhamnose 3%2C5-epimerase,Nucleotide transport and metabolism,rfbBDACX,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11979
b2352,0.0910473089,yfdI,CPS-53 (KpLE1) prophage%3B serotype specific glucosyl transferase,No COG annotation,yfdGHI,,https://ecocyc.org/gene?orgid=ECOLI&id=G7221
b4735,0.0902009358,ybgU,protein YbgU,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16730
b2858,0.0879668086,ygeN,putative type III secretion system protein,No COG annotation,,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=G7478
b2033,0.0872840191,wbbJ,putative acyl transferase,Function unknown,wbbIJK,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=EG11984
b4744,0.0865176237,ynaM,Rac prophage%3B protein YnaM,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16738
b3628,0.0831132884,waaB,UDP-D-galactose:(glucosyl)lipopolysaccharide-1%2C6-D-galactosyltransferase,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11351
b3512,0.0804529531,gadE,DNA-binding transcriptional activator GadE,Transcription,gadEF-mdtEF,"PhoP,RpoD,RpoS,GadW,YdeO,Crp,ArcA,EvgA,H-NS,GadX,FliZ,GadE,Nac,ppGpp,ArrS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11544
b1353,0.0781939526,sieB,Rac prophage%3B phage superinfection exclusion protein,No COG annotation,sieB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12154
b3622,0.07112328550000001,waaL,O-antigen ligase,Cell wall/membrane/envelope biogenesis,rfaD-waaFCL,"RpoD,RpoH,RpoE",https://ecocyc.org/gene?orgid=ECOLI&id=EG11424
b4721,0.071050159,ytiD,protein YtiD,No COG annotation,,"RpoD,ppGpp,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=G0-16687
b2642,0.0698019929,yfjW,CP4-57 prophage%3B uncharacterized protein YfjW,No COG annotation,yfjW,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7377
b0702,0.0669866904,ybfB,uncharacterized protein YbfB,No COG annotation,,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=EG11522
b0498,0.0657071932,ybbC,PF15631 family protein YbbC,Function unknown,rhsD-ybbC-ylbH-ybbD,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11769
b2039,0.0652887789,rfbA,dTDP-glucose pyrophosphorylase,Cell wall/membrane/envelope biogenesis,rfbBDACX,"gcvB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11978
b1557,0.062920535,cspB,Qin prophage%3B cold shock-like protein CspB,Transcription,cspB,ZraR,https://ecocyc.org/gene?orgid=ECOLI&id=EG12203
b1137,0.0623218613,ymfD,e14 prophage%3B putative SAM-dependent methyltransferase,Coenzyme transport and metabolism,ymfED,,https://ecocyc.org/gene?orgid=ECOLI&id=G6582
b3817,0.0587323864,yigF,DUF2628 domain-containing protein YigF,Function unknown,yigGF,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11464
b4748,0.0569980765,ynfT,Qin prophage%3B protein YnfT,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16742
b0327,-0.062195324100000005,yahM,uncharacterized protein YahM,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6192
