locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1143,0.4914498511,ymfI,e14 prophage%3B protein YmfI,No COG annotation,ymfI,,https://ecocyc.org/gene?orgid=ECOLI&id=G6587
b1145,0.3793513677,ymfK,e14 prophage%3B putative repressor protein YmfK,Transcription,ymfK,,https://ecocyc.org/gene?orgid=ECOLI&id=G6589
b1139,0.2656057948,lit,e14 prophage%3B cell death peptidase Lit,"Post-translational modification, protein turnover,and chaperones",lit,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10535
b1137,0.25468698370000004,ymfD,e14 prophage%3B putative SAM-dependent methyltransferase,Coenzyme transport and metabolism,ymfED,,https://ecocyc.org/gene?orgid=ECOLI&id=G6582
b1159,0.2367375579,mcrA,e14 prophage%3B 5-methylcytosine-specific restriction enzyme McrA,Defense mechanisms,mcrA,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG10573
b1138,0.2022181362,ymfE,e14 prophage%3B uncharacterized protein YmfE,No COG annotation,ymfED,,https://ecocyc.org/gene?orgid=ECOLI&id=G6583
b1140,0.1428629895,intE,e14 prophage%3B putative integrase,"Replication, recombination and repair",ymfH-xisE-intE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12370
b1155,0.1282857573,tfaP,e14 prophage%3B putative tail fiber assembly protein TfaP,Function unknown,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,,https://ecocyc.org/gene?orgid=ECOLI&id=G6598
b1141,0.0928305264,xisE,e14 prophage%3B putative excisionase,Function unknown,ymfH-xisE-intE,,https://ecocyc.org/gene?orgid=ECOLI&id=G6585
b1156,0.0849897862,tfaE,e14 prophage%3B putative tail fiber assembly protein TfaE,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11120
b1144,0.0833041758,ymfJ,e14 prophage%3B protein YmfJ,No COG annotation,ymfJ,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6588
b1160,-0.085044439,iraM,anti-adaptor protein IraM%2C inhibitor of sigma(S) proteolysis,Transcription,,"RpoD,ArcA,Fnr,PhoP",https://ecocyc.org/gene?orgid=ECOLI&id=G6600
b4519,-0.17072347570000002,icdC,protein IcdC,Energy production and conversion,icdC,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10556
