locus,gene_weight,gene_name,gene_product,cog,regulator,link
b3495,0.3068246281916422,uspA,universal stress global stress response regulator,Signal transduction mechanisms,"RpoD,IHF,ppGpp,FadR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11390
b3493,0.2346861024651803,pitA,metal phosphate:H(+) symporter PitA,Inorganic ion transport and metabolism,"Fnr,ppGpp,mgrR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12230
b3500,0.2288229448648099,gor,glutathione reductase (NADPH),Energy production and conversion,"OxyR,RpoD,RpoS,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10412
b3499,0.2164537409233498,rlmJ,23S rRNA m(6)A2030 methyltransferase,"Translation, ribosomal structure and biogenesis",,https://ecocyc.org/gene?orgid=ECOLI&id=EG12234
b3498,0.2158142089311084,prlC,oligopeptidase A,Amino acid transport and metabolism,RpoH,https://ecocyc.org/gene?orgid=ECOLI&id=EG11441
b3487,0.1880540150293764,yhiI,putative membrane fusion protein YhiI,Cell wall/membrane/envelope biogenesis,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12224
b3494,0.1786544712261517,uspB,putative universal stress (ethanol tolerance) protein B,Function unknown,"RpoS,IHF,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12231
b3497,0.1665927119220845,rsmJ,16S rRNA m(2)G1516 methyltransferase,"Translation, ribosomal structure and biogenesis",RpoH,https://ecocyc.org/gene?orgid=ECOLI&id=EG12233
b3496,0.1661067239095661,dtpB,dipeptide/tripeptide:H(+) symporter DtpB,"Intracellular trafficking, secretion, and vesicular transport","YfeC,Lrp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12232
b3492,0.1503720909232059,yhiN,putative oxidoreductase YhiN,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12229
b3486,0.1370447776014479,rbbA,ribosome-associated ATPase,Defense mechanisms,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12223
b3485,0.1322612796686017,yhhJ,ABC transporter family protein YhhJ,Defense mechanisms,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11767
b3483,0.1267719036667171,yhhH,PF15631 family protein YhhH,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11520
b3503,0.1164687721348599,arsC,arsenate reductase,Inorganic ion transport and metabolism,"RpoD,ArsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12237
