locus,gene_weight,gene_name,gene_product,cog,regulator,link
SP5448_01205,0.1738446039,rpmH,50S ribosomal protein L34,"Translation, ribosomal structure and biogenesis",,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.208%22)
SP5448_08480,0.1465995473,rpsO,30S ribosomal protein S15,"Translation, ribosomal structure and biogenesis","S15,Rgg",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1637%22)
SP5448_02530,0.1464027218,copZ,carbonate dehydratase,Energy production and conversion,"CopR,Rgg,Nra_transition_M49",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.464%22)
SP5448_00995,0.1288646481,SP5448_00995,hypothetical protein,Function unknown,,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.165%22)
SP5448_08935,0.12658195960000002,cspD,cold-shock protein,Transcription,"CovR,Nra_transition_M49",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1733%22)
SP5448_01780,0.1245921937,rpsR,30S ribosomal protein S18,"Translation, ribosomal structure and biogenesis",Rgg,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.315%22)
SP5448_01525,0.1199497954,rpmB,50S ribosomal protein L28,"Translation, ribosomal structure and biogenesis",Rgg,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.264%22)
SP5448_06305,0.1158564469,ylqC,RNA-binding protein,"Replication, recombination and repair",Rgg,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1208%22)
SP5448_01605,0.1149212929,rpsN_2,30S ribosomal protein S14,"Translation, ribosomal structure and biogenesis","AdcR,Mga,PerR_M14,Nra_transition_M49",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.280%22)
SP5448_03380,0.1106681287,ykuJ,hypothetical protein,Function unknown,"Mga,Rgg,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.627%22)
SP5448_00205,0.1097053245,acpP1,acyl carrier protein,Function unknown,"Irr_EE_M6,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.19%22)
SP5448_04395,0.1043968822,SP5448_04395,hypothetical protein,Function unknown,Phage_3,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.826%22)
SP5448_00745,0.1020066786,XK27_01125,transposase,"Replication, recombination and repair","CovR,Mga,Mga,CovR,CovR,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.111%22)
SP5448_07090,0.1019803055,XK27_12190,seryl-tRNA synthetase,Function unknown,"Irr_EE_M6,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1364%22)
SP5448_08785,0.0979187643,SP5448_08785,hypothetical protein,Function unknown,"CovR,TrxR_M1,Mga,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1699%22)
SP5448_01710,0.0933751446,SP5448_01710,membrane protein,Function unknown,TrxR_M1,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.301%22)
SP5448_04170,0.09207338720000001,SP5448_04170,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Function unknown,,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.783%22)
SP5448_06990,0.0917916805,SP5448_06990,hypothetical protein,Function unknown,,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1344%22)
SP5448_09190,0.0881110152,rpmG,50S ribosomal protein L33,"Translation, ribosomal structure and biogenesis",Rgg,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1784%22)
SP5448_01650,0.0854476341,yaaK,hypothetical protein,Function unknown,Irr_LE_M6,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.289%22)
SP5448_03520,0.08532355450000001,SP5448_03520,hypothetical protein,Function unknown,"Nra_transition_M49,Nra_stationary_M49,Phage_2",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.653%22)
SP5448_06445,0.07978312500000001,rplT,50S ribosomal protein L20,"Translation, ribosomal structure and biogenesis","L20_leader,Rgg",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1236%22)
SP5448_01865,-0.0821950295,SP5448_01865,transposase,"Replication, recombination and repair",,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.331%22)
