locus,gene_weight,gene_name,gene_product,COG,operon,regulator,ResD,link
BSU_03300,0.222292754,nasD,assimilatory nitrite reductase (subunit),Energy production and conversion,"nasB->nasF, nasD->nasF","ResD,SigA,TnrA,NsrR,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03300
BSU_37360,0.16318343,sboX,bacteriocin-like product,No COG category,sboA->albG,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37360
BSU_37350,0.15935700500000002,sboA,subtilosin A,No COG category,sboA->albG,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37350
BSU_03290,0.144618305,nasE,assimilatory nitrite reductase (subunit),Inorganic ion transport and metabolism,"nasB->nasF, nasD->nasF","ResD,SigA,TnrA,NsrR,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03290
BSU_07380,0.13838672500000002,yfmQ,unknown,Function unknown,yfmQ,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07380
BSU_37310,0.12806905500000001,fnr,transcription regulator (Crp family),Transcription,"fnr, narK->fnr","ResD,SigA,Fnr,NsrR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37310
BSU_04240,0.12534341400000001,ydzA,unknown,Amino acid transport and metabolism,ydzA,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04240
BSU_03280,0.106154833,nasF,uroporphyrinogen methyltransferase,Coenzyme transport and metabolism,"nasB->nasF, nasD->nasF","ResD,SigA,TnrA,NsrR,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03280
BSU_12080,0.10501909300000001,ctaO,heme O synthase (minor enzyme),"Post-translational modification, protein turnover, and chaperones",ctaO,AbrB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12080
BSU_20580,0.104355393,yoqM,unknown,Function unknown,yoqM,AbrB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20580
BSU_14870,0.102514143,ctaA,heme A synthase,"Post-translational modification, protein turnover, and chaperones",ctaA,"ResD,SigA,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14870
BSU_03950,0.09759975300000001,ycnJ,copper transporter,Inorganic ion transport and metabolism,ycnK->ycnI,"SigA,YcnK,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03950
BSU_03940,0.09622169100000001,ycnI,unknown,Function unknown,ycnK->ycnI,"SigA,YcnK,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03940
BSU_38740,0.094745889,cydC,[SW|ABC transporter]  (ATP-binding protein),Defense mechanisms,cydA->cydD,"ResD,Rex,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38740
BSU_03960,0.09390712,ycnK,"transcription repressor, [SW|DeoR family]",Transcription,ycnK->ycnI,"SigA,YcnK,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03960
BSU_06390,0.093192653,yebD,unknown,No COG category,yebD,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06390
BSU_10130,0.08586415800000001,hemH,coproporphyrin ferrochelatase,Coenzyme transport and metabolism,hemE->hemY,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10130
BSU_10140,0.085605187,hemY,coproporphyrinogen oxidase,Coenzyme transport and metabolism,hemE->hemY,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10140
BSU_10120,0.085434801,hemE,uroporphyrinogen decarboxylase (uroporphyrinogen III),Coenzyme transport and metabolism,hemE->hemY,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10120
BSU_11990,0.084223166,yjdB,unknown,No COG category,yjdB,"PhoP,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11990
BSU_38730,0.08416506400000001,cydD,ABC transporter  (ATP-binding protein),Defense mechanisms,"cydA->cydD, cydD","ResD,Rex,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38730
BSU_19140,0.08286921300000001,yozB,unknown,Function unknown,yozB,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19140
BSU_23140,0.08157765800000001,resB,part of the [[protein|495721E4B8BF6FEC01E62E86339560F90776EED1]]-[[protein|97FE84CF968596AC39D19EE2E43DA625147FD702]] haem translocase,"Post-translational modification, protein turnover, and chaperones","rluB->recA, resA->resE","ResD,SigA,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23140
BSU_23150,0.080833138,resA,extracytoplasmic thioredoxin,Energy production and conversion,"rluB->recA, resA->resE","ResD,SigA,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23150
BSU_13040,0.08064169900000001,hmp,flavohemoglobin,Energy production and conversion,"hmp, hmp->ykjA","ResD,SigA,NsrR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13040
BSU_37370,0.080441228,albA,radical S-adenosylmethionine enzyme,Energy production and conversion,sboA->albG,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37370
BSU_37410,0.08023567200000001,albE,processing protease,No COG category,sboA->albG,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37410
BSU_23130,0.07930242600000001,resC,part of the [[protein|495721E4B8BF6FEC01E62E86339560F90776EED1]]-[[protein|97FE84CF968596AC39D19EE2E43DA625147FD702]] haem translocase,"Post-translational modification, protein turnover, and chaperones","rluB->recA, resA->resE","ResD,SigA,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23130
BSU_37390,0.079000101,albC,[SW|ABC transporter ](ATP-binding protein),Defense mechanisms,sboA->albG,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37390
BSU_37380,0.078462552,albB,unknown,No COG category,sboA->albG,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37380
BSU_04510,0.07705253100000001,ydbL,unknown,Function unknown,ydbL,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04510
BSU_37400,0.075632802,albD,ABC transporter (membrane protein),No COG category,sboA->albG,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37400
BSU_37420,0.075425265,albF,unknown,No COG category,sboA->albG,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37420
BSU_30660,0.073365104,ytkA,unknown,Function unknown,ytkA->dps,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30660
BSU_38750,0.071939906,cydB,"cytochrome bd ubiquinol oxidase (subunit II), high affinity terminal oxidase",Energy production and conversion,cydA->cydD,"ResD,Rex,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38750
BSU_23120,0.071923762,resD,two-component response regulator ([SW|OmpR family]),Signal transduction,"rluB->recA, resA->resE, resD->resE","ResD,SigA,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23120
BSU_23110,0.071608186,resE,two-component sensor kinase,Signal transduction,"rluB->recA, resA->resE, resD->resE","ResD,SigA,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23110
BSU_26890,0.067685968,csn,chitosanase,No COG category,csn,AbrB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU26890
BSU_06560,0.067371874,yerA,unknown,Nucleotide transport and metabolism,yerA->yerC,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06560
BSU_37430,0.066082215,albG,unknown,No COG category,sboA->albG,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37430
BSU_36780,0.06465530700000001,ywzB,unknown,Function unknown,ywzB->murAA,"SigA,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36780
BSU_37670,0.061932867,hemQ,coproheme decarboxylase,Energy production and conversion,hemQ,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37670
BSU_14890,0.060068548000000006,ctaC,cytochrome-c oxidase (subunit II),Energy production and conversion,ctaB->ctaG,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14890
BSU_39940,0.059559735,yxaL,unknown,Function unknown,yxaJ->yxaL,"Rok,DnaA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39940
BSU_38150,0.05518869,qoxC,cytochrome aa3 quinol oxidase (subunit III),Energy production and conversion,qoxA->qoxD,"CitB,stringent_response",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38150
BSU_38170,0.054568718,qoxA,cytochrome aa3 quinol oxidase (subunit II),Energy production and conversion,qoxA->qoxD,"CitB,stringent_response",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38170
BSU_39250,0.054374546,yxiE,unknown,Signal transduction,bglP->yxiE,"SigA,CcpA,LicT",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39250
BSU_04530,0.053881099999999994,fbpB,"[[protein|F899F1EE27E6D503BCC06BC52E3C7FD80B8EF725]]-regulated basic protein, acts as RNA chaperone for [[protein|CE542AE1A32CCD1ABB259E6159F7A37A8078E189]], response to iron limitation",Function unknown,fbpA->fbpB,Fur,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04530
BSU_38140,0.052407977,qoxD,cytochrome aa3 quinol oxidase (subunit IV),Energy production and conversion,qoxA->qoxD,"CitB,stringent_response",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38140
BSU_14920,0.051942636,ctaF,cytochrome-c oxidase (subunit IV),Energy production and conversion,ctaB->ctaG,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14920
BSU_14900,0.050531528000000006,ctaD,cytochrome-c oxidase (subunit I),Energy production and conversion,ctaB->ctaG,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14900
BSU_38160,0.050014983000000006,qoxB,cytochrome aa3 quinol oxidase (subunit I),No COG category,qoxA->qoxD,"CitB,stringent_response",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38160
BSU_36810,0.049773867000000006,atpD,ATP synthase (subunit beta)),Energy production and conversion,atpI->atpC,stringent_response,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36810
BSU_05720,0.049714972,ydhE,unknown,Energy production and conversion,ydhE,LiaR,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05720
BSU_36800,0.048571588000000006,atpC,ATP synthase (subunit epsilon),Energy production and conversion,atpI->atpC,stringent_response,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36800
BSU_36820,0.048526707,atpG,ATP synthase (subunit gamma),Energy production and conversion,atpI->atpC,stringent_response,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36820
BSU_14910,0.048266499000000004,ctaE,cytochrome-c oxidase (subunit III),Energy production and conversion,ctaB->ctaG,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14910
BSU_14880,0.047138038,ctaB,heme O synthase (major enzyme),No COG category,ctaB->ctaG,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14880
BSU_33120,0.047028426000000005,liaH,unknown,Transcription,"liaI->liaH, liaI->liaR","SigA,LiaR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33120
BSU_38130,-0.06944167,ywcE,holin,Function unknown,ywcE,"ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38130
