locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b3495,0.3186251557,uspA,universal stress global stress response regulator,Signal transduction mechanisms,uspA,"RpoD,IHF,ppGpp,FadR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11390
b3500,0.2385734011,gor,glutathione reductase (NADPH),Energy production and conversion,gor,"OxyR,RpoD,RpoS,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10412
b3498,0.2316655391,prlC,oligopeptidase A,Amino acid transport and metabolism,prlC-rsmJ,RpoH,https://ecocyc.org/gene?orgid=ECOLI&id=EG11441
b3493,0.22485925310000002,pitA,metal phosphate:H(+) symporter PitA,Inorganic ion transport and metabolism,pitA,"Fnr,ppGpp,mgrR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12230
b3499,0.2231694006,rlmJ,23S rRNA m(6)A2030 methyltransferase,"Translation, ribosomal structure and biogenesis",rlmJ,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12234
b3487,0.2172670335,yhiI,putative membrane fusion protein YhiI,Cell wall/membrane/envelope biogenesis,yhiI-rbbA-yhhJ,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12224
b3494,0.1862177635,uspB,putative universal stress (ethanol tolerance) protein B,Function unknown,uspB,"RpoS,IHF,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12231
b3497,0.1752943435,rsmJ,16S rRNA m(2)G1516 methyltransferase,"Translation, ribosomal structure and biogenesis",prlC-rsmJ,RpoH,https://ecocyc.org/gene?orgid=ECOLI&id=EG12233
b3496,0.1676882801,dtpB,dipeptide/tripeptide:H(+) symporter DtpB,"Intracellular trafficking, secretion, and vesicular transport",dtpB,"YfeC,Lrp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12232
b3486,0.1618797669,rbbA,ribosome-associated ATPase,Defense mechanisms,yhiI-rbbA-yhhJ,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12223
b3492,0.15861838790000002,yhiN,putative oxidoreductase YhiN,Function unknown,yhiN,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12229
b3485,0.14414045450000001,yhhJ,ABC transporter family protein YhhJ,Defense mechanisms,yhiI-rbbA-yhhJ,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11767
b3503,0.1155579921,arsC,arsenate reductase,Inorganic ion transport and metabolism,arsRBC,"RpoD,ArsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12237
b3483,0.1032389325,yhhH,PF15631 family protein YhhH,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11520
b3501,0.09743084240000001,arsR,DNA-binding transcriptional repressor ArsR,Transcription,arsRBC,"RpoD,ArsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12235
b3488,0.0825509079,yhiJ,DUF4049 domain-containing protein YhiJ,Function unknown,yhiJ,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG12225
