locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2038,0.26043666520000003,pduA,propanediol utilization protein,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2038
STM2042,0.2551239262,pduE,propanediol utilization dehydratase%2C small subunit,"Secondary metabolites biosynthesis, transport, and catabolism",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2042
STM2040,0.23733925320000002,pduC,propanediol utilization dehydratase%2C large subunit,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2040
STM2039,0.23330498460000001,pudB,propanediol utilization protein,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2039
STM2041,0.2264479348,pduD,propanediol utilization dehydratase%2C medium subunit,"Secondary metabolites biosynthesis, transport, and catabolism",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2041
STM2044,0.2245538976,pduH,propanediol utilization diol dehydratase reactivation protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2044
STM2046,0.2091605084,pduK,propanediol utilization protein,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2046
STM2043,0.208213431,pduG,propanediol utilization diol dehydratase reactivation protein,"Cell cycle control, cell division, chromosome partitioning",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2043
STM2047,0.205305058,pduL,propanediol utilization protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2047
STM2049,0.1854206554,pduN,propanediol utilization protein,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2049
STM2048,0.1786590481,pduM,propanediol utilization protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2048
STM2050,0.1739133708,pduO,propanediol utilization B12 related protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2050
STM2052,0.1721821744,pduQ,propanediol utilization propanol dehydrogenase,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2052
STM2054,0.165949265,pduT,propanediol utilization protein,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2054
STM2051,0.1592025518,pduP,propanediol utilization CoA-dependent propionaldehyde dehydrogenase,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2051
STM2053,0.1536021871,pduS,propanediol utilization protein,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2053
STM2056,0.1441043838,pduV,propanediol utilization protein,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2056
STM2055,0.14407129470000002,pduU,propanediol utilization protein,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2055
STM2057,0.1051093673,pduW,propanediol utilization propionate kinase,Coenzyme transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2057
