locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1147,0.18584116350000002,ymfL,e14 prophage%3B uncharacterized protein YmfL,No COG annotation,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,,https://ecocyc.org/gene?orgid=ECOLI&id=G6591
b1144,0.163030795,ymfJ,e14 prophage%3B protein YmfJ,No COG annotation,ymfJ,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6588
b4519,0.1389297145,icdC,protein IcdC,Energy production and conversion,icdC,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10556
b2616,0.1384763579,recN,DNA repair protein RecN,"Replication, recombination and repair",recN,"RpoD,DnaA,LexA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10831
b0958,0.1296643599,sulA,cell division inhibitor SulA,"Cell cycle control, cell division, chromosome partitioning",sulA,"RpoD,LexA,RcdA,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10984
b4693,0.12007416180000001,aaaE,e14 prophage,No COG Annotation,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16720
b4567,0.0986947467,yjjZ,protein YjjZ,Function unknown,yjjZ,"RpoD,ppGpp,OxyR,Fur",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10474
b1141,0.0918074886,xisE,e14 prophage%3B putative excisionase,Function unknown,ymfH-xisE-intE,,https://ecocyc.org/gene?orgid=ECOLI&id=G6585
b1848,0.0899745399,yebG,DNA damage-inducible protein YebG,Function unknown,yebG,"RpoD,LexA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11808
b2681_1,0.0848749208,ygaY_1,,No COG Annotation,ygaY_1Y_2,,
b1596,0.0792985985,ynfM,putative transporter YnfM,Amino acid transport and metabolism,ynfM,YidZ,https://ecocyc.org/gene?orgid=ECOLI&id=G6854
b3161,-0.0835647021,mtr,tryptophan:H(+) symporter Mtr,Amino acid transport and metabolism,mtr,"RpoD,IHF,HU,TyrR,TrpR,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10617
b0683,-0.4590049601,fur,DNA-binding transcriptional dual regulator Fur,Transcription,fldA-uof-fur,"RpoD,Crp,OxyR,SoxS,Fur,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10359
