locus,gene_weight,gene_name,gene_product,cog,regulator,ppGpp,PurR,link
b3654,0.3014457638076322,xanP,xanthine:H(+) symporter XanP,Nucleotide transport and metabolism,ppGpp,True,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11194
b2499,0.2609236698601139,purM,phosphoribosylformylglycinamide cyclo-ligase,Nucleotide transport and metabolism,"RpoD,ppGpp,PurR,Fnr,Lrp",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10798
b1849,0.2362730749458244,purT,phosphoribosylglycinamide formyltransferase 2,Nucleotide transport and metabolism,"RpoD,ppGpp,PurR,Lrp",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11809
b0523,0.2287604171019016,purE,N(5)-carboxyaminoimidazole ribonucleotide mutase,Nucleotide transport and metabolism,"RpoD,PurR,ppGpp",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10793
b0522,0.2181873001674365,purK,5-(carboxyamino)imidazole ribonucleotide synthase,Nucleotide transport and metabolism,"RpoD,PurR,ppGpp",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10796
b2557,0.217916415691597,purL,phosphoribosylformylglycinamide synthetase,Nucleotide transport and metabolism,"RpoD,PurR,ppGpp",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10797
b4006,0.2088363041439668,purH,bifunctional AICAR transformylase/IMP cyclohydrolase,Nucleotide transport and metabolism,"RpoD,PhoP,ppGpp,PurR,RbsR",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10795
b2476,0.2043624491093223,purC,phosphoribosylaminoimidazole-succinocarboxamide synthase,Nucleotide transport and metabolism,"RpoD,ppGpp,PurR",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10791
b4005,0.1935419190113792,purD,phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,"RpoD,PhoP,ppGpp,PurR,RbsR",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10792
b2313,0.1804916606297437,cvpA,colicin V production protein,Function unknown,"RpoD,ppGpp,PurR,ArgR",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10169
b4064,0.1739333844365244,ghxP,guanine/hypoxanthine transporter GhxP,Function unknown,ppGpp,True,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11939
b2312,0.1726914224992465,purF,amidophosphoribosyltransferase,Nucleotide transport and metabolism,"RpoD,ppGpp,PurR",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10794
b2500,0.151426488006705,purN,phosphoribosylglycinamide formyltransferase 1,Nucleotide transport and metabolism,"RpoD,PurR,Fnr",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10799
b1131,0.0977442824424038,purB,adenylosuccinate lyase,Nucleotide transport and metabolism,"RpoD,ppGpp,PurR",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11314
b3714,0.0974021150852344,adeP,adenine:H(+) symporter,Function unknown,ppGpp,True,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11724
b1687,0.0819749457236583,ydiJ,putative FAD-linked oxidoreductase,Energy production and conversion,YeiE,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6913
b1062,0.0757249483534653,pyrC,dihydroorotase,Nucleotide transport and metabolism,"RpoD,ppGpp,PurR,Fur",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10806
b2913,0.0717558026957971,serA,phosphoglycerate dehydrogenase,Amino acid transport and metabolism,"RpoD,gcvB,Crp,Nac,ppGpp,Lrp",True,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10944
b2551,0.0620683976174807,glyA,serine hydroxymethyltransferase,Amino acid transport and metabolism,"RpoD,MetR,PurR",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10408
b0529,0.0607782617222709,folD,bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/ 5%2C10-methylene-tetrahydrofolate cyclohydrolase,Nucleotide transport and metabolism,,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10328
b1623,-0.1213078059563274,add,adenosine deaminase,Nucleotide transport and metabolism,"RpoD,RbsR",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10030
b1660,-0.1390665867057009,ydhC,putative transporter YdhC,Amino acid transport and metabolism,,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12141
