locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b3267,0.3526061842,yhdV,lipoprotein YhdV,Function unknown,yhdV,"YdcI,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7695
b4518,0.19363748930000002,ymdF,conserved protein YmdF,No COG annotation,ymdF,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10443
b2250,0.1322544619,yfaZ,putative porin YfaZ,Function unknown,yfaZ,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7163
b1867,0.1270196204,yecD,putative hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",yecDE,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG12378
b3238,0.1199815495,yhcN,DUF1471 domain-containing stress-induced protein YhcN,Function unknown,yhcN,"ppGpp,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G7683
b3552,0.11668184640000001,yiaD,PF13488 family lipoprotein YiaD,Cell wall/membrane/envelope biogenesis,yiaD,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG12271
b1868,0.1155445517,yecE,DUF72 domain-containing protein YecE,Function unknown,yecDE,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG12379
b0627,0.1092047238,tatE,twin arginine protein translocation system - TatE protein,"Intracellular trafficking, secretion, and vesicular transport",tatE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11305
b2107,0.0998812077,rcnB,periplasmic protein involved in nickel/cobalt export,Function unknown,rcnAB,"RpoD,omrA,omrB,Fur,RcnR",https://ecocyc.org/gene?orgid=ECOLI&id=G7139
b4156,0.096996102,yjeM,putative transporter YjeM,Inorganic ion transport and metabolism,yjeM,"ppGpp,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12475
b0773,0.0952239953,ybhB,putative kinase inhibitor,Function unknown,ybhB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11238
b2749,0.09162562590000001,ygbE,conserved inner membrane protein YgbE,Function unknown,ygbE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12707
b0161,0.09161188170000001,degP,periplasmic serine endoprotease DegP,"Post-translational modification, protein turnover,and chaperones",degP,"RpoE,H-NS,CpxR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10463
b1743,0.08571967550000001,spy,ATP-independent periplasmic chaperone,Cell motility,spy,"RpoD,CpxR,BaeR,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6939
b4157,0.0741791768,yjeN,protein YjeN,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7838
b3405,0.0726418161,ompR,DNA-binding transcriptional dual regulator OmpR,Transcription,ompR-envZ,"RpoD,omrA,omrB,Crp,IHF,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10672
b4217,0.071382366,ytfK,DUF1107 domain-containing protein YtfK,Function unknown,ytfK,"PhoB,RpoS,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7872
b3369,0.0702019878,yhfL,DUF4223 domain-containing lipoprotein YhfL,Function unknown,yhfL,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7722
b0709,0.0683753548,dtpD,dipeptide:H(+) symporter DtpD,"Intracellular trafficking, secretion, and vesicular transport",dtpD,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6378
b0964,-0.08640787030000001,yccT,DUF2057 domain-containing protein YccT,Function unknown,yccT,"OmpR,CsgD,GlaR,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6498
b3089,-0.1165434409,sstT,serine/threonine:Na(+) symporter,Amino acid transport and metabolism,sstT,"gcvB,Lrp,OmpR,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG12732
b0929,-0.2812325806,ompF,outer membrane porin F,Cell wall/membrane/envelope biogenesis,ompF,"RpoD,PhoB,RstA,micF,ipeX,RpoS,Fur,IHF,EnvY,Crp,OmpR,CpxR,Nac,rybB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10671
