,name,x,y,cog,color,link
meta,start,0.0563928365592049,,,,
ABUW_6001,ABUW_6001,1,0.0043731882,No COG annotation,#87cefa,
ABUW_6002,ABUW_6002,1185,0.0066516139000000005,No COG annotation,#87cefa,
ABUW_6003,ABUW_6003,1642,-0.013786878300000001,No COG annotation,#87cefa,
ABUW_5001,repAci1,1,0.000301676,"Replication, recombination and repair",#ff00ff,
ABUW_5002,ABUW_5002,944,0.009301633200000001,No COG annotation,#87cefa,
ABUW_5003,ABUW_5003,1539,0.0072734289,No COG annotation,#87cefa,
ABUW_5004,ABUW_5004,1871,-0.0064440894,Function unknown,#708090,
ABUW_5005,ABUW_5005,2586,-0.0135618895,No COG annotation,#87cefa,
ABUW_5006,ABUW_5006,2753,0.0085908845,Function unknown,#708090,
ABUW_5007,ABUW_5007,3036,0.0114337124,Function unknown,#708090,
ABUW_5008,ABUW_5008,3478,0.0007090801,Inorganic ion transport and metabolism,#0000ff,
ABUW_5010,ABUW_5010,6194,-0.005398218000000001,No COG annotation,#87cefa,
ABUW_5011,ABUW_5011,6978,-0.0127033408,No COG annotation,#87cefa,
ABUW_5012,ABUW_5012,7151,-0.013141094300000001,No COG annotation,#87cefa,
ABUW_5013,ABUW_5013,7794,-0.0116529272,No COG annotation,#87cefa,
ABUW_5014,ABUW_5014,8170,0.002199153,No COG annotation,#87cefa,
ABUW_0001,dnaA,95,0.0014301723,"Replication, recombination and repair",#ff00ff,
ABUW_0002,dnaN,1590,-0.0024744798,"Replication, recombination and repair",#ff00ff,
ABUW_0003,recF,2753,0.0031140271,"Replication, recombination and repair",#ff00ff,
ABUW_0004,gyrB,3888,0.0021366265,"Replication, recombination and repair",#ff00ff,
ABUW_0005,ABUW_0005,6394,0.004993788000000001,Energy production and conversion,#90ee90,
ABUW_0006,ABUW_0006,6870,-0.0038831266,Function unknown,#708090,
ABUW_0007,ABUW_0007,7678,-0.0059180388,Function unknown,#708090,
ABUW_0008,ABUW_0008,9866,0.0005798004,Carbohydrate transport and metabolism,#ffc0cb,
ABUW_0009,ABUW_0009,11126,-0.0108861941,Carbohydrate transport and metabolism,#ffc0cb,
ABUW_0010,adeT,12476,-0.0326260478,Carbohydrate transport and metabolism,#ffc0cb,
ABUW_0011,ABUW_0011,13605,-0.0069435783,Energy production and conversion,#90ee90,
ABUW_0012,ABUW_0012,13998,-0.0131784733,Lipid transport and metabolism,#40e0d0,
ABUW_0013,anmK,14971,-0.0068446919,Nucleotide transport and metabolism,#00bfbf,
ABUW_0014,tyrS,16160,-0.0053070343,"Translation, ribosomal structure and biogenesis",#000000,
ABUW_0020,ABUW_0020,23706,-0.0041679716000000006,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
ABUW_0021,ABUW_0021,24363,0.0101341264,Cell wall/membrane/envelope biogenesis,#c71585,
ABUW_0022,ABUW_0022,25685,0.0012001278,Function unknown,#708090,
ABUW_0023,ABUW_0023,27176,-0.0057576685,Function unknown,#708090,
ABUW_0024,sun,27363,-0.0061781975000000005,"Translation, ribosomal structure and biogenesis",#000000,
ABUW_0025,fmt,28664,-0.008382317700000001,"Translation, ribosomal structure and biogenesis",#000000,
ABUW_0026,ilvD,29975,-0.0074529506,Amino acid transport and metabolism,#ff0000,
ABUW_0027,ABUW_0027,32118,-0.0022903015,No COG annotation,#87cefa,
ABUW_0028,ABUW_0028,33507,0.015600893400000001,Function unknown,#708090,
ABUW_0029,ABUW_0029,34226,-0.0084011647,Transcription,#f4a460,
ABUW_0030,ABUW_0030,35196,-0.0064328524,Nucleotide transport and metabolism,#00bfbf,
ABUW_0031,ppc,36792,-0.0105158961,Coenzyme transport and metabolism,#008000,
ABUW_0032,ABUW_0032,39518,-0.0003996648,No COG annotation,#87cefa,
ABUW_0033,ABUW_0033,39647,-0.0136897107,Transcription,#f4a460,
ABUW_0034,ABUW_0034,40420,0.010334945600000001,Cell wall/membrane/envelope biogenesis,#c71585,
ABUW_0035,ABUW_0035,41523,0.010343020500000001,Defense mechanisms,#d3d3d3,
ABUW_0036,ABUW_0036,44788,0.006410322,No COG annotation,#87cefa,
ABUW_0037,dnaJ,45270,-0.0005110620000000001,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
