,name,x,y,cog,color,link
meta,start,0.04852223645,,,,
PSPTO_0001,dnaA,339,-0.0086720414,"Replication, recombination and repair",#1e90ff,
PSPTO_0002,dnaN,1913,-0.0018595018,"Replication, recombination and repair",#1e90ff,
PSPTO_0003,recF,3039,-0.0071125291,"Replication, recombination and repair",#1e90ff,
PSPTO_0004,gyrB,4147,-0.0026288317,"Replication, recombination and repair",#1e90ff,
PSPTO_0005,PSPTO_0005,7188,0.0023860491,Defense mechanisms,#90ee90,
PSPTO_0006,PSPTO_0006,8861,-0.0068826316,"Replication, recombination and repair",#1e90ff,
PSPTO_0007,PSPTO_0007,10179,-0.0048056897,Function unknown,#0000ff,
PSPTO_0008,PSPTO_0008,11067,-0.000791535,"Replication, recombination and repair",#1e90ff,
PSPTO_0009,PSPTO_0009,14512,-8.6215e-05,"Replication, recombination and repair",#1e90ff,
PSPTO_5633,PSPTO_5633,15948,0.0110543262,Function unknown,#0000ff,
PSPTO_RS00055,PSPTO_RS00055,16484,-0.0167449453,"Replication, recombination and repair",#1e90ff,
PSPTO_0011,PSPTO_0011,16743,0.0007068424,Function unknown,#0000ff,
PSPTO_RS00065,PSPTO_RS00065,17511,0.0041107104,No COG annotation,#00bfbf,
PSPTO_0014,PSPTO_0014,18573,0.0320366542,No COG annotation,#00bfbf,
PSPTO_0015,PSPTO_0015,19321,0.0050749766,No COG annotation,#00bfbf,
PSPTO_0016,PSPTO_0016,19983,-0.0040102711,No COG annotation,#00bfbf,
PSPTO_0017,PSPTO_0017,20738,-0.0007600645,"Replication, recombination and repair",#1e90ff,
PSPTO_0018,PSPTO_0018,23290,-0.0036687973000000002,"Replication, recombination and repair",#1e90ff,
PSPTO_0019,PSPTO_0019,24096,-0.0045587277,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00100,PSPTO_RS00100,25202,-0.0032468693,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00105,PSPTO_RS00105,25556,0.000229952,No COG annotation,#00bfbf,
PSPTO_RS00110,PSPTO_RS00110,26153,-0.0003422987,No COG annotation,#00bfbf,
PSPTO_RS00115,PSPTO_RS00115,27068,-0.0019788988,No COG annotation,#00bfbf,
PSPTO_0022,PSPTO_0022,28202,-0.0074347666,Transcription,#000000,
PSPTO_0023,PSPTO_0023,29392,-0.0097670052,No COG annotation,#00bfbf,
PSPTO_RS00130,PSPTO_RS00130,30005,-0.0018879090000000001,"Replication, recombination and repair",#1e90ff,
PSPTO_0024,PSPTO_0024,30850,0.0015782513,No COG annotation,#00bfbf,
PSPTO_0025,PSPTO_0025,31338,-0.0055560961,Function unknown,#0000ff,
PSPTO_0026,PSPTO_0026,32022,-0.005280425,No COG annotation,#00bfbf,
PSPTO_0027,PSPTO_0027,33254,0.0013437391,No COG annotation,#00bfbf,
PSPTO_0028,PSPTO_0028,33978,-0.0049191737000000004,"Replication, recombination and repair",#1e90ff,
PSPTO_0029,PSPTO_0029,35933,-0.0002248522,"Replication, recombination and repair",#1e90ff,
PSPTO_0030,PSPTO_0030,36881,-0.0012259967,Function unknown,#0000ff,
PSPTO_0031,PSPTO_0031,39345,-0.000126204,Function unknown,#0000ff,
PSPTO_0032,PSPTO_0032,40884,0.0009414089,Transcription,#000000,
PSPTO_0033,PSPTO_0033,41852,0.0008617666,Transcription,#000000,
PSPTO_0034,PSPTO_0034,42754,-0.0051545565,"Replication, recombination and repair",#1e90ff,
