,name,x,y,cog,color,link
meta,start,0.05000545787136315,,,,
PA0001,dnaA,483,-0.0043458441,"Replication, recombination and repair",#1e90ff,
PA0002,dnaN,2056,0.00040621040000000003,"Replication, recombination and repair",#1e90ff,
PA0003,recF,3169,0.005399958900000001,"Replication, recombination and repair",#1e90ff,
PA0004,gyrB,4275,0.0035214445,"Replication, recombination and repair",#1e90ff,
PA0005,lptA,7018,0.0014581645,Lipid transport and metabolism,#87cefa,
PA0006,PA0006,7803,0.00020338300000000001,Carbohydrate transport and metabolism,#ffc0cb,
PA0007,PA0007,8671,-0.0115158837,Energy production and conversion,#708090,
PA0008,glyS,10434,0.0023811931000000002,"Translation, ribosomal structure and biogenesis",#daa520,
PA0009,glyQ,12488,-0.0021123597,"Translation, ribosomal structure and biogenesis",#daa520,
PA0010,tag,13540,0.002311426,"Replication, recombination and repair",#1e90ff,
PA0011,PA0011,14235,0.0032476938,Cell wall/membrane/envelope biogenesis,#c71585,
PA0012,PA0012,15207,0.0029291432,Function unknown,#0000ff,
PA0013,PA0013,15620,0.0018862558000000001,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0014,PA0014,16335,0.001616674,No COG annotation,#00bfbf,
PA0015,PA0015,16900,-0.0071881804,Cell motility,#da70d6,
PA0016,trkA,17366,0.0009054173,Inorganic ion transport and metabolism,#8b4513,
PA0017,PA0017,18767,-0.0031894863,"Translation, ribosomal structure and biogenesis",#daa520,
PA0018,fmt,20068,-0.0054070007,"Translation, ribosomal structure and biogenesis",#daa520,
PA0019,def,21067,0.0036145647,"Translation, ribosomal structure and biogenesis",#daa520,
PA0020,PA0020,21712,0.0028974618000000003,Function unknown,#0000ff,
PA0021,PA0021,22872,-0.0079786877,"Replication, recombination and repair",#1e90ff,
PA0022,PA0022,24001,0.0022610817,"Translation, ribosomal structure and biogenesis",#daa520,
PA0023,qor,24568,0.0023405772,Energy production and conversion,#708090,
PA0024,hemF,25736,0.0035961467,Coenzyme transport and metabolism,#d3d3d3,
PA0025,aroE,26711,-0.009577873,Amino acid transport and metabolism,#ff0000,
PA0026,plcB,27646,0.0042310454,No COG annotation,#00bfbf,
PA0027,PA0027,28613,0.0055305481,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0028,PA0028,29896,-0.0014379004000000001,No COG annotation,#00bfbf,
PA0029,PA0029,30502,0.0050578156,Inorganic ion transport and metabolism,#8b4513,
PA0030,PA0030,32060,-0.00046396610000000004,Amino acid transport and metabolism,#ff0000,
PA0031,betC,33000,0.0029698509000000003,Inorganic ion transport and metabolism,#8b4513,
PA0032,PA0032,34624,0.0036939828,Transcription,#000000,
PA0032a,PA0032a,35549,0.0058498954,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
PA0033,PA0033,35905,0.0010077692,Signal transduction mechanisms,#f4a460,
PA0034,PA0034,36278,-0.0135511855,Transcription,#000000,
PA0035,trpA,37087,-0.0033904868,Amino acid transport and metabolism,#ff0000,
PA0036,trpB,37890,0.0001380847,Amino acid transport and metabolism,#ff0000,
PA0037,trpI,39202,0.0012189242,Transcription,#000000,
PA0038,PA0038,40190,-0.0007534740000000001,Function unknown,#0000ff,
PA0039,PA0039,40589,-0.0015059453,Function unknown,#0000ff,
PA0040,PA0040,41113,0.0001451838,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0041,PA0041,42914,0.0027814563,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0041a,PA0041a,54121,-0.009581160200000001,"Replication, recombination and repair",#1e90ff,
PA0042,PA0042,56546,0.0020886081,No COG annotation,#00bfbf,
PA0043,PA0043,57212,0.0028325713,Function unknown,#0000ff,
PA0044,exoT,58786,-0.0025147632000000002,Function unknown,#0000ff,
PA0045,PA0045,60656,0.0059016457,Cell wall/membrane/envelope biogenesis,#c71585,
PA0046,PA0046,61373,-0.009912878200000001,Function unknown,#0000ff,
PA0047,PA0047,61879,0.0027430544,Function unknown,#0000ff,
PA0048,PA0048,62403,0.0102416816,Transcription,#000000,
PA0049,PA0049,63068,0.0054841817,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0050,PA0050,65339,0.0093048794,No COG annotation,#00bfbf,
PA0051,phzH,66303,-0.0125615681,Amino acid transport and metabolism,#ff0000,
PA0052,PA0052,68188,-0.0120504475,"Replication, recombination and repair",#1e90ff,
PA0054,PA0054,69543,-0.0017449438000000002,"Translation, ribosomal structure and biogenesis",#daa520,
PA0055,PA0055,70130,0.001038941,Function unknown,#0000ff,
PA0056,PA0056,70702,-0.0050866876000000005,Transcription,#000000,
PA0057,PA0057,71730,-0.0068042726,Function unknown,#0000ff,
PA0058,PA0058,72680,0.0163272507,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0059,osmC,73468,0.0008203136,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0060,PA0060,74034,0.00019327420000000002,Function unknown,#0000ff,
PA0061,PA0061,74279,-0.0056331628,No COG annotation,#00bfbf,
PA0062,PA0062,74773,0.0010645873,No COG annotation,#00bfbf,
PA0063,PA0063,75281,-0.0026516847000000003,Function unknown,#0000ff,
PA0064,PA0064,76416,-0.0060724791,No COG annotation,#00bfbf,
PA0065,PA0065,77432,-0.0069749349,Function unknown,#0000ff,
PA0066,PA0066,78090,-0.0039546334,Function unknown,#0000ff,
PA0067,prlC,78710,-0.001998805,Amino acid transport and metabolism,#ff0000,
PA0068,PA0068,80752,0.0021266099,Function unknown,#0000ff,
PA0069,PA0069,81116,-0.0071709773,"Replication, recombination and repair",#1e90ff,
PA0070,PA0070,82404,-0.0027402611,Function unknown,#0000ff,
PA0071,tagR2,83380,0.0050967803,Function unknown,#0000ff,
PA0072,PA0072,85085,0.0042744757000000005,Defense mechanisms,#90ee90,
