locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2781,0.2913183405,virK,virK-like protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2781
STM2782,0.23843309510000002,mig-14,putative transcription activator,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2782
STM1246,0.21665232980000002,pagC,reduced macrophage survival protein,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1246
STM1230,0.1856870262,phoQ,sensory kinase protein in two-component regulatory system with PhoP,Signal transduction mechanisms,"phoB,phoP,rpoE,rpoH,ybaQ",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1230
STM1231,0.17325948830000001,phoP,response regulator in two-component regulatory system with PhoQ,Transcription,"phoP,rpoH",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1231
STM2304,0.1577098292,pmrD,polymyxin resistance protein B,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2304
STM0940,0.1545673386,ybjX,homolog of virK,Function unknown,arcA,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0940
STM0628,0.1375560513,pagP,PhoPQ-activated gene,Cell wall/membrane/envelope biogenesis,phoP,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0628
STM0306,0.1300729809,STM0306,homolog of sapA,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0306
STM4319,0.1298614876,phoN,non-specific acid phosphatase,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4319
STM1941,0.1238795275,STM1941,putative inner membrane protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1941
STM1599,0.1230980233,pdgL,Periplasmic dipeptidase,Cell wall/membrane/envelope biogenesis,"arcA,nac,ntrC,rpoN,rpoS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1599
STM1601,0.1153720186,ugtL,putative membrane protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1601
STM1544,0.1151074187,pqaA,PhoPQ-regulated protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1544
STM4287,0.11132104940000001,phnO,putative regulator in phn operon,Transcription,"arcA,argR,phoB,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4287
STM4064,0.1056891581,ushB,CDP-diacylglycerol phosphotidylhydrolase,Lipid transport and metabolism,fur,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4064
STM3764,0.10427407870000001,mgtC,Mg2+ transport protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3764
STM1445,0.09467879800000001,slyB,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,"fnr,phoP",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1445
STM1475,0.0944497361,rstA,response regulator in two-component regulatory system with RstB (OmpR family),Transcription,"arcA,phoP",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1475
STM1583,0.0934322191,STM1583,putative cytoplasmic protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1583
STM2213,0.0923346607,yeiU,putative permease,Lipid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2213
STM1353,0.0903737884,ydiR,putative electron transfer flavoprotein,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1353
STM1269,0.0894763301,STM1269,putative chorismate mutase,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1269
STM0081,0.0886322351,STM0081,putative secreted protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0081
STM0617,0.08661991620000001,rna,RNase I,"Translation, ribosomal structure and biogenesis",ybiH,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0617
STM1254,0.0848451994,STM1254,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1254
STM4226,0.08393205620000001,yjbA,putative inner membrane protein,Function unknown,"crp,phoB,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4226
STM2869,0.08184869360000001,orgA,putative flagellar biosynthesis/type III secretory pathway protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2869
STM4504,0.0807659949,STM4504,putative cytoplasmic protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4504
STM4328,0.08019945810000001,yjeH,putative transporter,Amino acid transport and metabolism,"fnr,nac",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4328
STM2780,0.07642826700000001,STM2780,pipB-like protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2780
STM1939,0.0726374514,STM1939,putative glucose-6-phosphate dehydrogenase,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1939
STM1329,0.0686512682,STM1329,putative inner membrane protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1329
STM1854,0.0680932725,STM1854,putative inner membrane protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1854
STM2868,0.06764625860000001,STM2868,putative cytoplasmic protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2868
STM3765,0.0669890844,yicL,putative permease,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3765
