locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1144,0.3899900962,ymfJ,e14 prophage%3B protein YmfJ,No COG annotation,ymfJ,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6588
b1147,0.3148918482,ymfL,e14 prophage%3B uncharacterized protein YmfL,No COG annotation,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,,https://ecocyc.org/gene?orgid=ECOLI&id=G6591
b1141,0.3041364736,xisE,e14 prophage%3B putative excisionase,Function unknown,ymfH-xisE-intE,,https://ecocyc.org/gene?orgid=ECOLI&id=G6585
b1142,0.3027332377,ymfH,e14 prophage%3B protein YmfH,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6586
b1148,0.2999157933,ymfM,e14 prophage%3B protein YmfM,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6592
b1146,0.2268181156,ymfT,e14 prophage%3B putative DNA-binding transcriptional regulator YmfT,Transcription,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6590
b1140,0.2034911452,intE,e14 prophage%3B putative integrase,"Replication, recombination and repair",ymfH-xisE-intE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12370
b1151,0.1526292899,beeE,e14 prophage%3B putative protein BeeE,Function unknown,,YidZ,https://ecocyc.org/gene?orgid=ECOLI&id=G6595
b1152,0.1431254964,jayE,e14 prophage%3B putative protein JayE,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6596
b1153,0.1178074345,ymfQ,e14 prophage%3B conserved protein YmfQ,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6597
b0958,0.0768549078,sulA,cell division inhibitor SulA,"Cell cycle control, cell division, chromosome partitioning",sulA,"RpoD,LexA,RcdA,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10984
b4519,0.0683038369,icdC,protein IcdC,Energy production and conversion,icdC,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10556
b2645,0.0637972594,yfjZ,CP4-57 prophage%3B putative antitoxin of the YpjF-YfjZ toxin-antitoxin system,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7380
