locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_RS26690,0.4718816732,PSPTO_RS26690,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_0526,0.11180302240000001,PSPTO_0526,hypothetical protein,No COG annotation,,
PSPTO_RS21330,0.0816222166,PSPTO_RS21330,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_RS00250,0.077572099,PSPTO_RS00250,transposase domain-containing protein,No COG annotation,,
PSPTO_RS25230,0.0636235668,PSPTO_RS25230,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_3384,0.0635766837,PSPTO_3384,hypothetical protein,No COG annotation,,
PSPTO_3426,0.0615489283,PSPTO_3426,hypothetical protein,No COG annotation,,
PSPTO_5497,0.0614140289,PSPTO_5497,hypothetical protein,No COG annotation,,
PSPTO_RS04610,0.060482364600000005,PSPTO_RS04610,TIGR03758 family integrating conjugative element protein,Function unknown,,
PSPTO_RS11325,0.057624220600000005,PSPTO_RS11325,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_RS26115,-0.0594994805,PSPTO_RS26115,DUF1534 domain-containing protein,Function unknown,,
PSPTO_RS08610,-0.0631553717,PSPTO_RS08610,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_3416,-0.1008120064,PSPTO_3416,phage holin%2C lambda family,Function unknown,,
