locus,gene_weight,gene_name,gene_product,cog,operon,regulator,PydR,link
PP_4037,0.098685567805408,pydX,NADP-dependent dihydropyrimidine dehydrogenase subunit,Energy production and conversion,Op2637,"PydR,GacA",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4037&e1=1&assembly=complete
PP_4038,0.096952095486421,pydA,NADP-dependent dihydropyrimidine dehydrogenase subunit PreA,Energy production and conversion,Op2637,PydR,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4038&e1=1&assembly=complete
PP_0679,0.0948986639159996,PP_0679,conserved exported protein of unknown function,Function unknown,Op443,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0679&e1=1&assembly=complete
PP_1121,0.0932165459123861,PP_1121,OmpA family protein,Cell wall/membrane/envelope biogenesis,Op706,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1121&e1=1&assembly=complete
PP_4034,0.0919950364031911,hyuC,N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 2,Amino acid transport and metabolism,Op2635,PydR,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4034&e1=1&assembly=complete
PP_2422,0.0880992722637347,PP_2422,conserved protein of unknown function,Function unknown,Op1568,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2422&e1=1&assembly=complete
PP_4036,0.0870367581678081,pydB,D-hydantoinase/dihydropyrimidinase,Nucleotide transport and metabolism,Op2637,PydR,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4036&e1=1&assembly=complete
PP_0086,0.0818929043626347,PP_0086,conserved protein of unknown function,Function unknown,Op60,AmrZ,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0086&e1=1&assembly=complete
PP_5540,0.080814793363748,PP_5540,conserved protein of unknown function,No COG annotation,Op1855,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5540&e1=1&assembly=complete
PP_4011,0.0773597663790617,icd,isocitrate dehydrogenase%2C NADP(+)-specific,Energy production and conversion,Op2619,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4011&e1=1&assembly=complete
PP_0711,0.0768001840440942,ycaC-I,putative hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",Op469,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0711&e1=1&assembly=complete
PP_0258,0.0762824917631411,ygaU,regulator of murein cross-linking,Function unknown,Op173,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0258&e1=1&assembly=complete
PP_1726,0.0747234055683598,PP_1726,ABC transporter%2C periplasmic binding protein,Inorganic ion transport and metabolism,Op1077,"PhnR,TurB",False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1726&e1=1&assembly=complete
PP_4851,0.0711563819677575,PP_4851,Phosphate starvation-inducible protein%2C PSIF,Function unknown,Op3165,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4851&e1=1&assembly=complete
PP_5525,0.0707051501711468,PP_5525,conserved exported protein of unknown function,No COG annotation,Op1604,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5525&e1=1&assembly=complete
PP_3668,0.0704527310236965,katG,Catalase-peroxidase,Inorganic ion transport and metabolism,Op2394,OxyR,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3668&e1=1&assembly=complete
PP_4035,0.0703359079324183,pydP,putative PydP transporter%2C NCS1 nucleoside transporter family,Nucleotide transport and metabolism,Op2636,"TurA,PydR,CbrB",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4035&e1=1&assembly=complete
PP_1122,0.0696398754063004,PP_1122,OmpA family protein,Cell wall/membrane/envelope biogenesis,Op706,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1122&e1=1&assembly=complete
PP_4593,0.0688709319715858,PP_4593,conserved protein of unknown function,Function unknown,Op2986,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4593&e1=1&assembly=complete
PP_2292,0.0667645453037371,PP_2292,conserved protein of unknown function,No COG annotation,Op1479,TurB,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2292&e1=1&assembly=complete
PP_3145,0.0664343211176896,PP_3145,conserved protein of unknown function,Function unknown,Op2039,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3145&e1=1&assembly=complete
PP_5502,0.0660399614044661,rmf,ribosome modulation factor,"Translation, ribosomal structure and biogenesis",Op1339,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5502&e1=1&assembly=complete
PP_3611,0.0655174170214451,PP_3611,conserved exported protein of unknown function,No COG annotation,Op2348,FleQ,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3611&e1=1&assembly=complete
PP_0397,0.0649520331158098,yeaG,protein kinase,Signal transduction mechanisms,Op273,"SoxR,CbrB",False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0397&e1=1&assembly=complete
PP_3558,0.0645293844332345,PP_3558,putative Amino acid transporter%2C periplasmic amino acid-binding protein,Amino acid transport and metabolism,Op2310,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3558&e1=1&assembly=complete
PP_2853,0.0643161845316648,PP_2853,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,Op1840,"TurB,AmrZ",False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2853&e1=1&assembly=complete
PP_5365,0.0634657900492693,PP_5365,putative fatty acid methyltransferase,Coenzyme transport and metabolism,Op3518,FleQ,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5365&e1=1&assembly=complete
PP_4138,0.0626473118826517,chrR,Chromate reductase,Function unknown,Op2691,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4138&e1=1&assembly=complete
PP_4054,0.0613926522567447,PP_4054,conserved protein of unknown function,Function unknown,Op2645,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4054&e1=1&assembly=complete
PP_4021,0.0609599752927418,cpo,non-heme chloroperoxidase,Lipid transport and metabolism,Op2627,TurB,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4021&e1=1&assembly=complete
