locus,gene_weight,gene_name,gene_product,COG,operon,regulator,DksA,link
b3318,0.1644134297,rplW,50S ribosomal subunit protein L23,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10883
b3319,0.16289928310000001,rplD,50S ribosomal subunit protein L4,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10867
b3317,0.1612211029,rplB,50S ribosomal subunit protein L2,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10865
b3315,0.1557771956,rplV,50S ribosomal subunit protein L22,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10882
b3320,0.1544256678,rplC,50S ribosomal subunit protein L3,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,YqhC,YihW,YebK,YhjC,YedW,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10866
b3316,0.153978642,rpsS,30S ribosomal subunit protein S19,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10918
b3314,0.1501987115,rpsC,30S ribosomal subunit protein S3,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10902
b3321,0.1412953596,rpsJ,30S ribosomal subunit protein S10,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,YdhB,ArcA,Fnr,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10909
b3313,0.13378861990000002,rplP,50S ribosomal subunit protein L16,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10877
b3304,0.13265259100000001,rplR,50S ribosomal subunit protein L18,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10879
