,name,x,y,cog,color,link
meta,start,0.1064182775219865,,,,
PN96_RS00040,pssA,6014,-0.0193738087555232,Lipid transport and metabolism,#87cefa,
PN96_RS00045,PN96_RS00045,7450,-0.0001321872712915,Function unknown,#0000ff,
PN96_RS00050,murB,7958,-0.0021140522760052,Cell wall/membrane/envelope biogenesis,#c71585,
PN96_RS00055,birA,8998,-0.0033325263002155,Coenzyme transport and metabolism,#d3d3d3,
PN96_RS00060,coaA,9973,-0.0228634857382943,Nucleotide transport and metabolism,#87ceeb,
PN96_RS00085,tuf,11619,-0.00112780125484,"Translation, ribosomal structure and biogenesis",#daa520,
PN96_RS00090,secE,13072,-0.0025937498103852,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PN96_RS00095,nusG,13466,-0.0123808526428466,Transcription,#000000,
PN96_RS00100,rplK,14180,0.0044619395926369,"Translation, ribosomal structure and biogenesis",#daa520,
PN96_RS00105,rplA,14613,0.0195526950703195,"Translation, ribosomal structure and biogenesis",#daa520,
PN96_RS00110,rplJ,15607,0.0089898515713028,"Translation, ribosomal structure and biogenesis",#daa520,
PN96_RS00115,rplL,16159,0.0146395702431169,"Translation, ribosomal structure and biogenesis",#daa520,
PN96_RS00120,rpoB,16779,-0.0053737107159294,Transcription,#000000,
PN96_RS00125,rpoC,20895,-0.0113189830967744,Transcription,#000000,
PN96_RS00130,PN96_RS00130,25244,0.0094128839159479,Transcription,#000000,
PN96_RS00135,nudC,25914,-0.0006681628740507,"Replication, recombination and repair",#1e90ff,
PN96_RS00140,hemE,26960,-0.0045880137719439,Coenzyme transport and metabolism,#d3d3d3,
PN96_RS00145,PN96_RS00145,28247,0.010224869274483,"Replication, recombination and repair",#1e90ff,
PN96_RS00150,PN96_RS00150,28827,-0.0064673785319635,Amino acid transport and metabolism,#ff0000,
PN96_RS00155,PN96_RS00155,29817,-0.0202027070889248,Function unknown,#0000ff,
PN96_RS00160,PN96_RS00160,30478,-0.0178110422858123,Function unknown,#0000ff,
PN96_RS00165,hupA,31859,-0.0001590386245303,"Replication, recombination and repair",#1e90ff,
PN96_RS00170,PN96_RS00170,32171,0.0106335657527999,Cell wall/membrane/envelope biogenesis,#c71585,
