locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
USA300HOU_RS01155,0.18869743900000002,pflA,pyruvate formate-lyase-activating enzyme,"Post-translational modification, protein turnover, and chaperones","pflB,pflA","Rex,CcpA,WalR",https://aureowiki.med.uni-greifswald.de/SAUPAN001083000
USA300HOU_RS01150,0.175763432,pflB,formate acetyltransferase,Energy production and conversion,"pflB,pflA","Rex,CcpA",https://aureowiki.med.uni-greifswald.de/SAUPAN001082000
USA300HOU_RS07350,0.137943817,ykbA,amino acid permease,Amino acid transport and metabolism,"ykbA,ilvA,alD","CodY,WalR",https://aureowiki.med.uni-greifswald.de/SAUPAN003891000
USA300HOU_RS07355,0.135724927,ilvA,serine/threonine dehydratase,Amino acid transport and metabolism,"ykbA,ilvA,alD","CodY,WalR",https://aureowiki.med.uni-greifswald.de/SAUPAN003892000
USA300HOU_RS03215,0.12993127000000002,adhP,zinc-dependent alcohol dehydrogenase,Energy production and conversion,adhP,Rex,https://aureowiki.med.uni-greifswald.de/SAUPAN002470000
USA300HOU_RS01225,0.12242921400000001,yeaO,hypothetical protein,Function unknown,yeaO,,https://aureowiki.med.uni-greifswald.de/SAUPAN001103000
USA300HOU_RS07360,0.11866688,alD,alanine dehydrogenase,Amino acid transport and metabolism,"ykbA,ilvA,alD",Rex,https://aureowiki.med.uni-greifswald.de/SAUPAN003893000
USA300HOU_RS01235,0.11851716100000001,USA300HOU_RS01235,nitric oxide dioxygenase,Energy production and conversion,,Rex,https://aureowiki.med.uni-greifswald.de/SAUPAN001105000
USA300HOU_RS14200,0.118174025,nrdD,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,"nrdG,nrdD",NrdR,https://aureowiki.med.uni-greifswald.de/SAUPAN006322000
USA300HOU_RS05410,0.11392505600000001,cydA,cytochrome ubiquinol oxidase subunit I,Energy production and conversion,"cydA,cydB",,https://aureowiki.med.uni-greifswald.de/SAUPAN003306000
USA300HOU_RS14195,0.11259277200000001,nrdG,anaerobic ribonucleoside-triphosphate reductase activating protein,"Post-translational modification, protein turnover, and chaperones","nrdG,nrdD",NrdR,https://aureowiki.med.uni-greifswald.de/SAUPAN006321000
USA300HOU_RS07375,0.11256213600000001,USA300HOU_RS07375,sulfite reductase subunit alpha,Function unknown,,,https://aureowiki.med.uni-greifswald.de/SAUPAN003897000
USA300HOU_RS14695,0.112251238,USA300HOU_RS14695,hypothetical protein,Function unknown,,,https://aureowiki.med.uni-greifswald.de/SAUPAN006482000
USA300HOU_RS01345,0.109120332,ytfE,iron-sulfur cluster repair protein ScdA,"Cell cycle control, cell division, chromosome partitioning",ytfE,,https://aureowiki.med.uni-greifswald.de/SAUPAN001138000
USA300HOU_RS13830,0.10544354800000001,clpL,ATP-dependent Clp protease ATP-binding subunit,"Post-translational modification, protein turnover, and chaperones",clpL,WalR,https://aureowiki.med.uni-greifswald.de/SAUPAN006210000
USA300HOU_RS00795,0.100813446,adhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,Energy production and conversion,adhE,Rex,https://aureowiki.med.uni-greifswald.de/SAUPAN000972000
USA300HOU_RS01230,0.099737423,USA300HOU_RS01230,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN001104000
USA300HOU_RS05415,0.09857054300000001,cydB,cytochrome D ubiquinol oxidase subunit II,Energy production and conversion,"cydA,cydB",,https://aureowiki.med.uni-greifswald.de/SAUPAN003307000
USA300HOU_RS00555,0.09745951300000001,mycA,oleate hydratase,Function unknown,mycA,,https://aureowiki.med.uni-greifswald.de/SAUPAN000902000
USA300HOU_RS14690,0.092969459,USA300HOU_RS14690,hypothetical protein,Function unknown,,,https://aureowiki.med.uni-greifswald.de/SAUPAN006481000
USA300HOU_RS07345,0.091146526,norB,quinolone resistance protein NorB,Inorganic ion transport and metabolism,norB,,https://aureowiki.med.uni-greifswald.de/SAUPAN003890000
USA300HOU_RS13270,0.090298629,opucA,glycine/betaine ABC transporter ATP-binding protein,Amino acid transport and metabolism,"opucD,opucC,opucB,opucA",CodY,https://aureowiki.med.uni-greifswald.de/SAUPAN006000000
USA300HOU_RS05860,0.08719544700000001,argF,ornithine carbamoyltransferase,Amino acid transport and metabolism,"argF,arcC",,https://aureowiki.med.uni-greifswald.de/SAUPAN003429000
USA300HOU_RS00720,0.080021777,deoD,purine-nucleoside phosphorylase,Nucleotide transport and metabolism,"deoD,tet38",,https://aureowiki.med.uni-greifswald.de/SAUPAN000948000
USA300HOU_RS13265,0.071243979,opucB,choline ABC transporter permease,Amino acid transport and metabolism,"opucD,opucC,opucB,opucA",CodY,https://aureowiki.med.uni-greifswald.de/SAUPAN005999000
USA300HOU_RS12960,0.070441733,narG,nitrate reductase subunit alpha,Energy production and conversion,"nreC,nreB,nreA,narI,narJ,narH,narG","Rex,NreC",https://aureowiki.med.uni-greifswald.de/SAUPAN005928000
USA300HOU_RS14685,0.070107426,USA300HOU_RS14685,transcriptional regulator,Transcription,,,
USA300HOU_RS12995,0.069568819,USA300HOU_RS12995,hypothetical protein,No COG category,,,
USA300HOU_RS01220,0.069020287,dppA,nickel ABC transporter substrate-binding protein,Amino acid transport and metabolism,dppA,,https://aureowiki.med.uni-greifswald.de/SAUPAN001102000
USA300HOU_RS13260,0.06743341,opucC,amino acid transporter,Amino acid transport and metabolism,"opucD,opucC,opucB,opucA",CodY,https://aureowiki.med.uni-greifswald.de/SAUPAN005998000
USA300HOU_RS09070,0.066685007,usp1,universal stress protein UspA,Signal transduction mechanisms,usp1,GraS,https://aureowiki.med.uni-greifswald.de/SAUPAN004362000
USA300HOU_RS05880,0.06598896900000001,shetA,permease,Inorganic ion transport and metabolism,shetA,,https://aureowiki.med.uni-greifswald.de/SAUPAN003435000
USA300HOU_RS13255,0.064423544,opucD,amino acid ABC transporter permease,Amino acid transport and metabolism,"opucD,opucC,opucB,opucA",CodY,https://aureowiki.med.uni-greifswald.de/SAUPAN005997000
USA300HOU_RS12915,0.06295053,narK,MFS transporter,Inorganic ion transport and metabolism,narK,"Rex,NreC,VraR",https://aureowiki.med.uni-greifswald.de/SAUPAN005915000
