locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PP_3593,0.1735710489887771,PP_3593,Amino acid ABC transporter%2C periplasmic binding protein,Amino acid transport and metabolism,Op2336,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3593&e1=1&assembly=complete
PP_3596,0.1721960647766016,amaD,D-lysine oxidase,Amino acid transport and metabolism,Op2336,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3596&e1=1&assembly=complete
PP_0883,0.161312812592345,opdP,glycine-glutamate dipeptide porin,Cell wall/membrane/envelope biogenesis,Op568,GlnG,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0883&e1=1&assembly=complete
PP_3594,0.1579948469680662,PP_3594,Amino acid ABC transporter%2C membrane protein,Inorganic ion transport and metabolism,Op2336,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3594&e1=1&assembly=complete
PP_3595,0.1346293659603147,PP_3595,Amino acid ABC transporter%2C membrane protein,Inorganic ion transport and metabolism,Op2336,TurA,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3595&e1=1&assembly=complete
PP_3597,0.1235918763823124,PP_3597,Amino-acid ABC transporter%2C ATP-binding protein,Amino acid transport and metabolism,Op2336,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3597&e1=1&assembly=complete
PP_3392,0.1181312064931126,PP_3392,conserved protein of unknown function,Function unknown,Op2199,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3392&e1=1&assembly=complete
PP_3394,0.1130667005103007,PP_3394,putative 3-hydroxy-3-methylglutaryl-CoA lyase,Amino acid transport and metabolism,Op2199,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3394&e1=1&assembly=complete
PP_3592,0.1128192577515494,PP_3592,Transcriptional regulator%2C RpiR family,Transcription,Op2336,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3592&e1=1&assembly=complete
PP_1400,0.1118992201617725,kgtP,Alpha-ketoglutarate permease,Amino acid transport and metabolism,Op878,DctD-III,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1400&e1=1&assembly=complete
PP_0324,0.1068589600189338,soxD,sarcosine oxidase subunit delta,Amino acid transport and metabolism,Op225,"GbdR,RoxR",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0324&e1=1&assembly=complete
