,name,x,y,cog,color,link
meta,start,0.42173466275000004,,,,
b0002,thrA,337,0.024646826700000003,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,-0.0112549026,Nucleotide transport and metabolism,#00bfbf,
b0004,thrC,3734,-0.0124922939,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,-0.0041339067,Function unknown,#708090,
b0006,yaaA,5683,-0.0014791532,Function unknown,#708090,
b0007,yaaJ,6529,-0.0048641766,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,-0.0031600576,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,-0.018336678000000002,Nucleotide transport and metabolism,#00bfbf,
b0010,satP,9928,0.014343351,Function unknown,#708090,
b0011,yaaW,10643,0.0038965803000000003,Function unknown,#708090,
b0012,mbiA,10830,0.0101349113,No COG annotation,#87cefa,
b0013,yaaI,11382,-0.0141232523,Function unknown,#708090,
b0014,dnaK,12163,0.0047009261,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0015,dnaJ,14168,0.0008936534,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0016,insL-1,15445,-0.0015923248,"Replication, recombination and repair",#ff00ff,
b0018,mokC,16751,0.0062758681,Function unknown,#708090,
b0019,nhaA,17489,-0.0117377699,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,-0.0109994497,Transcription,#f4a460,
b0021,insB-1,19811,-0.0193339527,"Replication, recombination and repair",#ff00ff,
b0022,insA-1,20233,0.0059874876,"Replication, recombination and repair",#ff00ff,
b0023,rpsT,20815,0.0095537661,"Translation, ribosomal structure and biogenesis",#000000,
b0024,yaaY,21181,-0.020951871900000002,Function unknown,#708090,
b0025,ribF,21407,-0.0033981678,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,-0.0046448253000000005,"Translation, ribosomal structure and biogenesis",#000000,
b0027,lspA,25207,0.0022436514000000003,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,-0.0008236042,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0029,ispH,26277,-0.0040343819,Lipid transport and metabolism,#40e0d0,
b0030,rihC,27293,0.0013624391,Nucleotide transport and metabolism,#00bfbf,
b0031,dapB,28374,0.0039552262,Amino acid transport and metabolism,#ff0000,
b0032,carA,29651,-0.010351101100000001,Nucleotide transport and metabolism,#00bfbf,
b0033,carB,30817,-0.0081661744,Nucleotide transport and metabolism,#00bfbf,
b0034,caiF,34300,-0.0015753289,Transcription,#f4a460,
b0035,caiE,34781,0.0051438658,Function unknown,#708090,
b0036,caiD,35377,0.010143127600000001,Lipid transport and metabolism,#40e0d0,
b0037,caiC,36271,-0.0082254877,Lipid transport and metabolism,#40e0d0,
b0038,caiB,37898,0.010917512400000001,Energy production and conversion,#90ee90,
b0039,caiA,39244,-0.0073179044,Lipid transport and metabolism,#40e0d0,
b0040,caiT,40417,-0.0099135273,Cell wall/membrane/envelope biogenesis,#c71585,
b0041,fixA,42403,-0.0064122932,Energy production and conversion,#90ee90,
b0042,fixB,43188,-0.0012830596,Energy production and conversion,#90ee90,
b0043,fixC,44180,-0.0002786531,Energy production and conversion,#90ee90,
b0045,yaaU,45807,-0.0242797402,Inorganic ion transport and metabolism,#0000ff,
b0046,kefF,47246,-0.0011133609,Energy production and conversion,#90ee90,
b0047,kefC,47769,-0.0012822796,Inorganic ion transport and metabolism,#0000ff,
b0048,folA,49823,0.001913512,Coenzyme transport and metabolism,#008000,
b0049,apaH,50380,-0.0002929116,Signal transduction mechanisms,#00ff00,
b0050,apaG,51229,0.0012835653,Inorganic ion transport and metabolism,#0000ff,
b0051,rsmA,51609,0.0030058040000000004,"Translation, ribosomal structure and biogenesis",#000000,
b0052,pdxA,52427,-0.0032253649,Coenzyme transport and metabolism,#008000,
b0053,surA,53416,-0.0044064654,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0054,lptD,54755,-0.001456644,Cell wall/membrane/envelope biogenesis,#c71585,
b0055,djlA,57364,-0.001249495,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0056,yabP,58474,0.0041157416,Function unknown,#708090,
b0057,yabQ,59121,-0.005011725900000001,No COG annotation,#87cefa,
b0058,rluA,59687,-0.0104168435,"Translation, ribosomal structure and biogenesis",#000000,
b0059,rapA,60358,-0.006940028500000001,Transcription,#f4a460,
b0060,polB,63429,0.002664432,"Replication, recombination and repair",#ff00ff,
b0061,araD,65855,-0.022947334,Carbohydrate transport and metabolism,#ffc0cb,
b0062,araA,66835,-0.000705592,Carbohydrate transport and metabolism,#ffc0cb,
b0063,araB,68348,0.0056911558,Nucleotide transport and metabolism,#00bfbf,
b0064,araC,70387,-0.0013107077,Transcription,#f4a460,
b0065,yabI,71351,0.0015012184,Function unknown,#708090,
b0066,thiQ,72229,0.0039450605,Inorganic ion transport and metabolism,#0000ff,
b0067,thiP,72911,-0.0023508490000000003,Inorganic ion transport and metabolism,#0000ff,
b0068,thiB,74497,-0.0055332827,Inorganic ion transport and metabolism,#0000ff,
b0069,sgrR,75644,-0.0029055998000000003,Transcription,#f4a460,
b4662,sgrT,77388,-0.0065664658,Energy production and conversion,#90ee90,
b0070,setA,77621,-0.0063421184,Inorganic ion transport and metabolism,#0000ff,
b0071,leuD,78848,0.0064338266,Amino acid transport and metabolism,#ff0000,
b0072,leuC,79464,-0.0001885846,Amino acid transport and metabolism,#ff0000,
b0073,leuB,80867,-0.0009143851,Energy production and conversion,#90ee90,
b0074,leuA,81958,-0.00018766560000000001,Amino acid transport and metabolism,#ff0000,
b0076,leuO,84368,-0.0015771084000000002,Transcription,#f4a460,
b0077,ilvI,85630,-0.001316052,Coenzyme transport and metabolism,#008000,
b0078,ilvH,87357,0.0052189787,Amino acid transport and metabolism,#ff0000,
b0080,cra,88028,-0.0130633975,Transcription,#f4a460,
b0081,mraZ,89634,0.0025743766,Transcription,#f4a460,
b0082,rsmH,90094,0.0026870222,"Translation, ribosomal structure and biogenesis",#000000,
b0083,ftsL,91032,0.0078106716,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0084,ftsI,91413,0.021423548400000002,Cell wall/membrane/envelope biogenesis,#c71585,
b0085,murE,93166,-0.0011610638,Cell wall/membrane/envelope biogenesis,#c71585,
b0086,murF,94650,0.0014470046,Cell wall/membrane/envelope biogenesis,#c71585,
b0087,mraY,96002,-0.0003153898,Cell wall/membrane/envelope biogenesis,#c71585,
b0088,murD,97087,0.0053814479,Cell wall/membrane/envelope biogenesis,#c71585,
b0089,ftsW,98403,0.0038812255,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0090,murG,99644,-0.0016097927,Cell wall/membrane/envelope biogenesis,#c71585,
b0091,murC,100765,0.0044502977,Cell wall/membrane/envelope biogenesis,#c71585,
b0092,ddlB,102233,0.0058029659,Nucleotide transport and metabolism,#00bfbf,
b0093,ftsQ,103155,0.0022305046,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0094,ftsA,103982,-0.0030250073000000002,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0095,ftsZ,105305,-0.0001294569,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
