locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,link
SACI_RS08980,0.14814824229978826,SACI_RS08980,,hypothetical protein,No arCOG annotation,Op1085,,https://www.uniprot.org/uniprot/A0A0U3H528
SACI_RS10475,0.0988508773174177,Saci_2166,Saci_2166,"Uroporphyrin-III methyltransferase, DUF488 family protein",Function Unknown,Op1305,BarR,https://www.uniprot.org/uniprot/A0A0U3HNF9
SACI_RS10340,0.09671395782139973,Saci_2138,Saci_2138,DMT family transporter,Carbohydrate transport and metabolism,Op1281,,https://www.uniprot.org/uniprot/A0A0U3H4V5
SACI_RS05005,0.07999729945982194,Saci_1048,Saci_1048,DUF504 domain-containing protein,Function Unknown,Op552,,https://www.uniprot.org/uniprot/A0A0U3H296
SACI_RS06550,-0.08250930958181305,sgaA,Saci_1369,serine-glyoxylate aminotransferase,Amino acid transport and metabolism,Op759,,https://www.uniprot.org/uniprot/A0A0U3HJR1
SACI_RS09730,-0.08630435441714628,cas4,,CRISPR-associated protein Cas4,Defense mechanisms,Op1197,,
SACI_RS08380,-0.09102306061907696,Saci_1753,Saci_1753,hypothetical protein,Function Unknown,Op989,,https://www.uniprot.org/uniprot/A0A0U3FSN3
SACI_RS09930,-0.09382162923715777,Saci_2054,Saci_2054,hypothetical protein,No arCOG annotation,Op1219,,https://www.uniprot.org/uniprot/A0A0U2NAY9
SACI_RS06545,-0.10375281303426684,Saci_1368,Saci_1368,3-phosphoglycerate dehydrogenase,Coenzyme transport and metabolism,Op759,,https://www.uniprot.org/uniprot/A0A0U2YB16
SACI_RS09665,-0.1707740787845921,btuD_10,Saci_2000,ABC transporter ATP-binding protein,Defense mechanisms,Op1186,,https://www.uniprot.org/uniprot/A0A0U3F9Q2
SACI_RS09670,-0.17964426364867364,Saci_2001,Saci_2001,hypothetical protein,No arCOG annotation,Op1187,,https://www.uniprot.org/uniprot/A0A0U3FY27
SACI_RS09660,-0.18166933761630485,Saci_1999,Saci_1999,hypothetical protein,No arCOG annotation,Op1186,,https://www.uniprot.org/uniprot/A0A0U3HCF4
SACI_RS09655,-0.189656932064526,Saci_1998,Saci_1998,hypothetical protein,No arCOG annotation,Op1186,,https://www.uniprot.org/uniprot/A0A0U2YAQ9
SACI_RS11720,-0.19210929365277574,SACI_RS11720,,alkaline phosphatase family protein,Inorganic ion transport and metabolism,Op1129,,https://www.uniprot.org/uniprot/M1I770
