locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4378,0.1906943747,yjjV,putative DNase YjjV,"Replication, recombination and repair",yjjUV,,https://ecocyc.org/gene?orgid=ECOLI&id=G7952
b1380,0.1793057005,ldhA,D-lactate dehydrogenase,Energy production and conversion,ldhA,"YheO,RpoH,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G592
b2742,0.1539417629,nlpD,murein hydrolase activator NlpD,"Cell cycle control, cell division, chromosome partitioning",nlpD-rpoS,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG12111
b1992,0.1385278523,cobS,cobalamin 5'-phosphate synthase,Coenzyme transport and metabolism,cobUST,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG12150
b4377,0.1385048169,yjjU,putative patatin-like phospholipase YjjU,Function unknown,yjjUV,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7951
b1991,0.13301407140000002,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Nucleotide transport and metabolism,cobUST,"RpoD,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12151
b4004,0.1297143992,zraR,DNA-binding transcriptional activator ZraR,Transcription,zraSR,"RpoN,Crp,ZraR,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10482
b2318,0.12338977,truA,tRNA pseudouridine(38-40) synthase,"Translation, ribosomal structure and biogenesis",pdxB-usg-truA-dedA,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10454
b2777,0.1178331896,queE,putative 7-carboxy-7-deazaguanine synthase QueE,Nucleotide transport and metabolism,queE,"YbiH,PhoP",https://ecocyc.org/gene?orgid=ECOLI&id=G7443
b2958,0.1136148611,yggN,putative EcfF,Function unknown,yggN,RpoE,https://ecocyc.org/gene?orgid=ECOLI&id=EG12705
b2279,0.1133663049,nuoK,NADH:quinone oxidoreductase subunit K,Energy production and conversion,nuoABCEFGHIJKLMN,"RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG12091
b1125,0.1123263915,potB,spermidine preferential ABC transporter membrane subunit PotB,Inorganic ion transport and metabolism,potABCD,"YeiE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10750
b3052,0.1070183453,rfaE,fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,Nucleotide transport and metabolism,rfaE,,https://ecocyc.org/gene?orgid=ECOLI&id=G7590
b3153,0.1042052227,yhbO,protein/nucleic acid deglycase 2,Function unknown,yhbO,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7647
b3054,0.10366028940000001,ygiF,inorganic triphosphatase,Function unknown,ygiF-glnE,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG11603
b2714,0.101328177,ascG,DNA-binding transcriptional repressor AscG,Transcription,ascG,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10087
b2317,0.1012750417,dedA,DedA family protein DedA,Function unknown,pdxB-usg-truA-dedA,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG10216
b0485,0.0975806147,glsA,glutaminase 1,Amino acid transport and metabolism,glsA-ybaT,"RpoS,GadX,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6261
b2463,0.09383863320000001,maeB,malate dehydrogenase,Energy production and conversion,maeB,YciT,https://ecocyc.org/gene?orgid=ECOLI&id=G7293
b2750,0.0926512849,cysC,adenylyl-sulfate kinase,Nucleotide transport and metabolism,cysDNC,"RpoD,CysB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10185
b3280,0.09000530720000001,yrdB,conserved protein YrdB,Function unknown,yrdD-tsaC-aroE-yrdB,ZraR,https://ecocyc.org/gene?orgid=ECOLI&id=G7697
b0872,0.08318841240000001,hcr,NADH oxidoreductase,Energy production and conversion,hcp-hcr-poxB-ltaE-ybjT,"RpoE,NarP,NsrR,OxyR,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=G6456
b0932,0.0799271785,pepN,aminopeptidase N,Amino acid transport and metabolism,pepN,ArcA,https://ecocyc.org/gene?orgid=ECOLI&id=EG10696
b4261,0.0769765442,lptF,lipopolysaccharide transport system protein LptF,Function unknown,lptFG,,https://ecocyc.org/gene?orgid=ECOLI&id=G7888
b2379,0.07691079790000001,alaC,glutamate--pyruvate aminotransferase AlaC,Amino acid transport and metabolism,alaC,"RpoD,ppGpp,SgrR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7242
