locus,gene_weight,gene_name,gene_product,cog,operon,regulator,YlxR,link
BSU_11190,0.27326754988396457,argC,N-acetylglutamate gamma-semialdehyde dehydrogenase,Amino acid transport and metabolism,Op878,"SigA,AhrC,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11190
BSU_11230,0.26209192858932445,carA,arginine-specific carbamoyl-phosphate synthetase (small subunit),Nucleotide transport and metabolism,Op878,"SigA,AhrC,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11230
BSU_29450,0.25836670549709634,argG,argininosuccinate synthase,Amino acid transport and metabolism,Op2333,"AhrC,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29450
BSU_11210,0.25579973682776225,argB,N-acetylglutamate 5-phosphotransferase (acetylglutamate kinase),Amino acid transport and metabolism,Op878,"SigA,AhrC,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11210
BSU_11200,0.25333618834794075,argJ,ornithine acetyltransferase%3B amino-acid acetyltransferase,Amino acid transport and metabolism,Op878,"SigA,AhrC,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11200
BSU_23980,0.2466476073802213,artP,high affinity arginine ABC transporter binding lipoprotein,Amino acid transport and metabolism,Op1921,YlxR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23980
BSU_11220,0.24396967516626725,argD,N-acetylornithine aminotransferase,Amino acid transport and metabolism,Op878,"SigA,AhrC,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11220
BSU_29440,0.2345589865687738,argH,argininosuccinate lyase,Amino acid transport and metabolism,Op2332,"AhrC,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29440
BSU_29430,0.2281048134939292,ytzD,conserved protein of unknown function,No COG annotation,Op2331,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29430
BSU_23970,0.20403705665613667,artQ,high affinity arginine ABC transporter (permease),Amino acid transport and metabolism,Op1920,YlxR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23970
BSU_23960,0.2024367883062892,artR,high affinity arginine ABC transporter (ATP-binding protein),Amino acid transport and metabolism,Op1919,YlxR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23960
BSU_11240,0.18166859819301293,carB,arginine-specific carbamoyl-phosphate synthetase (large subunit),Amino acid transport and metabolism,Op878,"SigA,AhrC,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11240
BSU_11250,0.11386436261435146,argF,ornithine carbamoyltransferase,Amino acid transport and metabolism,Op878,"SigA,AhrC,CodY,YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11250
