locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigK,link
BSU_19780,0.16448590185416134,cgeA,spore outermost layer component,No COG annotation,Op1546,"GerR,GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19780
BSU_11780,0.1560645415498942,cotV,spore coat protein (insoluble fraction),Function unknown,Op913,"GerE,SigK,SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11780
BSU_11760,0.15319649929753582,cotX,spore coat protein (insoluble fraction),Function unknown,Op913,"GerR,GerE,SigK,SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11760
BSU_11809,0.15186392930092607,yjcZ,putative type I toxin,No COG annotation,Op916,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11809
BSU_11810,0.1443586422683256,spoVIF,sporulation-specific protein needed for heat resistance,Function unknown,Op916,"GerR,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11810
BSU_36070,0.144166553907477,cotG,spore morphogenetic protein,No COG annotation,Op2804,"GerR,GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36070
BSU_32640,0.14127372693744156,sspG,small acid-soluble spore protein,No COG annotation,Op2559,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32640
BSU_19790,0.14035625615406488,cgeB,protein involved in maturation of the outermost layer of the spore,Function unknown,Op1546,"GerR,GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19790
BSU_11770,0.1397238417063131,cotW,spore coat protein (outemost layer),No COG annotation,Op913,"GerE,SigK,SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11770
BSU_32650,0.13364104239595698,yurS,conserved protein of unknown function,No COG annotation,Op2559,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32650
BSU_19770,0.13355910318718528,cgeC,protein involved in maturation of the outermost layer of the spore,No COG annotation,Op1545,"GerE,SigK,SigD",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19770
BSU_03789,0.12686959273689802,yczN,putative spore and germination protein,No COG annotation,Op286,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03789
BSU_03788,0.12558021742384426,yczM,putative type I toxin,No COG annotation,Op285,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03788
BSU_09958,0.12323556261471305,sscA,spore assembly and germination protein,No COG annotation,Op774,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09958
BSU_20190,0.1214024162968056,yosA,putative type I toxin%3B phage SPbeta,No COG annotation,Op1587,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20190
BSU_07270,0.1192996692910935,spmH,glucose-1-phosphate cytidylyltransferase (sporulation),"Translation, ribosomal structure and biogenesis",Op585,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07270
BSU_07280,0.11314903636548597,spmG,putative CDP-sugar-dehydratase/epimerase,Cell wall/membrane/envelope biogenesis,Op585,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07280
BSU_09959,0.11134935914493573,sscB,spore and germination protein,No COG annotation,Op775,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09959
BSU_07290,0.10970184344255396,yfnF,putative glycosyltransferase,Cell wall/membrane/envelope biogenesis,Op585,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07290
BSU_11750,0.1090121571121568,cotY,outer spore coat protein (crust layer%2C insoluble fraction),Function unknown,Op912,"GerR,GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11750
BSU_11740,0.1046605505711959,cotZ,spore coat protein (insoluble fraction%2C crust layer),Function unknown,Op912,"GerR,GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11740
BSU_19510,0.10415110415884304,yojB,conserved hypothetical protein,No COG annotation,Op1517,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19510
BSU_09165,0.10193057144067726,yhcO,putative exported protein (sporulation germination island),No COG annotation,Op707,"SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09165
BSU_19810,0.10049281403024952,spsMn,spore capsular polysaccharide biosynthesis enzyme fragment%3B N-terminal part of SpsM,Carbohydrate transport and metabolism,Op1548,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19810
BSU_17310,0.09887019351753064,ymaG,inner spore coat protein%3B cell wall associated protein,No COG annotation,Op1307,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17310
BSU_17260,0.0957180268027182,aprX,alkaline serine protease,"Post-translational modification, protein turnover, and chaperones",Op1300,"SigA,LexA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17260
BSU_30890,0.09539261828984412,cotOO,outer spore coat protein,No COG annotation,Op2437,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30890
BSU_30920,0.09523582807611243,cotI,spore coat kinase,Function unknown,Op2438,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30920
BSU_28410,0.09454906934042596,gerE,transcriptional regulator required for the expression of late spore coat genes,Transcription,Op2263,"SigK,SpoIIID,CitB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28410
BSU_19610,0.09240796166774558,yodI,putative spore coat protein,No COG annotation,Op1526,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19610
BSU_36030,0.0916802637441518,ywrK,putative Na+/H+ antiporter,Inorganic ion transport and metabolism,Op2800,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36030
BSU_23350,0.08924833839244037,ypzD,putative germination protein,No COG annotation,Op1875,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23350
BSU_30910,0.08757801914115862,cotSA,spore coat protein,Cell wall/membrane/envelope biogenesis,Op2437,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30910
BSU_37910,0.08701210198583872,spsA,spore coat dTDP-glycosyltransferase,Cell wall/membrane/envelope biogenesis,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37910
BSU_16740,0.08418138623902242,spoVFB,spore dipicolinate synthase subunit B,Coenzyme transport and metabolism,Op1265,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16740
BSU_17700,0.0840980795231451,cotC,spore coat protein (outer),No COG annotation,Op1345,"GerE,SigK,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17700
BSU_07300,0.08297088715685559,yfnE,putative glycosyltransferase (complex carbohydrate synthase),Function unknown,Op585,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07300
BSU_14569,0.08217619937565951,ykzV,putative type I toxin (toxin I motif),No COG annotation,Op1145,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14569
BSU_12090,0.08209986517049725,cotT,spore coat protein (inner coat),No COG annotation,Op944,"GerE,SigK,SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12090
BSU_11800,0.08094210792298406,yjcB,sporulation-specific protein,No COG annotation,Op917,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11800
