locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,LldR,ErbR,link
PA3235,0.33089381100000004,PA3235,,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3235&e1=1&assembly=complete
PA3234,0.29738125,PA3234,,acetate permease,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3234&e1=1&assembly=complete
PA4290,0.28046334500000003,PA4290,,chemotaxis transducer,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4290&e1=1&assembly=complete
PA0887,0.271820815,acsA,,acetyl-CoA synthetase,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0887&e1=1&assembly=complete
PA3038,0.230935452,PA3038,,porin,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3038&e1=1&assembly=complete
PA3233,0.225232229,PA3233,,hypothetical protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3233&e1=1&assembly=complete
PA5445,0.163191478,PA5445,,coenzyme A transferase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5445&e1=1&assembly=complete
PA3232,0.13472866,PA3232,,DNA polymerase III subunit epsilon,"Replication, recombination and repair",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3232&e1=1&assembly=complete
PA2679,0.134446576,PA2679,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2679&e1=1&assembly=complete
PA1333,0.12681151300000001,PA1333,,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1333&e1=1&assembly=complete
PA3271,0.122793065,PA3271,,two-component sensor,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3271&e1=1&assembly=complete
PA1986,0.098717025,pqqB,,coenzyme PQQ synthesis protein B,Function unknown,"ErbR,ErbR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1986&e1=1&assembly=complete
PA4289,0.098140324,PA4289,,transporter,Inorganic ion transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4289&e1=1&assembly=complete
PA4770,0.081419059,lldP,,L-lactate permease,Energy production and conversion,LldR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4770&e1=1&assembly=complete
PA1989,0.074213333,pqqE,,coenzyme PQQ synthesis protein E,Coenzyme transport and metabolism,"ErbR,ErbR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1989&e1=1&assembly=complete
PA3231,0.074110201,PA3231,,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3231&e1=1&assembly=complete
PA1988,0.0716378,pqqD,,coenzyme PQQ synthesis protein D,Function unknown,"ErbR,ErbR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1988&e1=1&assembly=complete
PA1987,0.071406934,pqqC,,pyrroloquinoline-quinone synthase,Coenzyme transport and metabolism,"ErbR,ErbR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1987&e1=1&assembly=complete
PA0208,0.070548468,mdcA,,malonate decarboxylase subunit alpha,Lipid transport and metabolism,MdcR,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0208&e1=1&assembly=complete
PA2624,0.069163741,idh,,isocitrate dehydrogenase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2624&e1=1&assembly=complete
PA1990,0.067495572,pqqH,,peptidase,Amino acid transport and metabolism,"ErbR,ErbR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1990&e1=1&assembly=complete
PA4606,0.06496913900000001,PA4606,,hypothetical protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4606&e1=1&assembly=complete
PA2746a,0.05908439,PA2746a,,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2746a&e1=1&assembly=complete
PA4198,0.059026688,PA4198,,acyl-CoA synthetase,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4198&e1=1&assembly=complete
PA4771,0.052326583,lldD,,L-lactate dehydrogenase,Energy production and conversion,LldR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4771&e1=1&assembly=complete
PA0483,0.049088301,PA0483,,acetyltransferase,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0483&e1=1&assembly=complete
PA0742,0.048583755000000006,PA0742,,hypothetical protein,Inorganic ion transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0742&e1=1&assembly=complete
PA1978,0.048456312,erbR,,glycerol metabolism activator,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1978&e1=1&assembly=complete
PA0789,0.048197883000000004,PA0789,,amino acid permease,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0789&e1=1&assembly=complete
PA5204,0.047270064,argA,,N-acetylglutamate synthase,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5204&e1=1&assembly=complete
PA3270,0.04592976,PA3270,,hypothetical protein,"Translation, ribosomal structure and biogenesis",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3270&e1=1&assembly=complete
