locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_2339,0.2039111146,pcaG,protocatechuate 3%2C4-dioxygenase subunit alpha,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_2338,0.1826423767,pcaH,protocatechuate 3%2C4-dioxygenase subunit beta,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_2340,0.1490545425,pcaK,MFS transporter,Amino acid transport and metabolism,,
PSPTO_2342,0.1383517188,pcaC,4-carboxymuconolactone decarboxylase,Function unknown,,
PSPTO_2341,0.1300678163,pcaB,3-carboxy-cis%2Ccis-muconate cycloisomerase,Nucleotide transport and metabolism,,
PSPTO_RS11325,0.1038485672,PSPTO_RS11325,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_3934,0.0899166541,PSPTO_3934,tail fiber assembly protein,No COG annotation,,
PSPTO_2407,0.0895983622,PSPTO_2407,NADPH-dependent F420 reductase,Function unknown,,
PSPTO_RS12165,0.0846813062,PSPTO_RS12165,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_RS18225,0.0789230497,PSPTO_RS18225,hypothetical protein,No COG annotation,,
PSPTO_RS24375,-0.0800533679,PSPTO_RS24375,IS5/IS1182 family transposase,"Replication, recombination and repair",,
PSPTO_RS21610,-0.0832824546,PSPTO_RS21610,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_RS19265,-0.0986104785,PSPTO_RS19265,hypothetical protein,No COG annotation,,
