locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b3643,0.1052338248,rph,truncated RNase PH,"Translation, ribosomal structure and biogenesis",,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10863
b3612,0.1045471919,gpmM,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,Nucleotide transport and metabolism,gpmM-envC-yibQ,"RpoS,Cra",https://ecocyc.org/gene?orgid=ECOLI&id=EG12296
b3638,0.09658169650000001,yicR,RadC-like JAB domain-containing protein YicR,Amino acid transport and metabolism,yicR-rpmBG-mutM,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11312
b3651,0.0926811506,trmH,tRNA (Gm18) 2'-O-methyltransferase,"Translation, ribosomal structure and biogenesis",rpoZ-spoT-trmH-recG,"RpoD,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10967
b4554,0.0908511355,yibT,protein YibT,Function unknown,yibT,"ppGpp,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10468
b3609,0.09083072610000001,secB,SecB chaperone,"Intracellular trafficking, secretion, and vesicular transport",yibN-grxC-secB-gpsA,"RpoD,YfeC,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10937
b3661,0.0891410651,nlpA,lipoprotein-28,Cell wall/membrane/envelope biogenesis,nlpA,"ppGpp,CsgD,GlaR,gcvB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10657
b3561,0.08891552920000001,wecH,O-acetyltransferase WecH,Function unknown,wecH,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG12274
b3619,0.0871631148,rfaD,ADP-L-glycero-D-mannoheptose 6-epimerase,Nucleotide transport and metabolism,rfaD-waaFCL,"RpoD,RpoE,RpoH",https://ecocyc.org/gene?orgid=ECOLI&id=EG10838
b3653,0.08652635310000001,gltS,glutamate:sodium symporter,Inorganic ion transport and metabolism,gltS,YneJ,https://ecocyc.org/gene?orgid=ECOLI&id=EG10406
b3574,0.08472061830000001,plaR,DNA-binding transcriptional repressor YiaJ,Transcription,yiaJ,"RpoD,PlaR,YiaJ,IHF,Crp,Crp,IHF,PlaR,RpoD",https://ecocyc.org/gene?orgid=ECOLI&id=EG12278
b3645,0.0844759719,dinD,DNA damage-inducible protein D,Function unknown,dinD,"YdcR,LexA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11193
b3555,0.08444690120000001,yiaG,putative DNA-binding transcriptional regulator YiaG,Transcription,yiaG,"YehT,YidL,YhjC,RpoS,Lrp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12624
b3616,0.0838539425,tdh,threonine dehydrogenase,Amino acid transport and metabolism,kbl-tdh,"RpoD,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10993
b3634,0.0836845417,coaD,pantetheine-phosphate adenylyltransferase,Nucleotide transport and metabolism,waaA-coaD,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11190
b3641,0.0835478458,slmA,nucleoid occlusion factor SlmA,Transcription,dut-slmA,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11191
b3608,0.0833702481,gpsA,glycerol-3-phosphate dehydrogenase,Lipid transport and metabolism,yibN-grxC-secB-gpsA,"RpoD,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG20091
b3620,0.083310889,waaF,ADP-heptose--LPS heptosyltransferase 2,Cell wall/membrane/envelope biogenesis,rfaD-waaFCL,"RpoD,RpoH,RpoE,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12210
