locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_1805,0.1295814905,PSPTO_1805,hypothetical protein,Cell motility,,
PSPTO_1304,0.11458367400000001,PSPTO_1304,PA2169 family four-helix-bundle protein,Function unknown,,
PSPTO_2676,0.0908767159,fdhA-2,glutathione-independent formaldehyde dehydrogenase,Energy production and conversion,,
PSPTO_5263,0.0866987475,katE,catalase HPII,Inorganic ion transport and metabolism,,
PSPTO_2677,0.0863661719,PSPTO_2677,glucose 1-dehydrogenase,Lipid transport and metabolism,,
PSPTO_3688,0.0820712223,PSPTO_3688,membrane protein,Function unknown,,
PSPTO_4484,0.0759957109,PSPTO_4484,BON domain-containing protein,Function unknown,,
PSPTO_RS12950,0.0747091609,PSPTO_RS12950,hypothetical protein,No COG annotation,,
PSPTO_0274,0.0741237579,PSPTO_0274,hypothetical protein,No COG annotation,,
PSPTO_0330,0.0730314161,PSPTO_0330,inhibitor of vertebrate lysozyme family protein,Function unknown,,
PSPTO_RS01765,0.0720189886,PSPTO_RS01765,DUF1328 domain-containing protein,No COG annotation,,
PSPTO_0152,0.0708128839,osmC,OsmC family protein,"Post-translational modification, protein turnover,and chaperones",AlgU,
PSPTO_3270,0.0700915799,PSPTO_3270,hypothetical protein,No COG annotation,,
PSPTO_RS11215,0.07002175570000001,PSPTO_RS11215,hypothetical protein,No COG annotation,,
PSPTO_5559,0.0690657835,PSPTO_5559,class I SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",,
PSPTO_0155,0.0690094367,PSPTO_0155,dodecin domain-containing protein,Function unknown,AlgU,
PSPTO_1803,0.0683533311,PSPTO_1803,HAMP domain-containing histidine kinase,Signal transduction mechanisms,,
PSPTO_1625,0.0629533124,PSPTO_1625,DUF3309 domain-containing protein,Function unknown,AlgU,
PSPTO_2759,0.062263252500000005,PSPTO_2759,hypothetical protein,No COG annotation,,
PSPTO_3133,0.0621986985,PSPTO_3133,methyltransferase domain-containing protein,"Translation, ribosomal structure and biogenesis",,
PSPTO_3687,0.0610831672,PSPTO_3687,sorbosone dehydrogenase family protein,Carbohydrate transport and metabolism,,
PSPTO_4906,0.0595245993,PSPTO_4906,bacterioferritin,Inorganic ion transport and metabolism,,
PSPTO_0675,0.058308307100000005,PSPTO_0675,alpha/beta hydrolase,Lipid transport and metabolism,AlgU,
PSPTO_0281,0.057955058600000005,PSPTO_0281,DNA binding protein,No COG annotation,,
PSPTO_3542,0.0573059441,PSPTO_3542,hypothetical protein,Amino acid transport and metabolism,,
PSPTO_2069,0.0569020368,PSPTO_2069,hypothetical protein,No COG annotation,,
PSPTO_1631,0.0561064354,PSPTO_1631,osmoprotectant NAGGN system M42 family peptidase,Carbohydrate transport and metabolism,,
PSPTO_3917,0.053167703600000005,PSPTO_3917,DUF2892 domain-containing protein,Function unknown,,
PSPTO_3134,0.0525794178,PSPTO_3134,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_2895,0.052064859000000005,PSPTO_2895,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",,
PSPTO_1875,0.051916226600000004,fdH,glutathione-dependent formaldehyde dehydrogenase,Energy production and conversion,,
PSPTO_4516,0.0514866963,PSPTO_4516,hypothetical protein,No COG annotation,,
PSPTO_2762,0.051092723900000005,glgB,1%2C4-alpha-glucan branching protein GlgB,Nucleotide transport and metabolism,,
PSPTO_3271,0.051035534300000004,PSPTO_3271,hypothetical protein,No COG annotation,,
PSPTO_0993,0.0509105537,PSPTO_0993,hypothetical protein,No COG annotation,,
PSPTO_2760,0.0505427362,PSPTO_2760,alpha-1%2C4-glucan--maltose-1-phosphate maltosyltransferase,Carbohydrate transport and metabolism,,
PSPTO_2049,0.0505282575,PSPTO_2049,DUF3509 domain-containing protein,Function unknown,,
PSPTO_0332,0.0502114976,PSPTO_0332,hypothetical protein,No COG annotation,,
PSPTO_3131,0.049978984500000004,PSPTO_3131,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,,
PSPTO_3465,0.049833956400000004,PSPTO_3465,Ku protein,"Replication, recombination and repair",,
PSPTO_1596,0.0497896954,PSPTO_1596,CsbD family protein,No COG annotation,,
PSPTO_5558,0.049710607500000004,PSPTO_5558,iron-containing redox enzyme family protein,Function unknown,,
PSPTO_3245,0.0493274236,PSPTO_3245,response regulator transcription factor,Signal transduction mechanisms,,
PSPTO_1632,0.049327077600000005,ngg,N-acetylglutaminylglutamine synthetase,Coenzyme transport and metabolism,,
PSPTO_3478,0.048814224600000004,PSPTO_3478,DUF2789 domain-containing protein,Amino acid transport and metabolism,,
PSPTO_1885,-0.050384491600000005,PSPTO_1885,LysE family translocator,Amino acid transport and metabolism,,
PSPTO_RS25950,-0.052465564400000005,PSPTO_RS25950,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_4330,-0.0527852657,PSPTO_4330,transposase,"Replication, recombination and repair",,
PSPTO_RS25695,-0.0601125079,PSPTO_RS25695,helix-turn-helix domain-containing protein,No COG annotation,,
