locus,gene_weight,gene_name,gene_product,cog,regulator,fur,link
STM0597,0.23309052,entB,2%2C3-dihydro-2%2C3-dihydroxybenzoate synthetase%2C isochorismatase,"Secondary metabolites biosynthesis, transport, and catabolism","crp,fur,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0597
STM0596,0.22453790070000001,entE,2%2C3-dihydroxybenzoate-AMP ligase,"Secondary metabolites biosynthesis, transport, and catabolism","crp,fur,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0596
STM0595,0.2155429503,entC,isochorismate synthetase%2C enterochelin biosynthesis,Coenzyme transport and metabolism,"crp,fur,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0595
STM0585,0.2154558251,fepA,outer membrane porin%2C receptor for ferric enterobactin (enterochelin) and colicins B and D,Cell wall/membrane/envelope biogenesis,"crp,fur,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0585
STM0599,0.2133957782,ybdB,putative protein PaaI%2C possibly involved in aromatic compounds catabolism,"Secondary metabolites biosynthesis, transport, and catabolism","crp,fur,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0599
STM0598,0.19794842,entA,2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase,Lipid transport and metabolism,"crp,fur,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0598
STM2199,0.1958500949,cirA,outer membrane porin,Inorganic ion transport and metabolism,"arcA,crp,fur,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2199
STM0588,0.1903135856,entF,enterobactin synthetase%2C component F (nonribosomal peptide synthetase),"Secondary metabolites biosynthesis, transport, and catabolism","fnr,fur,h-NS,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0588
STM0584,0.19023340060000002,entD,enterochelin synthetase%2C component D (phoshpantetheinyltransferase),Coenzyme transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0584
STM0587,0.17943448210000001,ybdZ,putative cytoplasmic protein,Function unknown,"fnr,fur,h-NS,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0587
STM0586,0.1549860039,fes,enterochelin esterase,Inorganic ion transport and metabolism,"fnr,fur,h-NS,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0586
STM1204,0.1313850442,fhuE,outer membrane receptor for Fe(III)-coprogen,Inorganic ion transport and metabolism,fur,True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1204
STM0590,0.0903474261,fepC,enterobactin transporter,Coenzyme transport and metabolism,"fur,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0590
STM0593,0.0889561869,ybdA,putative POT family transport protein,Amino acid transport and metabolism,"fur,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0593
STM0194,0.0880749158,fhuB,hydroxamate-dependent iron uptake,Inorganic ion transport and metabolism,"fur,rpoD,trpR",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0194
